name,mean,min,median,max,count,70%,80%,90%
glm.nb_quantile,-0.899,-6.16,-1.436,0.311,24,-1.008,-0.916,-0.054
evtree_all,-0.539,-1.407,-1.407,-1.407,1,-1.407,-1.407,-1.407
gamSpline_quantile,-0.811,-6.312,-1.343,0.381,31,-1,-0.587,0.03
glmStepAIC_YeoJohnson,-1.017,-9.202,-1.305,0.927,19,-0.647,-0.172,0.081
lmStepAIC_YeoJohnson,-1.017,-9.202,-1.305,0.927,19,-0.647,-0.172,0.081
gaussprLinear_range01,-0.995,-7.407,-1.274,0.448,23,-0.352,-0.278,0.084
simpls_YeoJohnson,-1.139,-7.5,-1.229,0.178,19,-0.58,-0.245,-0.132
SL.glm_range01,-0.462,-1.206,-1.206,-1.206,1,-1.206,-1.206,-1.206
SL.lm_range01,-0.462,-1.206,-1.206,-1.206,1,-1.206,-1.206,-1.206
SL.speedglm_range01,-0.462,-1.206,-1.206,-1.206,1,-1.206,-1.206,-1.206
SL.speedlm_range01,-0.462,-1.206,-1.206,-1.206,1,-1.206,-1.206,-1.206
glm_quantile,-0.728,-5.692,-1.193,0.414,32,-0.875,-0.631,0.066
SL.gbm_range01,-0.453,-1.183,-1.183,-1.183,1,-1.183,-1.183,-1.183
lm_quantile,-0.691,-5.692,-1.178,0.414,31,-0.815,-0.623,0.092
xgbDART_all,-0.444,-1.159,-1.159,-1.159,1,-1.159,-1.159,-1.159
glmStepAIC_range01,-0.911,-9.202,-1.126,0.927,23,-0.361,0.001,0.193
bayesglm_quantile,-0.663,-5.22,-1.117,0.447,32,-0.798,-0.512,0.083
widekernelpls_asis,-1.151,-7.407,-1.113,0.272,20,-0.491,-0.277,0.19
SL.bartMachine_range01,-0.402,-1.05,-1.05,-1.05,1,-1.05,-1.05,-1.05
gaussprLinear_quantile,-0.639,-4.928,-1.021,0.465,19,-0.767,-0.589,0.141
ppr_YeoJohnson,-0.46,-3.79,-0.93,0.874,19,-0.235,0.016,0.625
SL.caret.rpart_range01,-0.35,-0.914,-0.914,-0.914,1,-0.914,-0.914,-0.914
WM_all,-0.346,-0.903,-0.903,-0.903,1,-0.903,-0.903,-0.903
rlm_quantile,-0.579,-7.924,-0.889,0.77,31,-0.691,-0.583,0.345
SL.earth_range01,-0.327,-0.854,-0.854,-0.854,1,-0.854,-0.854,-0.854
msaenet_all,-0.322,-0.841,-0.841,-0.841,1,-0.841,-0.841,-0.841
elm_asis,-0.377,-1.775,-0.811,-0.03,20,-0.688,-0.536,-0.293
bartMachine_all,-0.314,-1.867,-0.808,0.251,2,-0.384,-0.172,0.04
SL.nnet_range01,-0.306,-0.799,-0.799,-0.799,1,-0.799,-0.799,-0.799
ppr_quantile,-0.47,-4.816,-0.795,0.653,31,-0.493,-0.073,0.346
glmStepAIC_quantile,-0.52,-4.562,-0.765,0.634,32,-0.338,-0.079,0.375
rvmRadial_all,-0.292,-0.762,-0.762,-0.762,1,-0.762,-0.762,-0.762
gcvEarth_quantile,-0.316,-2.667,-0.759,1,32,-0.101,0.007,0.286
gcvEarth_YeoJohnson,-0.328,-1.439,-0.731,0.464,19,-0.556,-0.326,0.074
ppr_range01,-0.367,-3.732,-0.705,0.525,23,-0.098,0.194,0.363
rpart1SE_asis,-0.389,-3.269,-0.7,0.822,20,-0.181,0.053,0.238
foba_all,-0.265,-0.692,-0.692,-0.692,1,-0.692,-0.692,-0.692
dnn_all,-0.261,-0.681,-0.681,-0.681,1,-0.681,-0.681,-0.681
glmnet_all,-0.259,-0.676,-0.676,-0.676,1,-0.676,-0.676,-0.676
glmStepAIC_asis,-0.827,-7.407,-0.674,0.691,20,-0.306,0.025,0.208
lmStepAIC_asis,-0.859,-7.407,-0.674,0.691,20,-0.306,0.025,0.208
SL.stepAIC_range01,-0.254,-0.663,-0.663,-0.663,1,-0.663,-0.663,-0.663
xgbTree_all,-0.244,-0.637,-0.637,-0.637,1,-0.637,-0.637,-0.637
msaenet_asis,-0.418,-2.131,-0.631,0.291,16,-0.365,-0.284,0.177
gcvEarth_asis,-0.454,-2.703,-0.627,0.532,20,-0.369,-0.127,0.126
SL.ipredbagg_range01,-0.239,-0.624,-0.624,-0.624,1,-0.624,-0.624,-0.624
kernelpls_YeoJohnson,-0.601,-5.181,-0.589,0.467,19,-0.137,0.008,0.252
M5_range01,-0.236,-2.152,-0.589,0.477,23,-0.209,0.052,0.299
xgbTree_YeoJohnson,-0.285,-2.216,-0.585,0.426,7,-0.473,-0.175,0.125
lmStepAIC_quantile,-0.451,-4.562,-0.583,0.634,31,-0.232,0.047,0.411
bagEarth_all,-0.226,-1.405,-0.575,0.254,2,-0.243,-0.077,0.088
gcvEarth_range01,-0.304,-1.396,-0.569,0.339,23,-0.476,-0.378,-0.261
BstLm_all,-0.215,-0.561,-0.561,-0.561,1,-0.561,-0.561,-0.561
ppr_asis,-0.542,-3.783,-0.554,1,20,0.355,0.639,0.75
lars2_all,-0.204,-0.533,-0.533,-0.533,1,-0.533,-0.533,-0.533
M5Rules_quantile,-0.263,-2.645,-0.53,1,31,-0.107,0.097,0.375
cforest_all,-0.202,-0.527,-0.527,-0.527,1,-0.527,-0.527,-0.527
bayesglm_range01,-0.528,-5.166,-0.518,0.754,20,0.013,0.291,0.442
leapForward_asis,-0.378,-4.08,-0.512,0.638,20,-0.323,0.27,0.504
elm_YeoJohnson,-0.231,-1.784,-0.502,0.943,19,-0.247,0.118,0.527
spikeslab_all,-0.19,-0.496,-0.496,-0.496,1,-0.496,-0.496,-0.496
gamboost_YeoJohnson,-0.209,-1.045,-0.491,0.163,19,-0.311,-0.201,0.128
SL.caret_range01,-0.187,-0.488,-0.488,-0.488,1,-0.488,-0.488,-0.488
SL.glmnet_range01,-0.187,-0.488,-0.488,-0.488,1,-0.488,-0.488,-0.488
svmLinear_quantile,-0.219,-2.962,-0.487,0.67,19,0,0.121,0.412
SL.biglasso_range01,-0.186,-0.486,-0.486,-0.486,1,-0.486,-0.486,-0.486
glmboost_all,-0.183,-0.478,-0.478,-0.478,1,-0.478,-0.478,-0.478
null_all,-0.183,-0.478,-0.478,-0.478,1,-0.478,-0.478,-0.478
SL.mean_range01,-0.183,-0.478,-0.478,-0.478,1,-0.478,-0.478,-0.478
SL.rpartPrune_range01,-0.183,-0.478,-0.478,-0.478,1,-0.478,-0.478,-0.478
krlsPoly_all,-0.182,-0.475,-0.475,-0.475,1,-0.475,-0.475,-0.475
rvmPoly_all,-0.181,-0.473,-0.473,-0.473,1,-0.473,-0.473,-0.473
ridge_all,-0.175,-0.457,-0.457,-0.457,1,-0.457,-0.457,-0.457
bagEarthGCV_asis,-0.198,-1.867,-0.441,0.646,20,-0.071,0.001,0.16
foba_asis,-0.214,-2.027,-0.439,0.558,20,-0.174,-0.031,0.24
gamboost_range01,-0.167,-1.01,-0.431,0.421,22,-0.252,0.028,0.145
leapSeq_asis,-0.339,-2.852,-0.417,0.802,20,-0.087,0.034,0.098
pcr_all,-0.159,-0.415,-0.415,-0.415,1,-0.415,-0.415,-0.415
rpart2_asis,-0.179,-1.625,-0.413,0.822,20,-0.112,0.044,0.105
spls_YeoJohnson,-0.385,-4.225,-0.41,0.723,19,-0.006,0.2,0.401
spikeslab_range01,-0.192,-1.967,-0.407,0.569,14,-0.087,0.204,0.425
WM_asis,-0.219,-1.956,-0.406,0.741,20,-0.123,0.326,0.575
Rborist_all,-0.155,-0.405,-0.405,-0.405,1,-0.405,-0.405,-0.405
SL.cforest_range01,-0.155,-0.405,-0.405,-0.405,1,-0.405,-0.405,-0.405
dnn_asis,-0.206,-0.94,-0.4,-0.028,20,-0.336,-0.236,-0.121
leapBackward_asis,-0.269,-3.653,-0.398,0.577,20,-0.018,0.263,0.504
rf_all,-0.149,-0.389,-0.389,-0.389,1,-0.389,-0.389,-0.389
rpart1SE_range01,-0.217,-2.577,-0.389,0.443,22,-0.237,0.155,0.271
bayesglm_asis,-0.268,-3.961,-0.387,0.868,20,0.236,0.47,0.716
enet_all,-0.148,-0.386,-0.386,-0.386,1,-0.386,-0.386,-0.386
gamboost_all,-0.147,-0.384,-0.384,-0.384,1,-0.384,-0.384,-0.384
svmLinear_YeoJohnson,-0.188,-2.463,-0.384,0.895,19,0.3,0.512,0.703
plsRglm_asis,-0.153,-1.706,-0.379,0.558,20,-0.149,0.09,0.205
gamboost_asis,-0.205,-1.415,-0.377,0.509,20,-0.09,-0.002,0.147
leapSeq_YeoJohnson,-0.239,-2.678,-0.369,0.465,19,-0.19,-0.153,0.025
spikeslab_YeoJohnson,-0.187,-2.066,-0.366,0.355,17,-0.236,0.014,0.314
leapForward_range01,-0.188,-1.637,-0.364,0.684,18,0.052,0.112,0.355
SL.ranger_range01,-0.139,-0.363,-0.363,-0.363,1,-0.363,-0.363,-0.363
WM_range01,-0.208,-1.537,-0.363,0.457,22,-0.179,0.113,0.309
rpart1SE_YeoJohnson,-0.191,-2.577,-0.359,0.443,19,-0.057,0.202,0.278
rpart1SE_quantile,-0.134,-2.577,-0.359,0.742,31,0.231,0.29,0.474
pcaNNet_range01,-0.6,-8.772,-0.351,0.402,23,-0.117,0.053,0.225
glmboost_YeoJohnson,-0.128,-1.012,-0.348,0.502,19,-0.027,0.231,0.299
rpart2_quantile,-0.155,-2.057,-0.346,0.702,31,0.05,0.298,0.428
evtree_YeoJohnson,-0.19,-1.63,-0.343,0.319,19,-0.038,0.061,0.227
SBC_YeoJohnson,-0.175,-1.784,-0.34,0.77,19,0.216,0.397,0.487
rpart_YeoJohnson,-0.272,-2.758,-0.339,0.191,19,-0.276,-0.243,-0.188
cubist_asis,-0.204,-1.53,-0.338,0.742,20,0.013,0.074,0.271
earth_quantile,-0.142,-1.308,-0.336,0.553,32,-0.061,0.135,0.319
rpart_quantile,-0.159,-1.24,-0.334,0.368,31,-0.158,-0.053,0.03
ctree2_quantile,-0.167,-1.667,-0.33,0.371,32,-0.032,0.012,0.15
rpart_range01,-0.199,-1.63,-0.327,0.63,22,-0.232,-0.124,-0.011
rpart2_range01,-0.17,-2.577,-0.325,1,22,-0.145,0.155,0.284
earth_asis,-0.192,-2.143,-0.323,0.935,20,-0.194,0.013,0.242
leapBackward_all,-0.12,-0.313,-0.313,-0.313,1,-0.313,-0.313,-0.313
evtree_quantile,-0.16,-1.63,-0.309,0.452,30,0.107,0.171,0.221
M5Rules_YeoJohnson,-0.173,-1.655,-0.309,0.533,19,0.027,0.242,0.392
rpart_asis,-0.219,-2.055,-0.308,-0.107,20,-0.208,-0.157,-0.142
leapBackward_YeoJohnson,-0.174,-1.37,-0.304,0.605,19,0.054,0.101,0.198
spls_range01,-0.312,-7.299,-0.304,0.76,22,0.033,0.278,0.367
elm_quantile,-0.241,-2.055,-0.302,0.577,32,-0.188,-0.113,0.057
spikeslab_asis,-0.099,-1.164,-0.3,0.568,16,0.263,0.332,0.404
foba_quantile,-0.218,-3.128,-0.296,0.737,32,-0.055,0.033,0.236
lars2_asis,-0.214,-2.474,-0.294,0.278,20,-0.026,0.14,0.209
M5_YeoJohnson,-0.141,-1.345,-0.291,0.483,19,0.084,0.166,0.266
M5Rules_asis,-0.157,-1.613,-0.29,0.699,20,0.219,0.376,0.467
lars2_YeoJohnson,-0.121,-0.774,-0.289,0.232,19,-0.115,-0.025,0.045
SL.randomForest_range01,-0.11,-0.287,-0.287,-0.287,1,-0.287,-0.287,-0.287
WM_YeoJohnson,-0.164,-1.977,-0.287,0.502,19,0.098,0.329,0.341
pcr_asis,-0.131,-0.475,-0.284,-0.11,20,-0.208,-0.154,-0.119
SL.rpart_range01,-0.108,-0.282,-0.282,-0.282,1,-0.282,-0.282,-0.282
knn_all,-0.107,-0.279,-0.279,-0.279,1,-0.279,-0.279,-0.279
glmnet_range01,-0.137,-1.554,-0.278,0.33,23,-0.083,-0.028,0.041
null_asis,-0.116,-0.478,-0.274,0,20,-0.165,-0.138,-0.11
dnn_quantile,-0.324,-5.894,-0.273,-0.009,32,-0.181,-0.107,-0.062
rvmRadial_YeoJohnson,-0.153,-1.042,-0.269,0.177,19,-0.191,-0.104,0.022
leapSeq_quantile,-0.123,-2.503,-0.268,0.597,31,0.108,0.255,0.407
lars2_range01,-0.128,-1.06,-0.266,0.281,23,-0.102,-0.034,-0.02
lasso_YeoJohnson,-0.102,-0.749,-0.266,0.279,19,-0.071,-0.009,0.091
evtree_range01,-0.173,-1.63,-0.266,0.319,17,-0.025,0.142,0.24
M5Rules_range01,-0.284,-4.063,-0.266,0.421,23,0.007,0.238,0.381
leapForward_quantile,-0.168,-2.144,-0.264,0.704,31,0.108,0.299,0.423
SBC_range01,-0.184,-1.783,-0.262,0.924,22,0.012,0.319,0.758
bridge_YeoJohnson,-0.107,-0.92,-0.261,0.154,17,-0.125,-0.078,-0.006
dnn_range01,-0.226,-2.632,-0.26,0,23,-0.18,-0.086,-0.045
pcr_YeoJohnson,-0.121,-0.507,-0.258,-0.003,19,-0.206,-0.183,-0.113
lars_range01,-0.085,-0.947,-0.258,0.305,23,-0.106,0.068,0.172
foba_range01,-0.066,-1.263,-0.254,0.796,23,0.145,0.276,0.408
dnn_YeoJohnson,-0.193,-1.902,-0.252,-0.025,19,-0.182,-0.116,-0.069
null_YeoJohnson,-0.121,-0.478,-0.251,0,19,-0.207,-0.181,-0.107
null_range01,-0.12,-0.478,-0.251,0,23,-0.192,-0.177,-0.107
xgbDART_range01,-0.126,-0.854,-0.246,0.312,14,-0.185,0.017,0.148
nnls_quantile,-0.139,-1.558,-0.245,0.608,31,-0.021,0.004,0.148
blasso_YeoJohnson,-0.096,-0.624,-0.244,0.098,17,-0.123,-0.041,0.008
h2oAutoml_asis,-0.064,-0.243,-0.243,0.032,5,-0.243,-0.188,-0.078
parRF_all,-0.092,-0.24,-0.24,-0.24,1,-0.24,-0.24,-0.24
lars_asis,-0.156,-1.608,-0.236,0.228,20,-0.028,0.078,0.16
lasso_asis,-0.156,-1.608,-0.236,0.228,20,-0.028,0.078,0.16
treebag_all,-0.089,-0.232,-0.232,-0.232,1,-0.232,-0.232,-0.232
null_quantile,-0.107,-0.478,-0.232,0,31,-0.178,-0.156,-0.106
M5_quantile,-0.183,-2.258,-0.231,0.441,31,0.097,0.233,0.285
ranger_all,-0.088,-0.23,-0.23,-0.23,1,-0.23,-0.23,-0.23
enet_asis,-0.134,-1.918,-0.23,0.595,20,-0.023,0.042,0.166
elm_range01,-0.201,-1.896,-0.228,0.41,23,-0.055,0.048,0.249
bagEarthGCV_YeoJohnson,-0.129,-1.997,-0.227,0.705,19,0.137,0.328,0.444
blassoAveraged_YeoJohnson,-0.086,-0.649,-0.226,0.091,17,-0.093,-0.009,0.031
gaussprRadial_all,-0.086,-0.225,-0.225,-0.225,1,-0.225,-0.225,-0.225
blasso_asis,-0.101,-0.616,-0.224,0.067,20,-0.07,-0.052,-0.001
earth_YeoJohnson,-0.085,-0.678,-0.224,0.568,19,-0.044,0.093,0.236
ctree_quantile,-0.117,-1.852,-0.224,0.371,32,0.002,0.094,0.212
BstLm_asis,-0.175,-2.754,-0.223,0.322,20,-0.041,0.073,0.263
ridge_asis,-0.113,-0.932,-0.223,0.64,20,0.03,0.112,0.215
rvmRadial_range01,-0.084,-1.188,-0.223,0.54,22,-0.05,0.157,0.291
krlsPoly_quantile,-0.104,-0.465,-0.222,0.003,32,-0.168,-0.147,-0.101
rpart2_YeoJohnson,-0.188,-2.577,-0.218,0.29,19,-0.003,0.131,0.254
svmLinear2_YeoJohnson,-0.267,-3.07,-0.218,0.878,19,0.215,0.499,0.768
lars_YeoJohnson,-0.084,-0.552,-0.216,0.233,19,-0.062,-0.003,0.134
ctree_range01,-0.086,-0.882,-0.214,0.371,18,0.109,0.181,0.309
ctree2_range01,-0.096,-0.882,-0.214,0.371,18,0.145,0.181,0.309
krlsPoly_asis,-0.097,-0.43,-0.212,-0.047,20,-0.155,-0.1,-0.059
SL.loess_range01,-0.08,-0.209,-0.209,-0.209,1,-0.209,-0.209,-0.209
svmRadialSigma_YeoJohnson,-0.102,-1.285,-0.207,0.64,19,0.021,0.147,0.396
earth_range01,-0.124,-1.291,-0.206,0.41,23,-0.101,0.057,0.161
glmboost_quantile,-0.121,-1.93,-0.206,0.59,32,0.061,0.284,0.416
ctree_YeoJohnson,-0.083,-0.882,-0.205,0.371,19,0.075,0.172,0.309
ctree2_YeoJohnson,-0.085,-0.882,-0.205,0.371,19,0.138,0.231,0.309
svmLinear_range01,-0.242,-2.713,-0.203,0.905,22,0.234,0.379,0.573
spikeslab_quantile,-0.118,-2.337,-0.2,0.574,28,0.263,0.332,0.444
foba_YeoJohnson,-0.126,-1.785,-0.199,0.416,19,-0.088,-0.06,0.159
icr_asis,-0.08,-0.667,-0.199,0.36,20,-0.089,0.003,0.059
knn_YeoJohnson,-0.07,-0.47,-0.198,0.247,19,-0.081,-0.028,0.101
plsRglm_YeoJohnson,-0.171,-1.663,-0.197,0.418,19,-0.066,0.097,0.273
svmRadialSigma_range01,-0.14,-1.342,-0.197,0.567,22,0.166,0.189,0.283
msaenet_YeoJohnson,-0.078,-0.817,-0.197,0.401,19,0.046,0.19,0.283
spls_asis,-0.298,-6.608,-0.196,0.41,20,-0.064,0.099,0.165
glmboost_asis,-0.192,-2.172,-0.196,0.365,20,0.035,0.213,0.291
kernelpls_quantile,-0.249,-5.694,-0.195,0.665,32,-0.016,0.145,0.337
bagEarth_asis,-0.094,-1.274,-0.195,0.472,20,0.152,0.207,0.336
extraTrees_all,-0.074,-0.193,-0.193,-0.193,1,-0.193,-0.193,-0.193
RRFglobal_all,-0.074,-0.193,-0.193,-0.193,1,-0.193,-0.193,-0.193
krlsPoly_range01,-0.103,-0.422,-0.193,0.041,23,-0.166,-0.126,-0.112
bridge_asis,-0.11,-0.605,-0.193,0.104,20,-0.107,-0.071,-0.007
blassoAveraged_asis,-0.096,-0.643,-0.192,0.075,20,-0.052,-0.033,-0.013
kernelpls_all,-0.073,-0.191,-0.191,-0.191,1,-0.191,-0.191,-0.191
simpls_all,-0.073,-0.191,-0.191,-0.191,1,-0.191,-0.191,-0.191
widekernelpls_all,-0.073,-0.191,-0.191,-0.191,1,-0.191,-0.191,-0.191
lars2_quantile,-0.109,-2.018,-0.191,0.732,31,0.051,0.295,0.383
glmnet_YeoJohnson,-0.12,-1.11,-0.19,0.705,19,-0.019,0.144,0.263
bagEarthGCV_range01,-0.174,-3.125,-0.189,0.741,23,0.059,0.196,0.461
RRF_all,-0.072,-0.188,-0.188,-0.188,1,-0.188,-0.188,-0.188
svmRadial_YeoJohnson,-0.09,-1.153,-0.185,0.504,19,-0.015,0.079,0.284
BstLm_range01,-0.092,-1.07,-0.183,0.32,21,-0.069,0.005,0.218
krlsPoly_YeoJohnson,-0.101,-0.427,-0.182,0.032,19,-0.151,-0.125,-0.108
xgbLinear_range01,-0.104,-1.156,-0.182,0.507,14,0.088,0.105,0.238
svmPoly_range01,-0.1,-1.963,-0.181,0.729,22,0.182,0.358,0.488
M5_asis,-0.119,-1.229,-0.179,0.699,20,0.073,0.417,0.564
WM_quantile,-0.074,-1.764,-0.178,1,31,0.217,0.298,0.435
svmPoly_all,-0.067,-0.175,-0.175,-0.175,1,-0.175,-0.175,-0.175
rvmPoly_YeoJohnson,-0.017,-0.73,-0.175,0.824,19,0.122,0.196,0.454
BstLm_YeoJohnson,-0.077,-0.6,-0.172,0.291,19,-0.007,0.074,0.187
knn_quantile,-0.046,-1.007,-0.171,0.867,32,0.058,0.212,0.488
gaussprRadial_range01,-0.054,-0.629,-0.17,0.328,23,0.067,0.13,0.183
leapBackward_quantile,-0.141,-2.598,-0.17,1,31,0.103,0.299,0.46
gamboost_quantile,-0.04,-1.187,-0.17,0.823,32,0.272,0.416,0.668
bayesglm_YeoJohnson,-0.336,-3.356,-0.17,1,19,0.135,0.473,0.687
BstLm_quantile,-0.099,-1.979,-0.166,0.807,32,0.052,0.393,0.469
cubist_quantile,-0.086,-1.552,-0.156,1,32,0.002,0.264,0.64
xgbTree_range01,-0.076,-1.305,-0.153,0.264,14,-0.057,-0.011,0.178
krlsRadial_range01,-0.065,-1.598,-0.149,0.73,23,0.178,0.213,0.432
svmLinear3_range01,-0.025,-0.923,-0.149,0.827,14,0.143,0.375,0.555
kknn_range01,-0.057,-0.683,-0.148,0.558,18,0.05,0.196,0.336
ctree2_asis,-0.118,-1.354,-0.148,0.389,20,0,0.208,0.313
bartMachine_range01,-0.062,-1.326,-0.148,0.353,23,0.156,0.209,0.271
svmLinear2_quantile,-0.145,-3.25,-0.148,1,31,0.242,0.325,0.532
bagEarth_YeoJohnson,-0.077,-1.026,-0.147,0.642,19,0.098,0.218,0.315
glmnet_asis,-0.149,-1.556,-0.146,0.351,20,-0.018,0.15,0.196
xgbDART_asis,-0.063,-1.04,-0.143,0.612,15,0.098,0.219,0.278
lasso_range01,-0.077,-0.784,-0.139,0.306,23,-0.027,0.023,0.065
spls_quantile,-0.216,-4.89,-0.139,0.791,31,0.05,0.14,0.452
gbm_range01,-0.12,-2.167,-0.138,0.758,21,0.022,0.154,0.586
