name,mean,min,median,max,count,70%,80%,90%
msaenet,-0.177,-2.702,-0.252,0.825,59,0.055,0.269,0.37
null,-0.116,-0.478,-0.251,0,94,-0.187,-0.157,-0.107
earth,-0.135,-2.143,-0.247,0.935,95,-0.092,0.129,0.262
h2oAutoml,-0.064,-0.243,-0.243,0.032,5,-0.243,-0.188,-0.078
kernelpls,-0.529,-7.407,-0.234,0.927,95,0.01,0.202,0.482
rvmRadial,-0.108,-1.496,-0.232,0.54,61,-0.07,0.067,0.27
widekernelpls,-0.619,-8.929,-0.219,0.961,93,0.103,0.244,0.431
lars,-0.127,-7.833,-0.216,0.867,94,-0.007,0.145,0.271
krlsPoly,-0.103,-0.475,-0.214,0.041,95,-0.166,-0.127,-0.099
ctree2,-0.122,-1.667,-0.214,0.389,90,0.006,0.162,0.306
SL.loess,-0.08,-0.209,-0.209,-0.209,1,-0.209,-0.209,-0.209
xgbDART,-0.115,-1.564,-0.209,0.677,60,0,0.116,0.223
plsRglm,-0.16,-2.668,-0.194,0.849,90,0.021,0.159,0.278
BstLm,-0.11,-2.754,-0.19,0.807,93,0.002,0.16,0.315
glmboost,-0.125,-2.172,-0.19,0.606,94,0.068,0.225,0.345
pcr,-0.064,-1.556,-0.184,0.719,94,0.005,0.15,0.306
ctree,-0.098,-1.852,-0.175,0.389,90,0.034,0.194,0.309
lasso,-0.134,-7.833,-0.169,0.837,94,-0.018,0.101,0.258
bridge,-0.09,-1.527,-0.166,0.356,70,-0.048,-0.007,0.069
bagEarthGCV,-0.126,-3.125,-0.164,0.741,96,0.049,0.221,0.487
glmnet,-0.118,-1.862,-0.163,0.732,95,0.021,0.15,0.302
xgbTree,-0.092,-2.216,-0.158,0.754,61,0.084,0.253,0.426
knn,-0.045,-1.057,-0.152,0.867,95,0.095,0.21,0.401
svmLinear2,-0.219,-4.532,-0.142,1,93,0.254,0.417,0.725
cubist,-0.115,-1.552,-0.138,1,90,0.083,0.225,0.434
blasso,-0.089,-0.969,-0.136,0.186,70,-0.058,-0.036,0.018
enet,-0.072,-1.918,-0.133,0.825,95,0.114,0.259,0.448
icr,-0.102,-7.833,-0.128,0.549,93,0.004,0.048,0.173
blassoAveraged,-0.086,-0.898,-0.127,0.186,70,-0.06,-0.022,0.012
rvmPoly,-0.029,-1.175,-0.124,0.824,61,0.155,0.268,0.501
SL.extraTrees,-0.047,-0.123,-0.123,-0.123,1,-0.123,-0.123,-0.123
bagEarth,-0.075,-2.263,-0.112,0.642,96,0.165,0.233,0.339
ridge,-0.079,-6.951,-0.094,0.92,93,0.212,0.349,0.514
svmRadial,-0.049,-2.193,-0.08,0.758,61,0.077,0.243,0.375
gaussprRadial,-0.03,-0.836,-0.073,0.675,62,0.102,0.143,0.226
krlsRadial,-0.048,-2.031,-0.068,0.76,94,0.142,0.215,0.339
xgbLinear,-0.103,-2.644,-0.062,1,61,0.087,0.296,0.537
SL.svm,-0.023,-0.06,-0.06,-0.06,1,-0.06,-0.06,-0.06
gbm,-0.098,-2.167,-0.059,0.93,93,0.17,0.266,0.519
rf,-0.022,-0.762,-0.049,0.645,93,0.173,0.201,0.324
RRF,-0.02,-0.771,-0.045,0.705,76,0.153,0.212,0.3
svmRadialSigma,-0.075,-1.342,-0.044,0.716,61,0.182,0.243,0.45
ranger,-0.017,-1.023,-0.042,0.629,89,0.135,0.198,0.313
parRF,-0.024,-1.021,-0.037,0.61,94,0.141,0.259,0.31
cforest,-0.024,-0.922,-0.029,0.658,90,0.117,0.181,0.307
Rborist,-0.024,-0.992,-0.022,0.67,76,0.103,0.182,0.307
RRFglobal,-0.02,-0.702,-0.016,0.678,76,0.137,0.194,0.323
SBC,-0.069,-2.872,-0.016,1,93,0.387,0.48,0.772
svmLinear3,-0.067,-2.087,-0.011,0.827,82,0.124,0.217,0.449
svmRadialCost,-0.002,-1.026,-0.011,0.889,61,0.183,0.268,0.413
SL.gam,-0.003,-0.008,-0.008,-0.008,1,-0.008,-0.008,-0.008
gaussprPoly,-0.047,-1.415,-0.007,1,62,0.162,0.308,0.443
svmPoly,-0.028,-1.963,-0.006,1,61,0.237,0.381,0.506
treebag,-0.025,-0.905,0.026,0.751,93,0.155,0.219,0.38
extraTrees,-0.01,-0.882,0.027,0.828,95,0.197,0.3,0.411
kknn,0.004,-1.439,0.029,0.957,88,0.312,0.397,0.558
h2oAutoml 1,0.011,0.032,0.032,0.032,2,0.032,0.032,0.032
h2oAutoml 10,0.011,0.032,0.032,0.032,1,0.032,0.032,0.032
bartMachine,-0.029,-1.867,0.04,1,96,0.202,0.257,0.347
SL.kernelKnn,0.025,0.065,0.065,0.065,1,0.065,0.065,0.065
SL.ksvm,0.03,0.078,0.078,0.078,1,0.078,0.078,0.078
xyf,-0.03,-2.175,0.091,0.937,38,0.506,0.64,0.735
SL.bayesglm,0.156,0.407,0.407,0.407,1,0.407,0.407,0.407
TPOT,0.163,0.023,0.431,0.912,8,0.433,0.598,0.769
SL.ridge,0.209,0.546,0.546,0.546,1,0.546,0.546,0.546
TPOT 4,0.205,0.599,0.599,0.599,1,0.599,0.599,0.599
SL.step.forward,0.234,0.611,0.611,0.611,1,0.611,0.611,0.611
