0.335,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNet,8,1,basic latent features,ignore,none,asis,1.12784979099243,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744822639878,FALSE,,,,,,,,,,
Fail,Fail,Fail,Fail,Fail,Wed Aug 02 16:37:26 2017,bag,8,1,basic latent features,ignore,none,asis,1

-0.011,-0.005,0.092,0.815,0.567,Sat Aug 05 11:54:15 2017,BstLm,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,233,366,adaptive_cv,32,8,5,4,20,0.0830515426881611
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 12:58:43 2017,glm,8,1,polynomial C1 t C2,ignore,none,range01,3
-0.063,-0.07,0.085,0.868,0.596,Sat Aug 05 12:58:47 2017,glm.nb,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,256,4,adaptive_cv,32,8,5,4,identity
-0.012,-0.013,0.114,0.821,0.567,Sat Aug 05 12:59:03 2017,glmboost,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,257,15,adaptive_cv,32,8,5,4,2,no
0,0,0.108,0.811,0.561,Sat Aug 05 12:59:19 2017,glmnet,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,258,14,adaptive_cv,32,8,5,4,0.814387725433335,4.70802589738259
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:05:31 2017,glmnet_h2o,8,1,polynomial C1 t C2,ignore,none,range01,370
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:05:42 2017,glmStepAIC,8,1,polynomial C1 t C2,ignore,none,range01,11
-0.017,-0.025,0.093,0.832,0.57,Sat Aug 05 13:06:16 2017,icr,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,261,32,adaptive_cv,32,8,5,4,1
-0.061,-0.067,0.072,0.866,0.595,Sat Aug 05 13:06:21 2017,kernelpls,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,262,5,adaptive_cv,32,8,5,4,1
0.192,0.199,0.068,0.65,0.453,Sat Aug 05 13:09:07 2017,kknn,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,263,166,adaptive_cv,32,8,5,4,35,1.84920597751625,triweight
0.07,0.115,0.079,0.718,0.522,Sat Aug 05 13:09:30 2017,knn,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,264,23,adaptive_cv,32,8,5,4,6
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:09:42 2017,krlsPoly,8,1,polynomial C1 t C2,ignore,none,range01,11
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:09:52 2017,krlsRadial,8,1,polynomial C1 t C2,ignore,none,range01,10
-0.002,-0.002,0.09,0.813,0.562,Sat Aug 05 13:10:09 2017,lars,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,267,17,adaptive_cv,32,8,5,4,0.0148714499082416
0,0,0.101,0.811,0.561,Sat Aug 05 13:10:14 2017,lars2,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,268,5,adaptive_cv,32,8,5,4,1
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:10:19 2017,lasso,8,1,polynomial C1 t C2,ignore,none,range01,5
-0.071,-0.081,0.097,0.877,0.601,Sat Aug 05 13:10:31 2017,leapBackward,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,270,11,adaptive_cv,32,8,5,4,2
-0.071,-0.081,0.102,0.877,0.601,Sat Aug 05 13:10:39 2017,leapForward,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,271,8,adaptive_cv,32,8,5,4,2
-0.071,-0.081,0.094,0.877,0.601,Sat Aug 05 13:10:57 2017,leapSeq,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,272,18,adaptive_cv,32,8,5,4,2
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:11:02 2017,lm,8,1,polynomial C1 t C2,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:11:10 2017,lmStepAIC,8,1,polynomial C1 t C2,ignore,none,range01,7
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:11:22 2017,logicBag,8,1,polynomial C1 t C2,ignore,none,range01,11
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:11:36 2017,logreg,8,1,polynomial C1 t C2,ignore,none,range01,13
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:11:41 2017,M5,8,1,polynomial C1 t C2,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:11:43 2017,M5Rules,8,1,polynomial C1 t C2,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:12:30 2017,msaenet,8,1,polynomial C1 t C2,ignore,none,range01,47
0.656,0.703,0.028,0.241,0.193,Sat Aug 05 13:23:07 2017,neuralnet,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,280,634,adaptive_cv,32,8,5,4,12,18,20
0.801,0.793,0.015,0.168,0.112,Sat Aug 05 13:27:25 2017,nnet,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,281,258,adaptive_cv,32,8,5,4,17,0.0000170916820924357
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:27:30 2017,nnls,8,1,polynomial C1 t C2,ignore,none,range01,4
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:27:35 2017,ordinalNet,8,1,polynomial C1 t C2,ignore,none,range01,5
0.479,0.252,0.091,0.607,0.292,Sat Aug 05 13:29:02 2017,parRF,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,284,87,adaptive_cv,32,8,5,4,9
0.889,0.856,0.015,0.117,0.062,Sat Aug 05 13:31:08 2017,pcaNNet,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,285,125,adaptive_cv,32,8,5,4,10,0.0000440664900520247
-0.001,0,0.092,0.811,0.561,Sat Aug 05 13:31:26 2017,pcr,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,286,16,adaptive_cv,32,8,5,4,1
Fail,Fail,Fail,Fail,PackageFail,Sat Aug 05 13:31:45 2017,pls,8,1,polynomial C1 t C2,ignore,none,range01,35
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:32:39 2017,plsRglm,8,1,polynomial C1 t C2,ignore,none,range01,43
0.907,0.918,0.024,0.067,0.052,Sat Aug 05 13:39:55 2017,ppr,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,289,436,adaptive_cv,32,8,5,4,8
Fail,Fail,Fail,Fail,PackageFail,Sat Aug 05 13:40:24 2017,pythonKnnReg,8,1,polynomial C1 t C2,ignore,none,range01,464
-0.292,-0.544,0.126,1.253,0.725,Sat Aug 05 13:45:15 2017,qrf,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,291,289,adaptive_cv,32,8,5,4,9
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:45:54 2017,qrnn,8,1,polynomial C1 t C2,ignore,none,range01,38
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:45:57 2017,randomGLM,8,1,polynomial C1 t C2,ignore,none,range01,2
0.462,0.232,0.064,0.623,0.302,Sat Aug 05 13:46:29 2017,ranger,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,294,32,adaptive_cv,32,8,5,4,9
0.489,0.27,0.069,0.592,0.287,Sat Aug 05 13:48:45 2017,Rborist,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,295,131,adaptive_cv,32,8,5,4,8
-2.187,-1.951,0.509,2.394,1.788,Sat Aug 05 13:49:48 2017,relaxo,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,296,60,adaptive_cv,32,8,5,4,54.1612461925826,0.181266836822033
0.482,0.237,0.079,0.619,0.291,Sat Aug 05 13:51:57 2017,rf,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,297,127,adaptive_cv,32,8,5,4,9
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:52:11 2017,ridge,8,1,polynomial C1 t C2,ignore,none,range01,13
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:52:23 2017,rlm,8,1,polynomial C1 t C2,ignore,none,range01,10
0.214,0.016,0.093,0.798,0.441,Sat Aug 05 13:53:11 2017,rpart,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,300,48,adaptive_cv,32,8,5,4,0.00485858300598659
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 13:53:17 2017,rpart1SE,8,1,polynomial C1 t C2,ignore,none,range01,4
0.214,0.016,0.092,0.798,0.441,Sat Aug 05 13:54:00 2017,rpart2,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,302,42,adaptive_cv,32,8,5,4,12
0.005,-0.001,0.092,0.812,0.558,Sat Aug 05 13:54:57 2017,rqlasso,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,303,56,adaptive_cv,32,8,5,4,9.49727743644225
0.005,-0.001,0.093,0.812,0.558,Sat Aug 05 13:56:41 2017,rqnc,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,304,101,adaptive_cv,32,8,5,4,6.45180892629586,MCP
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 14:20:27 2017,RRF,8,1,polynomial C1 t C2,ignore,none,range01,1426
0.469,0.241,0.076,0.616,0.298,Sat Aug 05 14:26:19 2017,RRFglobal,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,306,350,adaptive_cv,32,8,5,4,9,0.412741160718724
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 14:26:35 2017,rvmLinear,8,1,polynomial C1 t C2,ignore,none,range01,16
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 14:52:23 2017,rvmPoly,8,1,polynomial C1 t C2,ignore,none,range01,1548
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:33:27 2017,rvmRadial,8,1,polynomial C1 t C2,ignore,none,range01,2462
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:34:54 2017,SBC,8,1,polynomial C1 t C2,ignore,none,range01,24
-0.067,-0.075,0.097,0.872,0.599,Sat Aug 05 15:35:43 2017,simpls,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,311,49,adaptive_cv,32,8,5,4,8
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:39:00 2017,spikeslab,8,1,polynomial C1 t C2,ignore,none,range01,197
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:39:47 2017,spls,8,1,polynomial C1 t C2,ignore,none,range01,20
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:40:01 2017,superpc,8,1,polynomial C1 t C2,ignore,none,range01,12
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:40:05 2017,svmBoundrangeString,8,1,polynomial C1 t C2,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:40:54 2017,svmExpoString,8,1,polynomial C1 t C2,ignore,none,range01,46
NA,NA,0.097,NA,NA,Sat Aug 05 15:42:18 2017,svmLinear,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,317,74,adaptive_cv,32,8,5,4,0.032874394112627
-0.054,-0.002,0.093,0.813,0.591,Sat Aug 05 15:43:33 2017,svmLinear2,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,318,66,adaptive_cv,32,8,5,4,0.045192282892989
-3.811,-2.546,0.248,2.877,2.698,Sat Aug 05 15:46:24 2017,svmLinear3,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,319,61,adaptive_cv,32,8,5,4,0.171894513579445,L1
NA,NA,0.066,NA,NA,Sat Aug 05 15:47:49 2017,svmPoly,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,320,47,adaptive_cv,32,8,5,4,3,0.647428271510305,2.04099999774909
NA,NA,0.07,NA,NA,Sat Aug 05 15:49:36 2017,svmRadial,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,321,105,adaptive_cv,32,8,5,4,0.531198688873497,122.404791050476
NA,NA,0.078,NA,NA,Sat Aug 05 15:51:34 2017,svmRadialCost,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,322,115,adaptive_cv,32,8,5,4,70.0474626840627
NA,NA,0.068,NA,NA,Sat Aug 05 15:52:07 2017,svmRadialSigma,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,323,33,adaptive_cv,32,8,5,4,0.461659215495042,487.841111445825
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:52:17 2017,svmSpectrumString,8,1,polynomial C1 t C2,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:52:39 2017,treebag,8,1,polynomial C1 t C2,ignore,none,range01,20
-0.067,-0.075,0.096,0.872,0.599,Sat Aug 05 15:54:30 2017,widekernelpls,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,326,111,adaptive_cv,32,8,5,4,6
Fail,Fail,Fail,Fail,Fail,Sat Aug 05 15:57:32 2017,WM,8,1,polynomial C1 t C2,ignore,none,range01,181
0.643,0.542,0.063,0.371,0.2,Sat Aug 05 16:04:23 2017,xgbLinear,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,328,410,adaptive_cv,32,8,5,4,70,0.381178403419482,0.000575345526675889,2.68280007108115
0.151,0.128,0.077,0.708,0.476,Sun Aug 06 00:21:39 2017,xgbTree,8,1,polynomial C1 t C2,ignore,none,range01,0.811279835476402,random,329,29834,adaptive_cv,32,8,5,4,406,10,0.0807593868139665,0.0596956699155271,0.493050570785999,18,0.384734627150465
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 00:22:51 2017,xyf,8,1,polynomial C1 t C2,ignore,none,range01,71
0.116,0.111,0.077,4.631,2.252,Sun Aug 06 00:52:29 2017,avNNet,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,331,1770,adaptive_cv,32,8,5,4,13,0.000402669195517932,TRUE
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 00:52:55 2017,bag,8,1,polynomial C1 ^ C2,ignore,none,range01,12
-0.515,-0.553,0.085,NA,NA,Sun Aug 06 01:22:05 2017,bagEarth,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,333,1749,adaptive_cv,32,8,5,4,12,2
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:22:56 2017,bagEarthGCV,8,1,polynomial C1 ^ C2,ignore,none,range01,50
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:23:16 2017,bam,8,1,polynomial C1 ^ C2,ignore,none,range01,18
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:23:23 2017,bartMachine,8,1,polynomial C1 ^ C2,ignore,none,range01,3
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:23:47 2017,bayesglm,8,1,polynomial C1 ^ C2,ignore,none,range01,20
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:24:41 2017,blasso,8,1,polynomial C1 ^ C2,ignore,none,range01,53
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:25:11 2017,blassoAveraged,8,1,polynomial C1 ^ C2,ignore,none,range01,29
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 01:25:47 2017,bridge,8,1,polynomial C1 ^ C2,ignore,none,range01,29
-0.114,0.03,0.095,5.054,2.837,Sun Aug 06 01:36:42 2017,BstLm,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,341,648,adaptive_cv,32,8,5,4,17,0.275032168123871
0.122,0.169,0.075,4.326,2.236,Sun Aug 06 01:39:23 2017,cforest,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,342,159,adaptive_cv,32,8,5,4,9
0.406,0.253,0.089,3.889,1.513,Sun Aug 06 01:41:07 2017,ctree,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,343,100,adaptive_cv,32,8,5,4,0.000409608939662576
0.406,0.253,0.086,3.889,1.513,Sun Aug 06 01:45:59 2017,ctree2,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,344,291,adaptive_cv,32,8,5,4,9,0.171357988379896
0.72,0.616,0.069,1.998,0.714,Sun Aug 06 02:03:41 2017,cubist,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,345,1060,adaptive_cv,32,8,5,4,8,3
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:04:05 2017,DENFIS,8,1,polynomial C1 ^ C2,ignore,none,range01,23
-1.896,-0.511,0.084,7.868,7.379,Sun Aug 06 02:06:03 2017,dnn,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,347,117,adaptive_cv,32,8,5,4,14,3,3,0.0513566972687841,0.0561679139733315
-0.8,-1,0.092,10.413,4.587,Sun Aug 06 02:07:25 2017,earth,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,348,75,adaptive_cv,32,8,5,4,8,2
-0.157,-0.026,0.089,5.345,2.949,Sun Aug 06 02:08:23 2017,elm,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,349,57,adaptive_cv,32,8,5,4,1,tansig
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:08:43 2017,enet,8,1,polynomial C1 ^ C2,ignore,none,range01,17
0.426,0.272,0.075,3.79,1.463,Sun Aug 06 02:25:57 2017,evtree,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,351,1033,adaptive_cv,32,8,5,4,1.19676930550486
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:26:02 2017,extraTrees,8,1,polynomial C1 ^ C2,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:26:28 2017,foba,8,1,polynomial C1 ^ C2,ignore,none,range01,25
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:26:44 2017,gam,8,1,polynomial C1 ^ C2,ignore,none,range01,12
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:27:02 2017,gamboost,8,1,polynomial C1 ^ C2,ignore,none,range01,16
-0.642,-0.166,0.09,NA,NA,Sun Aug 06 02:30:29 2017,gamSpline,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,356,207,adaptive_cv,32,8,5,4,2.09054565289989
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:30:36 2017,gaussprLinear,8,1,polynomial C1 ^ C2,ignore,none,range01,5
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:32:26 2017,gaussprPoly,8,1,polynomial C1 ^ C2,ignore,none,range01,105
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:35:09 2017,gaussprRadial,8,1,polynomial C1 ^ C2,ignore,none,range01,161
-0.278,-0.126,0.068,NA,NA,Sun Aug 06 02:47:15 2017,gbm,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,360,725,adaptive_cv,32,8,5,4,2585,10,0.03814477978996,5
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:54:33 2017,gbm_h2o,8,1,polynomial C1 ^ C2,ignore,none,range01,435
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:54:40 2017,gcvEarth,8,1,polynomial C1 ^ C2,ignore,none,range01,5
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:54:45 2017,glm,8,1,polynomial C1 ^ C2,ignore,none,range01,5
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 02:55:03 2017,glm.nb,8,1,polynomial C1 ^ C2,ignore,none,range01,16
-0.292,0.078,0.093,NA,NA,Sun Aug 06 02:55:37 2017,glmboost,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,365,33,adaptive_cv,32,8,5,4,64,yes
-0.137,-0.004,0.088,5.229,2.898,Sun Aug 06 02:56:43 2017,glmnet,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,366,64,adaptive_cv,32,8,5,4,0.561484072357416,0.054672212534277
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:03:42 2017,glmnet_h2o,8,1,polynomial C1 ^ C2,ignore,none,range01,418
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:04:00 2017,glmStepAIC,8,1,polynomial C1 ^ C2,ignore,none,range01,16
-0.098,0.06,0.089,NA,NA,Sun Aug 06 03:05:26 2017,icr,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,369,84,adaptive_cv,32,8,5,4,2
-0.503,-0.024,0.096,NA,NA,Sun Aug 06 03:05:41 2017,kernelpls,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,370,15,adaptive_cv,32,8,5,4,1
0.404,0.211,0.08,4.11,1.518,Sun Aug 06 03:08:37 2017,kknn,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,371,175,adaptive_cv,32,8,5,4,6,1.66004786943085,inv
0.179,0.038,0.086,5.012,2.093,Sun Aug 06 03:09:42 2017,knn,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,372,63,adaptive_cv,32,8,5,4,16
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:10:03 2017,krlsPoly,8,1,polynomial C1 ^ C2,ignore,none,range01,20
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:10:22 2017,krlsRadial,8,1,polynomial C1 ^ C2,ignore,none,range01,18
-0.109,0.06,0.085,4.894,2.826,Sun Aug 06 03:11:20 2017,lars,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,375,57,adaptive_cv,32,8,5,4,0.192158004036173
-0.183,0.082,0.083,NA,NA,Sun Aug 06 03:11:50 2017,lars2,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,376,29,adaptive_cv,32,8,5,4,4
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:12:03 2017,lasso,8,1,polynomial C1 ^ C2,ignore,none,range01,10
-0.413,0.035,0.094,NA,NA,Sun Aug 06 03:12:55 2017,leapBackward,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,378,51,adaptive_cv,32,8,5,4,3
-0.413,0.035,0.093,NA,NA,Sun Aug 06 03:13:46 2017,leapForward,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,379,49,adaptive_cv,32,8,5,4,3
-0.508,-0.055,0.091,NA,NA,Sun Aug 06 03:14:23 2017,leapSeq,8,1,polynomial C1 ^ C2,ignore,none,range01,5.20772497980431,random,380,37,adaptive_cv,32,8,5,4,2
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:14:25 2017,lm,8,1,polynomial C1 ^ C2,ignore,none,range01,2
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:14:31 2017,lmStepAIC,8,1,polynomial C1 ^ C2,ignore,none,range01,5
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:14:39 2017,logicBag,8,1,polynomial C1 ^ C2,ignore,none,range01,8
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:14:47 2017,logreg,8,1,polynomial C1 ^ C2,ignore,none,range01,8
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:14:49 2017,M5,8,1,polynomial C1 ^ C2,ignore,none,range01,1
Fail,Fail,Fail,Fail,Fail,Sun Aug 06 03:14:50 2017,M5Rules,8,1,polynomial C1 ^ C2,ignore,none,range01,1
