Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:51:33 2017,extraTrees,1,1,basic latent features,ignore,none,range01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 07:52:03 2017,foba,1,1,basic latent features,ignore,none,range01,1.1822702553,random,326,30,adaptive_cv,32,7,5,4,4,1.56998331228264e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:52:10 2017,gam,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.997,range01,0.997,0.001,0.004,0.003,Wed Aug 30 07:54:18 2017,gamboost,1,1,basic latent features,ignore,none,range01,1.1822702553,random,328,128,adaptive_cv,32,7,5,4,959,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 07:55:36 2017,gamSpline,1,1,basic latent features,ignore,none,range01,1.1822702553,random,329,77,adaptive_cv,32,7,5,4,0.7947364473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:55:38 2017,gaussprLinear,1,1,basic latent features,ignore,none,range01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:55:55 2017,gaussprPoly,1,1,basic latent features,ignore,none,range01,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:56:47 2017,gaussprRadial,1,1,basic latent features,ignore,none,range01,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.783,range01,0.786,0.055,0.253,0.212,Wed Aug 30 07:57:23 2017,gbm,1,1,basic latent features,ignore,none,range01,1.1822702553,random,333,36,adaptive_cv,32,7,5,4,489,4,0.1879681967,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:59:46 2017,gbm_h2o,1,1,basic latent features,ignore,none,range01,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:59:49 2017,gcvEarth,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:59:52 2017,glm,1,1,basic latent features,ignore,none,range01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 07:59:59 2017,glm.nb,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:01:22 2017,glmboost,1,1,basic latent features,ignore,none,range01,1.1822702553,random,338,83,adaptive_cv,32,7,5,4,739,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.968,range01,0.969,0.005,0.036,0.031,Wed Aug 30 08:01:50 2017,glmnet,1,1,basic latent features,ignore,none,range01,1.1822702553,random,339,27,adaptive_cv,32,7,5,4,0.5210678375,0.0022197265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:04:12 2017,glmnet_h2o,1,1,basic latent features,ignore,none,range01,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:04:18 2017,glmStepAIC,1,1,basic latent features,ignore,none,range01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:05:25 2017,icr,1,1,basic latent features,ignore,none,range01,1.1822702553,random,342,67,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:05:37 2017,kernelpls,1,1,basic latent features,ignore,none,range01,1.1822702553,random,343,11,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.834,range01,0.779,0.045,0.262,0.162,Wed Aug 30 08:05:58 2017,kknn,1,1,basic latent features,ignore,none,range01,1.1822702553,random,344,21,adaptive_cv,32,7,5,4,7,2.8541103413,triweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.827,range01,0.81,0.054,0.225,0.17,Wed Aug 30 08:06:27 2017,knn,1,1,basic latent features,ignore,none,range01,1.1822702553,random,345,28,adaptive_cv,32,7,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.082,range01,0.036,0.141,1.139,0.899,Wed Aug 30 08:06:38 2017,krlsPoly,1,1,basic latent features,ignore,none,range01,1.1822702553,random,346,11,adaptive_cv,32,7,5,4,0.0009018787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.998,range01,0.998,0.001,0.002,0.002,Wed Aug 30 08:07:03 2017,krlsRadial,1,1,basic latent features,ignore,none,range01,1.1822702553,random,347,25,adaptive_cv,32,7,5,4,4.44003193324303e-05,5465.913340992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:07:10 2017,lars,1,1,basic latent features,ignore,none,range01,1.1822702553,random,348,7,adaptive_cv,32,7,5,4,0.8652179504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:07:16 2017,lars2,1,1,basic latent features,ignore,none,range01,1.1822702553,random,349,6,adaptive_cv,32,7,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:07:26 2017,lasso,1,1,basic latent features,ignore,none,range01,1.1822702553,random,350,9,adaptive_cv,32,7,5,4,0.7489971742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:07:31 2017,leapBackward,1,1,basic latent features,ignore,none,range01,1.1822702553,random,351,5,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:07:38 2017,leapForward,1,1,basic latent features,ignore,none,range01,1.1822702553,random,352,7,adaptive_cv,32,7,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:08:01 2017,leapSeq,1,1,basic latent features,ignore,none,range01,1.1822702553,random,353,22,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:04 2017,lm,1,1,basic latent features,ignore,none,range01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:08 2017,lmStepAIC,1,1,basic latent features,ignore,none,range01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:17 2017,logicBag,1,1,basic latent features,ignore,none,range01,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:25 2017,logreg,1,1,basic latent features,ignore,none,range01,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:26 2017,M5,1,1,basic latent features,ignore,none,range01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:27 2017,M5Rules,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:08:48 2017,msaenet,1,1,basic latent features,ignore,none,range01,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.97,range01,0.942,0.01,0.069,0.03,Wed Aug 30 08:09:39 2017,nnet,1,1,basic latent features,ignore,none,range01,1.1822702553,random,361,50,adaptive_cv,32,7,5,4,7,1.90341745839967e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:09:41 2017,nnls,1,1,basic latent features,ignore,none,range01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 08:09:42 2017,ordinalNet,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899,range01,0.903,0.04,0.115,0.099,Wed Aug 30 08:10:49 2017,parRF,1,1,basic latent features,ignore,none,range01,1.1822702553,random,364,67,adaptive_cv,32,7,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.952,range01,0.94,0.016,0.071,0.047,Wed Aug 30 08:11:48 2017,pcaNNet,1,1,basic latent features,ignore,none,range01,1.1822702553,random,365,58,adaptive_cv,32,7,5,4,13,3.35684174283582e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:12:11 2017,pcr,1,1,basic latent features,ignore,none,range01,1.1822702553,random,366,23,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Wed Aug 30 08:12:25 2017,pls,1,1,basic latent features,ignore,none,range01,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 08:15:58 2017,plsRglm,1,1,basic latent features,ignore,none,range01,1.1822702553,random,368,213,adaptive_cv,32,7,5,4,5,0.0150662113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0.009,0,0,Wed Aug 30 08:17:23 2017,ppr,1,1,basic latent features,ignore,none,range01,1.1822702553,random,369,85,adaptive_cv,32,7,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Wed Aug 30 08:17:30 2017,pythonKnnReg,1,1,basic latent features,ignore,none,range01,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.531,range01,0.559,0.081,0.521,0.459,Wed Aug 30 08:17:52 2017,qrf,1,1,basic latent features,ignore,none,range01,1.1822702553,random,371,22,adaptive_cv,32,7,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Wed Aug 30 18:57:17 2017,pls,1,1,basic latent features,ignore,none,range01,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Wed Aug 30 18:57:35 2017,pythonKnnReg,1,1,basic latent features,ignore,none,range01,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 18:57:47 2017,randomGLM,1,1,basic latent features,ignore,none,range01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879,range01,0.878,0.039,0.128,0.105,Wed Aug 30 18:58:34 2017,ranger,1,1,basic latent features,ignore,none,range01,1.0477331052,random,335,47,adaptive_cv,32,7,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.881,range01,0.87,0.042,0.136,0.102,Wed Aug 30 19:06:54 2017,Rborist,1,1,basic latent features,ignore,none,range01,1.0477331052,random,336,499,adaptive_cv,32,7,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.904,range01,0.921,0.011,0.083,0.083,Wed Aug 30 19:07:07 2017,relaxo,1,1,basic latent features,ignore,none,range01,1.0477331052,random,337,12,adaptive_cv,32,7,5,4,29.6745238342,0.0134212829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.883,range01,0.885,0.039,0.12,0.101,Wed Aug 30 19:08:10 2017,rf,1,1,basic latent features,ignore,none,range01,1.0477331052,random,338,63,adaptive_cv,32,7,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 19:08:36 2017,ridge,1,1,basic latent features,ignore,none,range01,1.0477331052,random,339,25,adaptive_cv,32,7,5,4,4.04074930840081e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 19:09:09 2017,rlm,1,1,basic latent features,ignore,none,range01,1.0477331052,random,340,33,adaptive_cv,32,7,5,4,TRUE,psi.hampel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439,range01,0.463,0.085,0.563,0.483,Wed Aug 30 19:09:19 2017,rpart,1,1,basic latent features,ignore,none,range01,1.0477331052,random,341,10,adaptive_cv,32,7,5,4,0.0082858237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 19:09:27 2017,rpart1SE,1,1,basic latent features,ignore,none,range01,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.439,range01,0.463,0.079,0.563,0.483,Wed Aug 30 19:09:40 2017,rpart2,1,1,basic latent features,ignore,none,range01,1.0477331052,random,343,12,adaptive_cv,32,7,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 19:09:46 2017,rqlasso,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 19:09:52 2017,rqnc,1,1,basic latent features,ignore,none,range01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.889,range01,0.889,0.037,0.116,0.095,Wed Aug 30 19:12:08 2017,RRF,1,1,basic latent features,ignore,none,range01,1.0477331052,random,346,136,adaptive_cv,32,7,5,4,8,0.2338825902,0.931910292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.891,range01,0.886,0.041,0.12,0.094,Wed Aug 30 19:14:20 2017,RRFglobal,1,1,basic latent features,ignore,none,range01,1.0477331052,random,347,132,adaptive_cv,32,7,5,4,6,0.5881890091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 19:14:28 2017,rvmLinear,1,1,basic latent features,ignore,none,range01,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 19:15:48 2017,rvmPoly,1,1,basic latent features,ignore,none,range01,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 19:16:42 2017,rvmRadial,1,1,basic latent features,ignore,none,range01,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 20:38:38 2017,SBC,1,1,basic latent features,ignore,none,range01,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649,range01,0.641,0.051,0.411,0.326,Wed Aug 30 20:46:41 2017,WM,1,1,basic latent features,ignore,none,range01,1.1435855771,random,242,483,adaptive_cv,32,7,5,4,17,GAUSSIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Wed Aug 30 20:49:25 2017,pls,1,1,basic latent features,ignore,none,range01,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Wed Aug 30 20:49:44 2017,pythonKnnReg,1,1,basic latent features,ignore,none,range01,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 20:51:42 2017,simpls,1,1,basic latent features,ignore,none,range01,1.1435855771,random,321,28,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.999,range01,0.999,0,0.001,0.001,Wed Aug 30 20:55:57 2017,spikeslab,1,1,basic latent features,ignore,none,range01,1.1435855771,random,322,254,adaptive_cv,32,7,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 20:56:39 2017,spls,1,1,basic latent features,ignore,none,range01,1.1435855771,random,323,42,adaptive_cv,32,7,5,4,3,0.452153659,0.3831737395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.896,range01,-2.18,0.463,NA,NA,Wed Aug 30 20:56:52 2017,superpc,1,1,basic latent features,ignore,none,range01,1.1435855771,random,324,13,adaptive_cv,32,7,5,4,0.0032179242,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 20:56:59 2017,svmBoundrangeString,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 20:57:06 2017,svmExpoString,1,1,basic latent features,ignore,none,range01,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.008,NA,NA,Wed Aug 30 20:58:19 2017,svmLinear,1,1,basic latent features,ignore,none,range01,1.1435855771,random,327,73,adaptive_cv,32,7,5,4,0.1728191268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.945,range01,0.946,0.009,0.061,0.051,Wed Aug 30 20:58:33 2017,svmLinear2,1,1,basic latent features,ignore,none,range01,1.1435855771,random,328,14,adaptive_cv,32,7,5,4,0.1304313542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.654,range01,0.663,0.05,0.386,0.322,Wed Aug 30 20:59:11 2017,svmLinear3,1,1,basic latent features,ignore,none,range01,1.1435855771,random,329,37,adaptive_cv,32,7,5,4,2.6707591065,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.008,NA,NA,Wed Aug 30 20:59:53 2017,svmPoly,1,1,basic latent features,ignore,none,range01,1.1435855771,random,330,42,adaptive_cv,32,7,5,4,1,0.0148005138,43.2966831557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.015,NA,NA,Wed Aug 30 21:00:09 2017,svmRadial,1,1,basic latent features,ignore,none,range01,1.1435855771,random,331,16,adaptive_cv,32,7,5,4,0.0046093318,8.4025581811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.052,NA,NA,Wed Aug 30 21:00:48 2017,svmRadialCost,1,1,basic latent features,ignore,none,range01,1.1435855771,random,332,38,adaptive_cv,32,7,5,4,328.4658456632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.021,NA,NA,Wed Aug 30 21:01:05 2017,svmRadialSigma,1,1,basic latent features,ignore,none,range01,1.1435855771,random,333,17,adaptive_cv,32,7,5,4,0.0171949973,73.3555444541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 21:01:12 2017,svmSpectrumString,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 21:01:26 2017,treebag,1,1,basic latent features,ignore,none,range01,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Wed Aug 30 21:01:48 2017,widekernelpls,1,1,basic latent features,ignore,none,range01,1.1435855771,random,336,22,adaptive_cv,32,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.804,range01,0.798,0.043,0.231,0.182,Wed Aug 30 21:57:56 2017,xgbLinear,1,1,basic latent features,ignore,none,range01,1.1435855771,random,337,3367,adaptive_cv,32,7,5,4,94,0.0042384129,0.0189308763,1.0744747643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.572,range01,0.569,0.089,0.493,0.398,Wed Aug 30 22:02:46 2017,xgbTree,1,1,basic latent features,ignore,none,range01,1.1435855771,random,338,288,adaptive_cv,32,7,5,4,495,8,0.5683486274,0.1456025243,0.3590756522,7,0.6298585085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Wed Aug 30 22:03:10 2017,xyf,1,1,basic latent features,ignore,none,range01,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.652,asis,0.717,0.422,0.451,0.404,Wed Aug 30 22:42:59 2017,BstLm,1,1,basic latent features,ignore,none,asis,1.5923645154,random,340,2389,adaptive_cv,32,7,5,4,120,0.2125931195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,Fail,Wed Aug 30 22:43:04 2017,M5,1,1,basic latent features,ignore,none,asis,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
