0.469,range01,0.467,-1,0.587,0.45,Mon Oct 16 15:29:13 2017,regr.ctree,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,303,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:29:14 2017,regr.cubist,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,304,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.969,range01,0.968,-1,0.035,0.026,Mon Oct 16 15:29:16 2017,regr.cvglmnet,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,305,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:29:17 2017,regr.earth,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,306,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.783,range01,-0.663,-1,1.832,1.51,Mon Oct 16 15:29:19 2017,regr.elmNN,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,307,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.598,range01,0.604,-1,0.436,0.34,Mon Oct 16 15:29:26 2017,regr.evtree,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,308,6,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.866,range01,0.834,0.042,0.183,0.114,Mon Oct 16 15:30:14 2017,regr.extraTrees,1,1,basic latent features,ignore,none,range01,1.1016668235,random,309,47,cv,32,3,1,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.01,range01,-0.001,-1,1.103,0.855,Mon Oct 16 15:30:15 2017,regr.featureless,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,310,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.669,range01,0.674,-1,0.359,0.28,Mon Oct 16 15:30:17 2017,regr.fnn,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,311,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.698,range01,0.704,-1,0.326,0.256,Mon Oct 16 15:30:21 2017,regr.frbs,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,312,4,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984,range01,0.984,-1,0.018,0.014,Mon Oct 16 15:30:23 2017,regr.gamboost,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,313,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.733,range01,0.612,-1,0.427,0.226,Mon Oct 16 15:30:26 2017,regr.gausspr,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,314,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.776,range01,0.74,0.055,0.287,0.19,Mon Oct 16 15:30:35 2017,regr.gbm,1,1,basic latent features,ignore,none,range01,1.1016668235,random,315,9,cv,32,3,1,5,844,4,0.0751877296,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:30:37 2017,regr.glm,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,316,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Mon Oct 16 15:30:52 2017,regr.glmboost,1,1,basic latent features,ignore,none,range01,1.1016668235,random,317,15,cv,32,3,1,5,536,0.4477823155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.996,range01,0.996,0.001,0.005,0.004,Mon Oct 16 15:31:00 2017,regr.glmnet,1,1,basic latent features,ignore,none,range01,1.1016668235,random,318,8,cv,32,3,1,5,0.3190884392,0.0009850628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.919,range01,0.923,-1,0.085,0.068,Mon Oct 16 15:31:34 2017,regr.h2o.deeplearning,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,319,33,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.764,range01,0.76,-1,0.264,0.2,Mon Oct 16 15:31:40 2017,regr.h2o.gbm,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,320,5,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,-1,NA,NA,Mon Oct 16 15:31:45 2017,regr.h2o.glm,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,321,5,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.783,range01,0.744,-1,0.282,0.184,Mon Oct 16 15:31:50 2017,regr.h2o.randomForest,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,322,5,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:31:50 2017,regr.IBk,1,1,basic latent features,ignore,none,range01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Mon Oct 16 15:32:04 2017,regr.kknn,1,1,basic latent features,ignore,none,range01,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.995,range01,0.991,-1,0.01,0.004,Mon Oct 16 15:32:06 2017,regr.km,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,325,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.923,range01,0.929,0.012,0.079,0.065,Mon Oct 16 15:32:15 2017,regr.ksvm,1,1,basic latent features,ignore,none,range01,1.1016668235,random,326,8,cv,32,3,1,5,37.8234155622,0.0018857735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:32:15 2017,regr.laGP,1,1,basic latent features,ignore,none,range01,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.582,range01,0.594,-1,0.447,0.354,Mon Oct 16 15:32:17 2017,regr.LiblineaRL2L1SVR,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,328,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.389,range01,0.449,-1,0.607,0.518,Mon Oct 16 15:32:18 2017,regr.LiblineaRL2L2SVR,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,329,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:32:20 2017,regr.lm,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,330,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:32:21 2017,regr.mars,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,331,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:32:23 2017,regr.mob,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,332,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.994,range01,0.993,0.001,0.008,0.005,Mon Oct 16 15:32:41 2017,regr.nnet,1,1,basic latent features,ignore,none,range01,1.1016668235,random,333,18,cv,32,3,1,5,17,0.000246832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.773,range01,0.705,-1,0.325,0.192,Mon Oct 16 15:33:07 2017,regr.nodeHarvest,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,334,26,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:33:09 2017,regr.pcr,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,335,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Mon Oct 16 15:33:21 2017,regr.penalized.fusedlasso,1,1,basic latent features,ignore,none,range01,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Mon Oct 16 15:33:34 2017,regr.penalized.lasso,1,1,basic latent features,ignore,none,range01,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Mon Oct 16 15:33:46 2017,regr.penalized.ridge,1,1,basic latent features,ignore,none,range01,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:33:48 2017,regr.plsr,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,339,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.841,range01,0.811,0.057,0.209,0.135,Mon Oct 16 15:34:06 2017,regr.randomForest,1,1,basic latent features,ignore,none,range01,1.1016668235,random,340,18,cv,32,3,1,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.778,range01,0.739,-1,0.287,0.188,Mon Oct 16 15:34:08 2017,regr.randomForestSRC,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,341,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.838,range01,0.812,0.047,0.208,0.137,Mon Oct 16 15:34:33 2017,regr.ranger,1,1,basic latent features,ignore,none,range01,1.1016668235,random,342,24,cv,32,3,1,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.696,range01,0.684,-1,0.348,0.257,Mon Oct 16 15:34:35 2017,regr.rknn,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,343,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.535,range01,0.555,0.092,0.49,0.394,Mon Oct 16 15:34:43 2017,regr.rpart,1,1,basic latent features,ignore,none,range01,1.1016668235,random,344,7,cv,32,3,1,5,0.0086661325,9,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.837,range01,0.808,0.046,0.212,0.138,Mon Oct 16 15:35:03 2017,regr.RRF,1,1,basic latent features,ignore,none,range01,1.1016668235,random,345,19,cv,32,3,1,5,6,0.3524561017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:35:04 2017,regr.rsm,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,346,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.742,range01,0.521,-1,0.528,0.218,Mon Oct 16 15:35:06 2017,regr.rvm,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,347,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,0,0,Mon Oct 16 15:35:08 2017,regr.slim,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,348,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.939,range01,0.938,0.012,0.068,0.051,Mon Oct 16 15:35:16 2017,regr.svm,1,1,basic latent features,ignore,none,range01,1.1016668235,random,349,8,cv,32,3,1,5,4742.6462667145,0.0010247845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.313,range01,0.289,0.148,0.783,0.582,Mon Oct 16 15:39:10 2017,regr.xgboost,1,1,basic latent features,ignore,none,range01,1.1016668235,random,350,233,cv,32,3,1,5,484,9,0.596770183,0.8543265774,0.4089850472,3.81811311,0.9411643263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,-1,NA,NA,Mon Oct 16 15:39:12 2017,regr.xyf,1,1,basic latent features,ignore,none,range01,1.1016668235,nohyperparam,351,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.824,asis,0.834,-1,0.195,0.157,Mon Oct 16 15:39:20 2017,regr.bartMachine,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,352,5,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:39:20 2017,regr.bcart,1,1,basic latent features,ignore,none,asis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,asis,NA,-1,NA,NA,Mon Oct 16 15:39:21 2017,regr.bdk,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,354,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:39:22 2017,regr.bgp,1,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:39:22 2017,regr.bgpllm,1,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.726,asis,0.711,0.425,0.34,0.244,Mon Oct 16 15:42:33 2017,regr.blackboost,1,1,basic latent features,ignore,none,asis,1.1737838002,random,357,191,cv,32,3,1,5,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:42:33 2017,regr.blm,1,1,basic latent features,ignore,none,asis,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.971,asis,0.945,-1,0.065,0.026,Mon Oct 16 15:42:35 2017,regr.brnn,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,359,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.589,asis,0.67,-1,NA,NA,Mon Oct 16 15:42:36 2017,regr.bst,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,360,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:42:36 2017,regr.btgp,1,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:42:37 2017,regr.btgpllm,1,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:42:37 2017,regr.btlm,1,1,basic latent features,ignore,none,asis,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.696,asis,0.577,-1,0.497,0.271,Mon Oct 16 15:42:39 2017,regr.cforest,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,364,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PackageFail,Mon Oct 16 15:42:50 2017,regr.crs,1,1,basic latent features,ignore,none,asis,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.554,asis,0.563,-1,0.513,0.397,Mon Oct 16 15:42:52 2017,regr.ctree,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,366,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.999,asis,0.999,-1,NA,NA,Mon Oct 16 15:42:53 2017,regr.cubist,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,367,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.968,asis,0.967,-1,0.039,0.029,Mon Oct 16 15:42:55 2017,regr.cvglmnet,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,368,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,asis,1,-1,NA,NA,Mon Oct 16 15:42:57 2017,regr.earth,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,369,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.018,asis,-0.055,-1,1.239,0.907,Mon Oct 16 15:42:58 2017,regr.elmNN,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,370,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.501,asis,0.521,-1,0.562,0.444,Mon Oct 16 15:43:04 2017,regr.evtree,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,371,5,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.835,asis,0.81,0.323,0.223,0.147,Mon Oct 16 15:43:52 2017,regr.extraTrees,1,1,basic latent features,ignore,none,asis,1.1737838002,random,372,47,cv,32,3,1,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005,asis,-0.001,-1,1.175,0.887,Mon Oct 16 15:43:53 2017,regr.featureless,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,373,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.748,asis,0.757,-1,0.285,0.225,Mon Oct 16 15:43:54 2017,regr.fnn,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,374,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.717,asis,0.724,-1,0.325,0.252,Mon Oct 16 15:43:59 2017,regr.frbs,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,375,4,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.967,asis,0.969,-1,0.036,0.029,Mon Oct 16 15:44:00 2017,regr.gamboost,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,376,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.712,asis,0.525,-1,0.557,0.257,Mon Oct 16 15:44:02 2017,regr.gausspr,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,377,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.709,asis,0.701,0.447,0.351,0.259,Mon Oct 16 15:44:09 2017,regr.gbm,1,1,basic latent features,ignore,none,asis,1.1737838002,random,378,7,cv,32,3,1,5,205,6,0.2446430745,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,asis,1,-1,NA,NA,Mon Oct 16 15:44:11 2017,regr.glm,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,379,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,asis,1,0,NA,NA,Mon Oct 16 15:44:25 2017,regr.glmboost,1,1,basic latent features,ignore,none,asis,1.1737838002,random,380,14,cv,32,3,1,5,997,0.0961988843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.999,asis,0.999,0.001,0.001,0.001,Mon Oct 16 15:44:32 2017,regr.glmnet,1,1,basic latent features,ignore,none,asis,1.1737838002,random,381,7,cv,32,3,1,5,0.3521378492,0.0014321029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.862,asis,0.869,-1,0.154,0.123,Mon Oct 16 15:44:40 2017,regr.h2o.deeplearning,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,382,8,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.777,asis,0.717,-1,0.332,0.199,Mon Oct 16 15:44:45 2017,regr.h2o.gbm,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,383,4,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,asis,NA,-1,NA,NA,Mon Oct 16 15:44:50 2017,regr.h2o.glm,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,384,4,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.766,asis,0.754,-1,0.288,0.208,Mon Oct 16 15:44:54 2017,regr.h2o.randomForest,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,385,4,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:44:55 2017,regr.IBk,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PackageFail,Mon Oct 16 15:45:06 2017,regr.kknn,1,1,basic latent features,ignore,none,asis,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.997,asis,0.993,-1,0.008,0.003,Mon Oct 16 15:45:08 2017,regr.km,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,388,2,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.945,asis,0.948,0.081,0.061,0.049,Mon Oct 16 15:45:16 2017,regr.ksvm,1,1,basic latent features,ignore,none,asis,1.1737838002,random,389,8,cv,32,3,1,5,760.4808376086,8.39363195251938e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,PrePackageFail,Mon Oct 16 15:45:17 2017,regr.laGP,1,1,basic latent features,ignore,none,asis,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.957,asis,0.958,-1,0.049,0.039,Mon Oct 16 15:45:18 2017,regr.LiblineaRL2L1SVR,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,391,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.941,asis,0.941,-1,0.07,0.053,Mon Oct 16 15:45:20 2017,regr.LiblineaRL2L2SVR,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,392,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,asis,1,-1,NA,NA,Mon Oct 16 15:45:21 2017,regr.lm,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,393,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,asis,1,-1,NA,NA,Mon Oct 16 15:45:22 2017,regr.mars,1,1,basic latent features,ignore,none,asis,1.1737838002,nohyperparam,394,1,cv,32,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
