expirament,task,transTarg,transform,algomodel,hpGen,time,validmethod,tuneLength,cvcount,unmissed,keyMiss,foldCount,keeprunning,l1combu,sqrdcombu
QSlink3,QSlinks115_60,2,PCA,regr.mob,random,1,3,6.2,NA,40,QSlinks115_60PCA2QSlink3,1,TRUE,-3.50463,-3.35363
QSlink3,QSlinks14_55,2,expoTrans,SBC,random,81,cv,3,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.48913,-3.40772
QSlink3,QSlinks14_55,2,expoTrans,cforest,random,20,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.48863,-3.19698
QSlink3,QSlinks14_55,2,expoTrans,parRF,random,13,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.47363,-3.12767
QSlink3,QSlinks14_55Int,2,expoTrans,regr.h2o.glm,random,6,cv,5,5,30,QSlinks14_55IntexpoTrans2QSlink3,1,TRUE,-3.46763,-3.24145
QSlink3,QSlinks14_55,2,expoTrans,gcvEarth,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.44063,-3.10212
QSlink3,QSlinks14_55Int,2,expoTrans,regr.h2o.randomForest,random,7,cv,5,5,30,QSlinks14_55IntexpoTrans2QSlink3,1,TRUE,-3.43663,-3.16109
QSlink3,QSlinks14_55,2,expoTrans,Rborist,random,109,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.42763,-3.13757
QSlink3,QSlinks14_55,2,YeoJohnson,regr.mob,random,1.3333333333333333,cv,5,5,40,QSlinks14_55YeoJohnson2QSlink3,1,TRUE,-3.42213,-3.01022
QSlink3,QSlinks14_55,2,expoTrans,ctree,random,3,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.39563,-3.22355
QSlink3,QSlinks03_95,2,all,regr.h2o.randomForest,random,50.5,cv,5,5,30,QSlinks03_95all2QSlink3,1,TRUE,-3.37863,-2.97134
QSlink3,QSlinks14_55,2,expoTrans,glm.nb,random,2,cv,5,5,20,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.37763,-2.99613
QSlink3,QSlinks115_60,2,YeoJohnson,rqlasso,random,6,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.36063,-3.09876
QSlink3,QSlinks03_95,2,expoTrans,regr.h2o.deeplearning,random,43,nohyperparameters,1,5,16,QSlinks03_95expoTrans2QSlink3,1,TRUE,-3.33663,-2.98222
QSlink3,QSlinks14_55,2,expoTrans,glmboost,random,3,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.33363,-2.9234
QSlink3,QSlinks115_60,2,YeoJohnson,xgbLinear,random,10,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.32613,-2.9913
QSlink3,QSlinks115_60,2,YeoJohnson,ridge,random,3,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.30863,-2.9885100000000002
QSlink3,QSlinks115_60,2,asis,glm.nb,random,4,cv,5,5,20,QSlinks115_60asis2QSlink3,1,TRUE,-3.30263,-2.87598
QSlink3,QSlinks14_55,2,expoTrans,blasso,random,11,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.29463,-2.85411
QSlink3,QSlinks115_60,2,YeoJohnson,rqnc,random,3,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.29163,-3.03034
QSlink3,QSlinks14_55,2,expoTrans,blassoAveraged,random,12,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.28863,-2.84632
QSlink3,QSlinks14_55,2,expoTrans,bagEarthGCV,random,8,cv,5,5,24,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.28463,-2.85487
QSlink3,QSlinks115_60,2,YeoJohnson,enet,random,3,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.28263,-2.92022
QSlink3,QSlinks115_60,2,YeoJohnson,glmStepAIC,random,8,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.27963,-2.9166
QSlink3,QSlinks115_60,2,YeoJohnson,lmStepAIC,random,5,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.27963,-2.9166
QSlink3,QSlinks115_60,2,YeoJohnson,M5,random,22,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.27713,-2.91103
QSlink3,QSlinks115_60,2,YeoJohnson,M5Rules,random,12,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.27113,-2.9215
QSlink3,QSlinks14_55,2,expoTrans,glmnet,random,3,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.25163,-2.79015
QSlink3,QSlinks115_60,2,YeoJohnson,leapForward,random,2,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.25063,-2.8587
QSlink3,QSlinks115_60,2,YeoJohnson,cubist,random,35,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.24313,-2.813
QSlink3,QSlinks14_55,2,expoTrans,bridge,random,10,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.24163,-2.77741
QSlink3,QSlinks14_55,2,expoTrans,gaussprRadial,random,3,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.23763,-2.73064
QSlink3,QSlinks14_55,2,expoTrans,superpc,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.22163,-2.8064
QSlink3,QSlinks14_55,2,expoTrans,treebag,random,3,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.21763,-2.73987
QSlink3,QSlinks115_60,2,YeoJohnson,ranger,random,10,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.21713,-2.79418
QSlink3,QSlinks115_60,2,YeoJohnson,plsRglm,random,22,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.21313,-2.77643
QSlink3,QSlinks115_60,2,YeoJohnson,bagEarth,random,127,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.21313,-2.84797
QSlink3,QSlinks115_60,2,YeoJohnson,xgbTree,random,53,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.21063,-2.80071
QSlink3,QSlinks115_60,2,YeoJohnson,gam,random,452,3,6.1,NA,9,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.19163,-2.77419
QSlink3,QSlinks14_55Int,2,expoTrans,regr.h2o.deeplearning,random,441,nohyperparameters,1,5,16,QSlinks14_55IntexpoTrans2QSlink3,1,TRUE,-3.19013,-2.78185
QSlink3,QSlinks115_60,2,YeoJohnson,extraTrees,random,71,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.18863,-2.77564
QSlink3,QSlinks115_60,2,YeoJohnson,RRFglobal,random,25,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.18613,-2.72039
QSlink3,QSlinks115_60,2,YeoJohnson,bam,random,323,3,6.1,NA,9,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.18013,-2.76762
QSlink3,QSlinks14_55,2,expoTrans,gaussprPoly,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.17663,-2.65539
QSlink3,QSlinks14_55,2,expoTrans,kernelpls,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.17463,-2.67208
QSlink3,QSlinks14_55,2,expoTrans,krlsRadial,random,51,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.16463,-2.63874
QSlink3,QSlinks115_60,2,YeoJohnson,bartMachine,random,897,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.16413,-2.70709
QSlink3,QSlinks115_60,2,YeoJohnson,RRF,random,60,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.15413,-2.68415
QSlink3,QSlinks14_55,2,expoTrans,elm,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.14313,-2.64437
QSlink3,QSlinks14_55,2,all,icr,random,46,3,6.1,NA,11,QSlinks14_55all2QSlink3,1,TRUE,-3.13913,-2.55543
QSlink3,QSlinks115_60,2,YeoJohnson,icr,random,7,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.13063,-2.64591
QSlink3,QSlinks14_55,2,expoTrans,svmPoly,random,3,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.11663,-2.55863
QSlink3,QSlinks115_60,2,YeoJohnson,qrf,random,32,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.11013,-2.60799
QSlink3,QSlinks115_60Int,2,expoTrans,regr.ranger,random,10,cv,5,5,45,QSlinks115_60IntexpoTrans2QSlink3,1,TRUE,-3.10663,-2.71319
QSlink3,QSlinks14_55,2,expoTrans,svmLinear,random,25,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.10363,-2.59198
QSlink3,QSlinks14_55,2,expoTrans,lars,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.09663,-2.48849
QSlink3,QSlinks14_55,2,expoTrans,lasso,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.09663,-2.48849
QSlink3,QSlinks14_55,2,all,lars,random,21,3,6.1,NA,23,QSlinks14_55all2QSlink3,1,TRUE,-3.09213,-2.51851
QSlink3,QSlinks14_55,2,expoTrans,lars2,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.09163,-2.48229
QSlink3,QSlinks14_55,2,expoTrans,simpls,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.09063,-2.50744
QSlink3,QSlinks14_55,2,expoTrans,kknn,random,7,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.08463,-2.54345
QSlink3,QSlinks14_55,2,expoTrans,foba,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.07963,-2.47613
QSlink3,QSlinks14_55,2,expoTrans,rlm,random,2,cv,5,5,21,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.07363,-2.53156
QSlink3,QSlinks14_55,2,expoTrans,msaenet,random,5,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.07163,-2.48534
QSlink3,QSlinks14_55,2,expoTrans,svmRadialCost,random,4,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.06513,-2.41518
QSlink3,QSlinks14_55,2,expoTrans,spls,random,3,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.05863,-2.47
QSlink3,QSlinks14_55,2,expoTrans,glm,random,1,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.05763,-2.46901
QSlink3,QSlinks14_55,2,expoTrans,lm,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.05763,-2.46901
QSlink3,QSlinks14_55,2,expoTrans,gaussprLinear,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.05763,-2.4691
QSlink3,QSlinks14_55,2,all,lasso,random,6,3,6.1,NA,23,QSlinks14_55all2QSlink3,1,TRUE,-3.05513,-2.46311
QSlink3,QSlinks14_55,2,expoTrans,relaxo,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.05363,-2.41953
QSlink3,QSlinks14_55,2,expoTrans,svmLinear2,random,36,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.05363,-2.46358
QSlink3,QSlinks04_90Int,2,all,SL.step.forward,random,781,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,1,TRUE,-3.04863,-2.48066
QSlink3,QSlinks14_55,2,expoTrans,bayesglm,random,3,cv,5,5,24,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.03563,-2.41394
QSlink3,QSlinks03_95,1,centernscale,regr.rknn,random,4,nohyperparameters,1,5,17,QSlinks03_95centernscale1QSlink3,1,TRUE,-3.03213,-2.49809
QSlink3,QSlinks14_55,2,expoTrans,svmRadial,random,4,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.02413,-2.40739
QSlink3,QSlinks14_55,2,expoTrans,svmRadialSigma,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.02413,-2.40739
QSlink3,QSlinks14_55,2,asis,rvmPoly,random,26,3,6.1,NA,20,QSlinks14_55asis2QSlink3,1,TRUE,-3.01763,-2.62016
QSlink3,QSlinks115_60,2,YeoJohnson,spikeslab,random,21,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-3.01463,-2.42269
QSlink3,QSlinks04_90Int,2,expoTrans,SL.step.forward,random,27,nohyperparameters,1,5,66,QSlinks04_90IntexpoTrans2QSlink3,1,TRUE,-3.01263,-2.41719
QSlink3,QSlinks14_55,2,expoTrans,BstLm,random,20,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-3.01063,-2.37551
QSlink3,QSlinks14_55,2,expoTrans,ctree2,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.98363,-2.40795
QSlink3,QSlinks115_60Int,2,expoTrans,regr.h2o.glm,random,36,cv,5,5,30,QSlinks115_60IntexpoTrans2QSlink3,1,TRUE,-2.96913,-2.47471
QSlink3,QSlinks14_55,2,expoTrans,pcaNNet,random,3,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.96863,-2.39275
QSlink3,QSlinks14_55,2,all,glmStepAIC,random,820,3,6.1,NA,11,QSlinks14_55all2QSlink3,1,TRUE,-2.96413,-2.30222
QSlink3,QSlinks115_60Int,2,expoTrans,regr.h2o.randomForest,random,8,cv,5,5,30,QSlinks115_60IntexpoTrans2QSlink3,1,TRUE,-2.95763,-2.45947
QSlink3,QSlinks115_60,2,YeoJohnson,leapBackward,random,2,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-2.94963,-2.32684
QSlink3,QSlinks115_60,2,YeoJohnson,leapSeq,random,2,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-2.94963,-2.32684
QSlink3,QSlinks14_55,2,expoTrans,nnls,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.94463,-2.25099
QSlink3,QSlinks115_60,2,YeoJohnson,gamSpline,random,8,3,6.1,NA,11,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-2.94013,-2.31893
QSlink3,QSlinks14_55,2,expoTrans,avNNet,random,13,cv,5,5,24,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.93763,-2.35553
QSlink3,QSlinks04_90Int,2,asis,SL.stepAIC,random,10,nohyperparameters,1,5,66,QSlinks04_90Intasis2QSlink3,2,TRUE,-2.89917,-2.2358
QSlink3,QSlinks04_90Int,1,centernscale,SL.stepAIC,random,10,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale1QSlink3,2,TRUE,-2.89917,-2.2358
QSlink3,QSlinks04_90Int,2,centernscale,SL.stepAIC,random,9.5,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-2.89917,-2.2358
QSlink3,QSlinks04_90Int,2,YeoJohnson,SL.stepAIC,random,10,nohyperparameters,1,5,66,QSlinks04_90IntYeoJohnson2QSlink3,2,TRUE,-2.89917,-2.2358
QSlink3,QSlinks04_90Int,2,ICA,SL.stepAIC,random,10.5,nohyperparameters,1,5,66,QSlinks04_90IntICA2QSlink3,2,TRUE,-2.89917,-2.2358
QSlink3,QSlinks04_90Int,1,range01,SL.stepAIC,random,10,nohyperparameters,1,5,66,QSlinks04_90Intrange011QSlink3,2,TRUE,-2.89693,-2.23213
QSlink3,QSlinks04_90Int,2,range01,SL.stepAIC,random,10,nohyperparameters,1,5,66,QSlinks04_90Intrange012QSlink3,2,TRUE,-2.89693,-2.23213
QSlink3,QSlinks115_60,2,asis,Rborist,random,120.5,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.87351,-2.14935
QSlink3,QSlinks14_55,2,PCA,regr.h2o.deeplearning,random,20,cv,5,5,16,QSlinks14_55PCA2QSlink3,1,TRUE,-2.84613,-2.13493
QSlink3,QSlinks14_55,2,expoTrans,rpart1SE,random,2,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.83263,-2.26427
QSlink3,QSlinks14_55,2,expoTrans,widekernelpls,random,6,cv,5,5,22,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.80663,-2.14684
QSlink3,QSlinks03_95,2,all,regr.h2o.glm,random,38.5,cv,5,5,30,QSlinks03_95all2QSlink3,1,TRUE,-2.80513,-2.06605
QSlink3,QSlinks115_60,2,YeoJohnson,xgbDART,random,105,3,6.1,NA,10,QSlinks115_60YeoJohnson2QSlink3,1,TRUE,-2.79813,-2.1439
QSlink3,QSlinks04_90Int,2,expoTrans,SL.ridge,random,0,nohyperparameters,1,5,62,QSlinks04_90IntexpoTrans2QSlink3,1,TRUE,-2.74763,-2.09477
QSlink3,QSlinks115_60,2,asis,parRF,random,15,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.68282,-1.85334
QSlink3,QSlinks115_60,2,asis,cforest,random,17.5,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.68095,-1.8597
QSlink3,QSlinks14_55,2,expoTrans,knn,random,2,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.68063,-1.98954
QSlink3,QSlinks115_60,2,asis,rf,random,12.5,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.6731,-1.83357
QSlink3,QSlinks115_60Int,2,quantile,SL.kernelKnn,random,0,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.66979,-1.81823
QSlink3,QSlinks04_90Int,2,expoTrans,SL.bayesglm,random,4,nohyperparameters,1,5,61,QSlinks04_90IntexpoTrans2QSlink3,1,TRUE,-2.66863,-1.97196
QSlink3,QSlinks04_90Int,1,centernscale,SL.polymars,random,2,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale1QSlink3,2,TRUE,-2.66492,-1.81754
QSlink3,QSlinks14_55,2,expoTrans,evtree,random,27,cv,5,5,23,QSlinks14_55expoTrans2QSlink3,1,TRUE,-2.65963,-1.92288
QSlink3,QSlinks115_60,2,asis,BstLm,random,18.5,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.63448,-1.81791
QSlink3,QSlinks04_90Int,1,range01,SL.ranger,random,4.5,nohyperparameters,1,5,66,QSlinks04_90Intrange011QSlink3,2,TRUE,-2.62479,-1.78708
QSlink3,QSlinks04_90Int,2,range01,SL.ranger,random,4.5,nohyperparameters,1,5,66,QSlinks04_90Intrange012QSlink3,2,TRUE,-2.61853,-1.77795
QSlink3,QSlinks115_60Int,2,range01,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60Intrange012QSlink3,2,TRUE,-2.60799,-1.73393
QSlink3,QSlinks04_90Int,2,centernscale,SL.ranger,random,3,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-2.60329,-1.76238
QSlink3,QSlinks115_60,2,asis,relaxo,random,2.5,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.60077,-1.81152
QSlink3,QSlinks04_90Int,2,ICA,SL.ranger,random,3,nohyperparameters,1,5,66,QSlinks04_90IntICA2QSlink3,2,TRUE,-2.59556,-1.76301
QSlink3,QSlinks04_90Int,2,asis,SL.ranger,random,4.5,nohyperparameters,1,5,66,QSlinks04_90Intasis2QSlink3,2,TRUE,-2.59081,-1.74842
QSlink3,QSlinks04_90Int,2,YeoJohnson,SL.ranger,random,3,nohyperparameters,1,5,66,QSlinks04_90IntYeoJohnson2QSlink3,2,TRUE,-2.59081,-1.74842
QSlink3,QSlinks04_90Int,2,quantile,SL.ranger,random,3,nohyperparameters,1,5,66,QSlinks04_90Intquantile2QSlink3,2,TRUE,-2.59067,-1.73828
QSlink3,QSlinks115_60,2,asis,glmnet,random,2.5,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.58013,-1.76972
QSlink3,QSlinks04_90Int,1,centernscale,SL.ranger,random,4,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale1QSlink3,2,TRUE,-2.579,-1.73131
QSlink3,QSlinks115_60,2,asis,kknn,random,6,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.57794,-1.71832
QSlink3,QSlinks115_60Int,1,range01,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60Intrange011QSlink3,2,TRUE,-2.56589,-1.67742
QSlink3,QSlinks04_90Int,2,expoTrans,SL.ranger,random,3,nohyperparameters,1,5,66,QSlinks04_90IntexpoTrans2QSlink3,2,TRUE,-2.55575,-1.70239
QSlink3,QSlinks115_60Int,2,quantile,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60Intquantile2QSlink3,2,TRUE,-2.54676,-1.65185
QSlink3,QSlinks115_60,2,asis,treebag,random,3,cv,5,5,22,QSlinks115_60asis2QSlink3,2,TRUE,-2.54117,-1.732
QSlink3,QSlinks115_60,2,asis,lars2,random,2.5,cv,5,5,23,QSlinks115_60asis2QSlink3,2,TRUE,-2.53971,-1.72449
QSlink3,QSlinks115_60Int,2,asis,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60Intasis2QSlink3,2,TRUE,-2.53616,-1.63895
QSlink3,QSlinks115_60Int,2,YeoJohnson,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60IntYeoJohnson2QSlink3,2,TRUE,-2.53616,-1.63895
QSlink3,QSlinks04_90Int,2,PCA,SL.polymars,random,3,nohyperparameters,1,5,66,QSlinks04_90IntPCA2QSlink3,2,TRUE,-2.5334,-1.69608
QSlink3,QSlinks115_60Int,2,centernscale,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale2QSlink3,2,TRUE,-2.53239,-1.6368
QSlink3,QSlinks115_60Int,2,ICA,SL.ranger,random,2.5,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.52991,-1.64839
QSlink3,QSlinks115_60Int,1,centernscale,SL.ranger,random,2,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.52634,-1.62944
QSlink3,QSlinks115_60Int,1,range01,SL.randomForest,random,8.5,nohyperparameters,1,5,66,QSlinks115_60Intrange011QSlink3,2,TRUE,-2.52355,-1.62766
QSlink3,QSlinks04_90Int,2,all,SL.ranger,random,6.5,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,2,TRUE,-2.51481,-1.65755
QSlink3,QSlinks03_95,1,range01,SL.bartMachine,random,34.5,nohyperparameters,1,5,66,QSlinks03_95range011QSlink3,2,TRUE,-2.51408,-1.65473
QSlink3,QSlinks115_60Int,2,ICA,SL.extraTrees,random,2,nohyperparameters,1,5,66,QSlinks115_60IntICA2QSlink3,2,TRUE,-2.51403,-1.64247
QSlink3,QSlinks115_60Int,1,centernscale,SL.randomForest,random,8.5,nohyperparameters,1,5,66,QSlinks115_60Intcenternscale1QSlink3,2,TRUE,-2.51366,-1.61822
QSlink3,QSlinks04_90Int,2,expoTrans,SL.randomForest,random,31,nohyperparameters,1,5,66,QSlinks04_90IntexpoTrans2QSlink3,2,TRUE,-2.51291,-1.64862
QSlink3,QSlinks04_90Int,2,range01,SL.randomForest,random,30,nohyperparameters,1,5,66,QSlinks04_90Intrange012QSlink3,2,TRUE,-2.51084,-1.65079
QSlink3,QSlinks115_60Int,2,all,SL.extraTrees,random,8,nohyperparameters,1,5,66,QSlinks115_60Intall2QSlink3,2,TRUE,-2.50903,-1.63207
QSlink3,QSlinks03_95,2,ICA,SL.bartMachine,random,35.08333333333333,nohyperparameters,1,5,66,QSlinks03_95ICA2QSlink3,2,TRUE,-2.50867,-1.65932
QSlink3,QSlinks04_90Int,2,centernscale,SL.polymars,random,1,nohyperparameters,1,5,66,QSlinks04_90Intcenternscale2QSlink3,2,TRUE,-2.5078,-1.60963
QSlink3,QSlinks04_90Int,2,all,SL.extraTrees,random,25.5,nohyperparameters,1,5,66,QSlinks04_90Intall2QSlink3,2,TRUE,-2.50249,-1.61841
