1,lcv lhp,1,0,NA,NA,Thu Aug 17 23:29:39 2017,leapForward,1,1,basic latent features,ignore,none,range01,1.2130597097,random,297,2,cv,5,6,1,5,8,,,,,,
1,lcv lhp,1,0,NA,NA,Thu Aug 17 23:29:41 2017,leapSeq,1,1,basic latent features,ignore,none,range01,1.2130597097,random,298,2,cv,5,6,1,5,4,,,,,,
1,lcv lhp,1,-1,NA,NA,Thu Aug 17 23:29:44 2017,lm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,299,2,cv,5,6,1,5,TRUE,,,,,,
1,lcv lhp,1,-1,NA,NA,Thu Aug 17 23:29:48 2017,lmStepAIC,1,1,basic latent features,ignore,none,range01,1.2130597097,random,300,3,cv,5,6,1,5,none,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:51 2017,logicBag,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:55 2017,logreg,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:56 2017,M5,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:57 2017,M5Rules,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:30:03 2017,msaenet,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,
0.938,lcv lhp,0.901,0.015,0.12,0.056,Thu Aug 17 23:30:10 2017,nnet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,306,7,cv,5,6,1,5,18,0.000101354,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:30:13 2017,nnls,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:30:14 2017,ordinalNet,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
0.791,lcv lhp,0.762,0.037,0.288,0.189,Thu Aug 17 23:30:21 2017,parRF,1,1,basic latent features,ignore,none,range01,1.2130597097,random,309,8,cv,5,6,1,5,8,,,,,,
0.959,lcv lhp,0.93,0.015,0.085,0.037,Thu Aug 17 23:30:26 2017,pcaNNet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,310,5,cv,5,6,1,5,3,2.8118331538858e-05,,,,,
1,lcv lhp,1,0,NA,NA,Thu Aug 17 23:30:29 2017,pcr,1,1,basic latent features,ignore,none,range01,1.2130597097,random,311,2,cv,5,6,1,5,4,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,PackageFail,Thu Aug 17 23:30:45 2017,pls,1,1,basic latent features,ignore,none,range01,18,,,,,,,,,,,,,,,
1,lcv lhp,1,0,NA,NA,Thu Aug 17 23:31:09 2017,plsRglm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,313,23,cv,5,6,1,5,8,0.0806231077,,,,,
0.982,lcv lhp,0.935,0.015,0.079,0.016,Thu Aug 17 23:31:12 2017,ppr,1,1,basic latent features,ignore,none,range01,1.2130597097,random,314,3,cv,5,6,1,5,1,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,PackageFail,Thu Aug 17 23:31:29 2017,pythonKnnReg,1,1,basic latent features,ignore,none,range01,20,,,,,,,,,,,,,,,
0.435,lcv lhp,0.54,0.086,0.558,0.508,Thu Aug 17 23:31:51 2017,qrf,1,1,basic latent features,ignore,none,range01,1.2130597097,random,316,22,cv,5,6,1,5,7,,,,,,
1,lcv lhp,1,0,0,0,Thu Aug 17 23:57:56 2017,qrnn,1,1,basic latent features,ignore,none,range01,1.2130597097,random,317,1564,cv,5,6,1,5,1,0,FALSE,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:57:59 2017,randomGLM,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
0.802,lcv lhp,0.774,0.04,0.274,0.178,Thu Aug 17 23:58:07 2017,ranger,1,1,basic latent features,ignore,none,range01,1.2130597097,random,319,7,cv,5,6,1,5,7,,,,,,
0.806,lcv lhp,0.798,0.044,0.245,0.175,Thu Aug 17 23:59:29 2017,Rborist,1,1,basic latent features,ignore,none,range01,1.2130597097,random,320,82,cv,5,6,1,5,6,,,,,,
-5.468,lcv lhp,-3.825,0.492,NA,NA,Thu Aug 17 23:59:33 2017,relaxo,1,1,basic latent features,ignore,none,range01,1.2130597097,random,321,4,cv,5,6,1,5,19.6628372202,0.3109124061,,,,,
0.8,lcv lhp,0.774,0.038,0.274,0.18,Thu Aug 17 23:59:42 2017,rf,1,1,basic latent features,ignore,none,range01,1.2130597097,random,322,8,cv,5,6,1,5,8,,,,,,
1,lcv lhp,1,0,NA,NA,Thu Aug 17 23:59:45 2017,ridge,1,1,basic latent features,ignore,none,range01,1.2130597097,random,323,3,cv,5,6,1,5,1.82453610014185e-05,,,,,,
1,lcv lhp,1,0,NA,NA,Thu Aug 17 23:59:49 2017,rlm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,324,3,cv,5,6,1,5,TRUE,psi.huber,,,,,
0.558,lcv lhp,0.582,0.079,0.507,0.398,Thu Aug 17 23:59:52 2017,rpart,1,1,basic latent features,ignore,none,range01,1.2130597097,random,325,3,cv,5,6,1,5,0,,,,,,
0.558,lcv lhp,0.582,-1,0.507,0.398,Thu Aug 17 23:59:55 2017,rpart1SE,1,1,basic latent features,ignore,none,range01,1.2130597097,random,326,2,cv,5,6,1,5,none,,,,,,
0.558,lcv lhp,0.582,0.075,0.507,0.398,Thu Aug 17 23:59:58 2017,rpart2,1,1,basic latent features,ignore,none,range01,1.2130597097,random,327,3,cv,5,6,1,5,5,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Thu Aug 17 23:59:59 2017,rqlasso,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:01 2017,rqnc,1,1,basic latent features,ignore,none,range01,1,,,,,,,,,,,,,,,
0.812,lcv lhp,0.778,0.037,0.27,0.169,Fri Aug 18 00:00:16 2017,RRF,1,1,basic latent features,ignore,none,range01,1.2130597097,random,330,15,cv,5,6,1,5,7,0.4486580216,0.4581990456,,,,
0.79,lcv lhp,0.766,0.041,0.284,0.189,Fri Aug 18 00:00:26 2017,RRFglobal,1,1,basic latent features,ignore,none,range01,1.2130597097,random,331,9,cv,5,6,1,5,9,0.2637624962,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:31 2017,rvmLinear,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:43 2017,rvmPoly,1,1,basic latent features,ignore,none,range01,11,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:54 2017,rvmRadial,1,1,basic latent features,ignore,none,range01,10,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:02:16 2017,SBC,1,1,basic latent features,ignore,none,range01,83,,,,,,,,,,,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:02:19 2017,simpls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,336,3,cv,5,6,1,5,4,,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:03:14 2017,spikeslab,1,1,basic latent features,ignore,none,range01,1.2130597097,random,337,54,cv,5,6,1,5,7,,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:03:19 2017,spls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,338,4,cv,5,6,1,5,3,0.3264245384,0.275014846,,,,
-3.062,lcv lhp,-2.015,0.464,NA,NA,Fri Aug 18 00:03:22 2017,superpc,1,1,basic latent features,ignore,none,range01,1.2130597097,random,339,3,cv,5,6,1,5,0.2140361366,3,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:03:23 2017,svmBoundrangeString,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:03:23 2017,svmExpoString,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
NA,lcv lhp,NA,0.009,NA,NA,Fri Aug 18 00:03:27 2017,svmLinear,1,1,basic latent features,ignore,none,range01,1.2130597097,random,342,3,cv,5,6,1,5,0.1642907801,,,,,,
0.952,lcv lhp,0.955,0.008,0.055,0.043,Fri Aug 18 00:03:30 2017,svmLinear2,1,1,basic latent features,ignore,none,range01,1.2130597097,random,343,3,cv,5,6,1,5,0.218877016,,,,,,
0.702,lcv lhp,0.712,0.054,0.35,0.268,Fri Aug 18 00:03:34 2017,svmLinear3,1,1,basic latent features,ignore,none,range01,1.2130597097,random,344,3,cv,5,6,1,5,0.7661288277,L2,,,,,
NA,lcv lhp,NA,0.011,NA,NA,Fri Aug 18 00:03:37 2017,svmPoly,1,1,basic latent features,ignore,none,range01,1.2130597097,random,345,3,cv,5,6,1,5,3,0.0126073274,67.2728092006,,,,
NA,lcv lhp,NA,0.017,NA,NA,Fri Aug 18 00:03:41 2017,svmRadial,1,1,basic latent features,ignore,none,range01,1.2130597097,random,346,3,cv,5,6,1,5,0.0120749785,271.5623531127,,,,,
NA,lcv lhp,NA,0.064,NA,NA,Fri Aug 18 00:03:45 2017,svmRadialCost,1,1,basic latent features,ignore,none,range01,1.2130597097,random,347,3,cv,5,6,1,5,252.6146564846,,,,,,
NA,lcv lhp,NA,0.013,NA,NA,Fri Aug 18 00:03:48 2017,svmRadialSigma,1,1,basic latent features,ignore,none,range01,1.2130597097,random,348,3,cv,5,6,1,5,0.0045015372,157.0157732321,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:03:49 2017,svmSpectrumString,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,
0.677,lcv lhp,0.648,-1,0.426,0.291,Fri Aug 18 00:03:56 2017,treebag,1,1,basic latent features,ignore,none,range01,1.2130597097,random,350,7,cv,5,6,1,5,none,,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:04:00 2017,widekernelpls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,351,3,cv,5,6,1,5,6,,,,,,
0.645,lcv lhp,0.667,0.065,0.404,0.32,Fri Aug 18 00:05:01 2017,WM,1,1,basic latent features,ignore,none,range01,1.2130597097,random,352,61,cv,5,6,1,5,13,GAUSSIAN,,,,,
0.808,lcv lhp,0.823,0.039,0.215,0.173,Fri Aug 18 00:05:11 2017,xgbLinear,1,1,basic latent features,ignore,none,range01,1.2130597097,random,353,10,cv,5,6,1,5,95,0.402288339,0.0014485801,1.2853649736,,,
0.012,lcv lhp,-0.001,0.16,1.215,0.89,Fri Aug 18 00:05:53 2017,xgbTree,1,1,basic latent features,ignore,none,range01,1.2130597097,random,354,41,cv,5,6,1,5,140,7,0.2613876653,2.9208129598,0.4048373959,10,0.3224704943
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:05:58 2017,xyf,1,1,basic latent features,ignore,none,range01,4,,,,,,,,,,,,,,,
0.22,lcv lhp,-0.028,1.238,1.191,0.723,Fri Aug 18 00:06:14 2017,avNNet,1,1,basic latent features,ignore,none,asis,1.1584798041,random,356,16,cv,5,6,1,5,15,0.0212059733,FALSE,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:06:18 2017,bag,1,1,basic latent features,ignore,none,asis,3,,,,,,,,,,,,,,,
0.996,lcv lhp,0.995,0.009,0.005,0.004,Fri Aug 18 00:06:54 2017,bagEarth,1,1,basic latent features,ignore,none,asis,1.1584798041,random,358,36,cv,5,6,1,5,7,1,,,,,
0.995,lcv lhp,0.994,-1,0.006,0.005,Fri Aug 18 00:07:08 2017,bagEarthGCV,1,1,basic latent features,ignore,none,asis,1.1584798041,random,359,14,cv,5,6,1,5,1,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:07:13 2017,bam,1,1,basic latent features,ignore,none,asis,5,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:07:14 2017,bartMachine,1,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,
1,lcv lhp,1,-1,NA,NA,Fri Aug 18 00:07:17 2017,bayesglm,1,1,basic latent features,ignore,none,asis,1.1584798041,random,362,3,cv,5,6,1,5,none,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:07:21 2017,blasso,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:07:26 2017,blassoAveraged,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:07:30 2017,bridge,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,
0.603,lcv lhp,0.669,0.402,NA,NA,Fri Aug 18 00:08:43 2017,BstLm,1,1,basic latent features,ignore,none,asis,1.1584798041,random,366,72,cv,5,6,1,5,134,0.1537369109,,,,,
0.756,lcv lhp,0.667,0.453,0.386,0.226,Fri Aug 18 00:08:52 2017,cforest,1,1,basic latent features,ignore,none,asis,1.1584798041,random,367,9,cv,5,6,1,5,9,,,,,,
0.583,lcv lhp,0.555,0.553,0.515,0.387,Fri Aug 18 00:08:57 2017,ctree,1,1,basic latent features,ignore,none,asis,1.1584798041,random,368,4,cv,5,6,1,5,0.8181087507,,,,,,
0.583,lcv lhp,0.555,0.633,0.515,0.387,Fri Aug 18 00:09:01 2017,ctree2,1,1,basic latent features,ignore,none,asis,1.1584798041,random,369,4,cv,5,6,1,5,11,0.3354425526,,,,,
1,lcv lhp,1,0.001,NA,NA,Fri Aug 18 00:09:23 2017,cubist,1,1,basic latent features,ignore,none,asis,1.1584798041,random,370,21,cv,5,6,1,5,37,3,,,,,
-1.291,lcv lhp,-1.356,2.044,NA,NA,Fri Aug 18 00:09:47 2017,DENFIS,1,1,basic latent features,ignore,none,asis,1.1584798041,random,371,24,cv,5,6,1,5,0.9816270494,10,,,,,
0.035,lcv lhp,-0.029,1.287,1.192,0.895,Fri Aug 18 00:09:52 2017,dnn,1,1,basic latent features,ignore,none,asis,1.1584798041,random,372,4,cv,5,6,1,5,16,13,5,0.0338256009,0.0168155104,,
0.923,lcv lhp,0.913,0.138,0.101,0.071,Fri Aug 18 00:09:56 2017,earth,1,1,basic latent features,ignore,none,asis,1.1584798041,random,373,3,cv,5,6,1,5,5,1,,,,,
0.034,lcv lhp,-0.059,1.196,1.227,0.896,Fri Aug 18 00:09:59 2017,elm,1,1,basic latent features,ignore,none,asis,1.1584798041,random,374,3,cv,5,6,1,5,11,radbas,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:10:02 2017,enet,1,1,basic latent features,ignore,none,asis,1.1584798041,random,375,3,cv,5,6,1,5,0.8549522941,3.45554928066127e-05,,,,,
0.565,lcv lhp,0.538,0.679,0.535,0.404,Fri Aug 18 00:11:31 2017,evtree,1,1,basic latent features,ignore,none,asis,1.1584798041,random,376,88,cv,5,6,1,5,1.0340694981,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:11:32 2017,extraTrees,1,1,basic latent features,ignore,none,asis,1,,,,,,,,,,,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:11:35 2017,foba,1,1,basic latent features,ignore,none,asis,1.1584798041,random,378,3,cv,5,6,1,5,8,2.20062488491994e-05,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:11:39 2017,gam,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,
0.999,lcv lhp,0.998,0.01,0.002,0.001,Fri Aug 18 00:13:17 2017,gamboost,1,1,basic latent features,ignore,none,asis,1.1584798041,random,380,97,cv,5,6,1,5,962,yes,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:13:27 2017,gamSpline,1,1,basic latent features,ignore,none,asis,1.1584798041,random,381,10,cv,5,6,1,5,1.4657640853,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:13:32 2017,gaussprLinear,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:13:39 2017,gaussprPoly,1,1,basic latent features,ignore,none,asis,7,,,,,,,,,,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:13:46 2017,gaussprRadial,1,1,basic latent features,ignore,none,asis,7,,,,,,,,,,,,,,,
0.541,lcv lhp,0.47,0.72,0.614,0.426,Fri Aug 18 00:13:54 2017,gbm,1,1,basic latent features,ignore,none,asis,1.1584798041,random,385,8,cv,5,6,1,5,1859,8,0.1299670609,13,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:14:28 2017,gbm_h2o,1,1,basic latent features,ignore,none,asis,33,,,,,,,,,,,,,,,
1,lcv lhp,1,-1,NA,NA,Fri Aug 18 00:14:31 2017,gcvEarth,1,1,basic latent features,ignore,none,asis,1.1584798041,random,387,2,cv,5,6,1,5,1,,,,,,
1,lcv lhp,1,-1,NA,NA,Fri Aug 18 00:14:34 2017,glm,1,1,basic latent features,ignore,none,asis,1.1584798041,random,388,2,cv,5,6,1,5,none,,,,,,
Fail,lcv lhp,Fail,Fail,Fail,Fail,Fri Aug 18 00:14:38 2017,glm.nb,1,1,basic latent features,ignore,none,asis,4,,,,,,,,,,,,,,,
1,lcv lhp,1,0,NA,NA,Fri Aug 18 00:14:52 2017,glmboost,1,1,basic latent features,ignore,none,asis,1.1584798041,random,390,14,cv,5,6,1,5,586,yes,,,,,
0.967,lcv lhp,0.968,0.039,0.037,0.03,Fri Aug 18 00:14:56 2017,glmnet,1,1,basic latent features,ignore,none,asis,1.1584798041,random,391,3,cv,5,6,1,5,0.2351010032,0.0063929714,,,,,
