0.335,asis,0.212,0.659,0.889,0.593,Wed Aug 02 16:37:25 2017,avNNe,8,1,basic latent features,ignore,none,asis,1.127849791,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744823,FALSE,,,,,,,,,,0.953,0.91,0.012,0.109,0.042,Thu Aug 17 23:20:08 2017,avNNet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,249,26,cv,5,6,1,5,3,0.0001543716,FALSE
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:27:10 2017,gaussprPoly,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:27:16 2017,gaussprRadial,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.513,range01,0.476,0.102,0.636,0.439,Thu Aug 17 23:27:24 2017,gbm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,278,7,cv,5,6,1,5,1264,7,0.2449238203,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:27:57 2017,gbm_h2o,1,1,basic latent features,ignore,none,range01,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,NA,NA,Thu Aug 17 23:28:00 2017,gcvEarth,1,1,basic latent features,ignore,none,range01,1.2130597097,random,280,2,cv,5,6,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,NA,NA,Thu Aug 17 23:28:03 2017,glm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,281,2,cv,5,6,1,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:28:06 2017,glm.nb,1,1,basic latent features,ignore,none,range01,1.2130597097,random,282,3,cv,5,6,1,5,identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:28:19 2017,glmboost,1,1,basic latent features,ignore,none,range01,1.2130597097,random,283,12,cv,5,6,1,5,872,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.974,range01,0.974,0.005,0.032,0.023,Thu Aug 17 23:28:22 2017,glmnet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,284,3,cv,5,6,1,5,0.8280029623,0.0036824696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:28:55 2017,glmnet_h2o,1,1,basic latent features,ignore,none,range01,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,NA,NA,Thu Aug 17 23:28:59 2017,glmStepAIC,1,1,basic latent features,ignore,none,range01,1.2130597097,random,286,4,cv,5,6,1,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:08 2017,icr,1,1,basic latent features,ignore,none,range01,1.2130597097,random,287,8,cv,5,6,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:10 2017,kernelpls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,288,2,cv,5,6,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.778,range01,0.782,0.045,0.265,0.2,Thu Aug 17 23:29:15 2017,kknn,1,1,basic latent features,ignore,none,range01,1.2130597097,random,289,4,cv,5,6,1,5,9,1.6961263209,biweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.645,range01,0.567,0.086,0.525,0.32,Thu Aug 17 23:29:18 2017,knn,1,1,basic latent features,ignore,none,range01,1.2130597097,random,290,2,cv,5,6,1,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.022,range01,0.034,0.151,1.172,0.88,Thu Aug 17 23:29:21 2017,krlsPoly,1,1,basic latent features,ignore,none,range01,1.2130597097,random,291,3,cv,5,6,1,5,0.0008774766,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.995,range01,0.994,0.001,0.008,0.005,Thu Aug 17 23:29:26 2017,krlsRadial,1,1,basic latent features,ignore,none,range01,1.2130597097,random,292,5,cv,5,6,1,5,2.68580736787827e-05,2510.3033114666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:29 2017,lars,1,1,basic latent features,ignore,none,range01,1.2130597097,random,293,2,cv,5,6,1,5,0.9099645026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:31 2017,lars2,1,1,basic latent features,ignore,none,range01,1.2130597097,random,294,2,cv,5,6,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:34 2017,lasso,1,1,basic latent features,ignore,none,range01,1.2130597097,random,295,2,cv,5,6,1,5,0.8618014657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:36 2017,leapBackward,1,1,basic latent features,ignore,none,range01,1.2130597097,random,296,2,cv,5,6,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:39 2017,leapForward,1,1,basic latent features,ignore,none,range01,1.2130597097,random,297,2,cv,5,6,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:29:41 2017,leapSeq,1,1,basic latent features,ignore,none,range01,1.2130597097,random,298,2,cv,5,6,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,NA,NA,Thu Aug 17 23:29:44 2017,lm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,299,2,cv,5,6,1,5,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,-1,NA,NA,Thu Aug 17 23:29:48 2017,lmStepAIC,1,1,basic latent features,ignore,none,range01,1.2130597097,random,300,3,cv,5,6,1,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:51 2017,logicBag,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:55 2017,logreg,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:56 2017,M5,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:29:57 2017,M5Rules,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:30:03 2017,msaenet,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.938,range01,0.901,0.015,0.12,0.056,Thu Aug 17 23:30:10 2017,nnet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,306,7,cv,5,6,1,5,18,0.000101354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:30:13 2017,nnls,1,1,basic latent features,ignore,none,range01,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:30:14 2017,ordinalNet,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.791,range01,0.762,0.037,0.288,0.189,Thu Aug 17 23:30:21 2017,parRF,1,1,basic latent features,ignore,none,range01,1.2130597097,random,309,8,cv,5,6,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.959,range01,0.93,0.015,0.085,0.037,Thu Aug 17 23:30:26 2017,pcaNNet,1,1,basic latent features,ignore,none,range01,1.2130597097,random,310,5,cv,5,6,1,5,3,2.8118331538858e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:30:29 2017,pcr,1,1,basic latent features,ignore,none,range01,1.2130597097,random,311,2,cv,5,6,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Thu Aug 17 23:30:45 2017,pls,1,1,basic latent features,ignore,none,range01,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:31:09 2017,plsRglm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,313,23,cv,5,6,1,5,8,0.0806231077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.982,range01,0.935,0.015,0.079,0.016,Thu Aug 17 23:31:12 2017,ppr,1,1,basic latent features,ignore,none,range01,1.2130597097,random,314,3,cv,5,6,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,PackageFail,Thu Aug 17 23:31:29 2017,pythonKnnReg,1,1,basic latent features,ignore,none,range01,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.435,range01,0.54,0.086,0.558,0.508,Thu Aug 17 23:31:51 2017,qrf,1,1,basic latent features,ignore,none,range01,1.2130597097,random,316,22,cv,5,6,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,0,0,Thu Aug 17 23:57:56 2017,qrnn,1,1,basic latent features,ignore,none,range01,1.2130597097,random,317,1564,cv,5,6,1,5,1,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:57:59 2017,randomGLM,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.802,range01,0.774,0.04,0.274,0.178,Thu Aug 17 23:58:07 2017,ranger,1,1,basic latent features,ignore,none,range01,1.2130597097,random,319,7,cv,5,6,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.806,range01,0.798,0.044,0.245,0.175,Thu Aug 17 23:59:29 2017,Rborist,1,1,basic latent features,ignore,none,range01,1.2130597097,random,320,82,cv,5,6,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.468,range01,-3.825,0.492,NA,NA,Thu Aug 17 23:59:33 2017,relaxo,1,1,basic latent features,ignore,none,range01,1.2130597097,random,321,4,cv,5,6,1,5,19.6628372202,0.3109124061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8,range01,0.774,0.038,0.274,0.18,Thu Aug 17 23:59:42 2017,rf,1,1,basic latent features,ignore,none,range01,1.2130597097,random,322,8,cv,5,6,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:59:45 2017,ridge,1,1,basic latent features,ignore,none,range01,1.2130597097,random,323,3,cv,5,6,1,5,1.82453610014185e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Thu Aug 17 23:59:49 2017,rlm,1,1,basic latent features,ignore,none,range01,1.2130597097,random,324,3,cv,5,6,1,5,TRUE,psi.huber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.558,range01,0.582,0.079,0.507,0.398,Thu Aug 17 23:59:52 2017,rpart,1,1,basic latent features,ignore,none,range01,1.2130597097,random,325,3,cv,5,6,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.558,range01,0.582,-1,0.507,0.398,Thu Aug 17 23:59:55 2017,rpart1SE,1,1,basic latent features,ignore,none,range01,1.2130597097,random,326,2,cv,5,6,1,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.558,range01,0.582,0.075,0.507,0.398,Thu Aug 17 23:59:58 2017,rpart2,1,1,basic latent features,ignore,none,range01,1.2130597097,random,327,3,cv,5,6,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Thu Aug 17 23:59:59 2017,rqlasso,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:01 2017,rqnc,1,1,basic latent features,ignore,none,range01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.812,range01,0.778,0.037,0.27,0.169,Fri Aug 18 00:00:16 2017,RRF,1,1,basic latent features,ignore,none,range01,1.2130597097,random,330,15,cv,5,6,1,5,7,0.4486580216,0.4581990456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.79,range01,0.766,0.041,0.284,0.189,Fri Aug 18 00:00:26 2017,RRFglobal,1,1,basic latent features,ignore,none,range01,1.2130597097,random,331,9,cv,5,6,1,5,9,0.2637624962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:31 2017,rvmLinear,1,1,basic latent features,ignore,none,range01,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:43 2017,rvmPoly,1,1,basic latent features,ignore,none,range01,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:00:54 2017,rvmRadial,1,1,basic latent features,ignore,none,range01,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:02:16 2017,SBC,1,1,basic latent features,ignore,none,range01,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Fri Aug 18 00:02:19 2017,simpls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,336,3,cv,5,6,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Fri Aug 18 00:03:14 2017,spikeslab,1,1,basic latent features,ignore,none,range01,1.2130597097,random,337,54,cv,5,6,1,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Fri Aug 18 00:03:19 2017,spls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,338,4,cv,5,6,1,5,3,0.3264245384,0.275014846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.062,range01,-2.015,0.464,NA,NA,Fri Aug 18 00:03:22 2017,superpc,1,1,basic latent features,ignore,none,range01,1.2130597097,random,339,3,cv,5,6,1,5,0.2140361366,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:03:23 2017,svmBoundrangeString,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:03:23 2017,svmExpoString,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.009,NA,NA,Fri Aug 18 00:03:27 2017,svmLinear,1,1,basic latent features,ignore,none,range01,1.2130597097,random,342,3,cv,5,6,1,5,0.1642907801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.952,range01,0.955,0.008,0.055,0.043,Fri Aug 18 00:03:30 2017,svmLinear2,1,1,basic latent features,ignore,none,range01,1.2130597097,random,343,3,cv,5,6,1,5,0.218877016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.702,range01,0.712,0.054,0.35,0.268,Fri Aug 18 00:03:34 2017,svmLinear3,1,1,basic latent features,ignore,none,range01,1.2130597097,random,344,3,cv,5,6,1,5,0.7661288277,L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.011,NA,NA,Fri Aug 18 00:03:37 2017,svmPoly,1,1,basic latent features,ignore,none,range01,1.2130597097,random,345,3,cv,5,6,1,5,3,0.0126073274,67.2728092006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.017,NA,NA,Fri Aug 18 00:03:41 2017,svmRadial,1,1,basic latent features,ignore,none,range01,1.2130597097,random,346,3,cv,5,6,1,5,0.0120749785,271.5623531127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.064,NA,NA,Fri Aug 18 00:03:45 2017,svmRadialCost,1,1,basic latent features,ignore,none,range01,1.2130597097,random,347,3,cv,5,6,1,5,252.6146564846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,range01,NA,0.013,NA,NA,Fri Aug 18 00:03:48 2017,svmRadialSigma,1,1,basic latent features,ignore,none,range01,1.2130597097,random,348,3,cv,5,6,1,5,0.0045015372,157.0157732321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:03:49 2017,svmSpectrumString,1,1,basic latent features,ignore,none,range01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.677,range01,0.648,-1,0.426,0.291,Fri Aug 18 00:03:56 2017,treebag,1,1,basic latent features,ignore,none,range01,1.2130597097,random,350,7,cv,5,6,1,5,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,range01,1,0,NA,NA,Fri Aug 18 00:04:00 2017,widekernelpls,1,1,basic latent features,ignore,none,range01,1.2130597097,random,351,3,cv,5,6,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.645,range01,0.667,0.065,0.404,0.32,Fri Aug 18 00:05:01 2017,WM,1,1,basic latent features,ignore,none,range01,1.2130597097,random,352,61,cv,5,6,1,5,13,GAUSSIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.808,range01,0.823,0.039,0.215,0.173,Fri Aug 18 00:05:11 2017,xgbLinear,1,1,basic latent features,ignore,none,range01,1.2130597097,random,353,10,cv,5,6,1,5,95,0.402288339,0.0014485801,1.2853649736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.012,range01,-0.001,0.16,1.215,0.89,Fri Aug 18 00:05:53 2017,xgbTree,1,1,basic latent features,ignore,none,range01,1.2130597097,random,354,41,cv,5,6,1,5,140,7,0.2613876653,2.9208129598,0.4048373959,10,0.3224704943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,range01,Fail,Fail,Fail,Fail,Fri Aug 18 00:05:58 2017,xyf,1,1,basic latent features,ignore,none,range01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.22,asis,-0.028,1.238,1.191,0.723,Fri Aug 18 00:06:14 2017,avNNet,1,1,basic latent features,ignore,none,asis,1.1584798041,random,356,16,cv,5,6,1,5,15,0.0212059733,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fail,asis,Fail,Fail,Fail,Fail,Fri Aug 18 00:06:18 2017,bag,1,1,basic latent features,ignore,none,asis,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.996,asis,0.995,0.009,0.005,0.004,Fri Aug 18 00:06:54 2017,bagEarth,1,1,basic latent features,ignore,none,asis,1.1584798041,random,358,36,cv,5,6,1,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
