,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SL1_hold_permute,SL.extraTrees,Mon Oct 07 21:06:14 2019,0.223,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,4,V30,0.9462,V14,0.9813,V5,0.9828,V24,0.9842,V19,0.986,V21,0.9889,V10,0.9891,V12,0.9892,V31,0.9893,V18,0.9912,V23,0.9916,V22,0.9918,V27,0.9939,V7,0.9947,V26,0.9958,V17,0.9959,V29,0.9964,V13,0.9964,V15,0.9969,V28,0.9993,V20,1.006,V25,1.007,V9,1.007,V16,1.008,V4,1.018,V3,1.033,V2,1.044,V11,1.045
SL1_train_permute,SL.extraTrees,Mon Oct 07 21:06:18 2019,0.223,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,4,V15,1.06,V31,1.074,V7,1.091,V25,1.092,V12,1.112,V29,1.135,V18,1.138,V22,1.141,V10,1.142,V20,1.184,V24,1.185,V17,1.193,V28,1.206,V5,1.234,V14,1.246,V27,1.258,V26,1.27,V23,1.275,V13,1.281,V11,1.285,V30,1.294,V21,1.308,V2,1.311,V19,1.327,V9,1.342,V4,1.353,V16,1.497,V3,1.646
SL1_hold_permute,SL.gam,Mon Oct 07 21:06:21 2019,0.166,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V9,0.9804,V21,0.9982,V16,0.9991,V30,1.001,V17,1.002,V4,1.005,V28,1.006,V2,1.006,V18,1.006,V11,1.021,V22,1.021,V29,1.022,V10,1.026,V25,1.052,V15,1.055,V24,1.058,V31,1.06,V27,1.087,V3,1.11,V20,1.164,V14,1.493,V5,1.582,V19,1.637,V13,2.175,V23,2.233,V26,2.307,V7,2.824,V12,3.086
SL1_train_permute,SL.gam,Mon Oct 07 21:06:22 2019,0.166,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V31,0.9968,V22,0.9969,V29,0.9973,V10,0.9988,V30,1,V17,1.001,V16,1.002,V21,1.003,V11,1.004,V18,1.004,V9,1.005,V4,1.006,V2,1.008,V25,1.03,V28,1.034,V27,1.053,V15,1.058,V24,1.061,V20,1.073,V3,1.077,V19,1.47,V14,1.482,V5,1.586,V13,1.958,V26,2.245,V23,2.372,V7,5.19,V12,5.691
SL1_hold_permute,SL.gbm,Mon Oct 07 21:13:07 2019,0.139,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,3,V13,0.9983,V14,0.9984,V15,0.9992,V5,1,V7,1,V12,1,V26,1,V23,1.001,V18,1.001,V17,1.001,V28,1.001,V25,1.002,V21,1.003,V10,1.004,V27,1.004,V20,1.004,V31,1.004,V19,1.004,V24,1.005,V3,1.006,V16,1.007,V22,1.013,V29,1.015,V4,1.018,V30,1.02,V11,1.021,V9,1.026,V2,1.067
SL1_train_permute,SL.gbm,Mon Oct 07 21:13:11 2019,0.139,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,3,V25,1,V7,1,V17,1,V12,1,V15,1.001,V18,1.002,V31,1.002,V10,1.002,V5,1.003,V26,1.003,V22,1.003,V28,1.004,V19,1.004,V27,1.004,V13,1.006,V24,1.007,V20,1.007,V23,1.007,V29,1.008,V21,1.008,V11,1.01,V9,1.013,V14,1.015,V16,1.02,V3,1.035,V30,1.039,V2,1.056,V4,1.105
SL1_hold_permute,SL.glm,Mon Oct 07 21:13:13 2019,0.166,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V9,0.9804,V21,0.9982,V16,0.9991,V30,1.001,V17,1.002,V4,1.005,V28,1.006,V2,1.006,V18,1.006,V11,1.021,V22,1.021,V29,1.022,V10,1.026,V25,1.052,V15,1.055,V24,1.058,V31,1.06,V27,1.087,V3,1.11,V20,1.164,V14,1.493,V5,1.582,V19,1.637,V13,2.175,V23,2.233,V26,2.307,V7,2.824,V12,3.086
SL1_train_permute,SL.glm,Mon Oct 07 21:13:13 2019,0.166,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V31,0.9968,V22,0.9969,V29,0.9973,V10,0.9988,V30,1,V17,1.001,V16,1.002,V21,1.003,V11,1.004,V18,1.004,V9,1.005,V4,1.006,V2,1.008,V25,1.03,V28,1.034,V27,1.053,V15,1.058,V24,1.061,V20,1.073,V3,1.077,V19,1.47,V14,1.482,V5,1.586,V13,1.958,V26,2.245,V23,2.372,V7,5.19,V12,5.691
SL1_hold_permute,SL.glmnet,Mon Oct 07 21:13:45 2019,0.065,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V21,0.9901,V30,0.994,V16,0.9981,V2,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V15,1,V17,1,V18,1,V20,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V31,1,V19,1.001,V4,1.005,V13,1.011,V11,1.061,V29,1.075,V3,1.101
SL1_train_permute,SL.glmnet,Mon Oct 07 21:13:46 2019,0.065,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V2,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V15,1,V17,1,V18,1,V20,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V31,1,V30,1,V29,1.001,V19,1.001,V16,1.003,V4,1.005,V21,1.006,V11,1.019,V13,1.024,V3,1.082
SL1_hold_permute,SL.ipredbagg,Mon Oct 07 21:14:24 2019,0.12,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,6,V30,0.99,V13,0.9962,V14,0.9992,V25,0.9999,V23,1,V15,1,V27,1,V28,1,V26,1,V17,1,V12,1.002,V18,1.002,V24,1.004,V10,1.005,V7,1.005,V5,1.006,V19,1.007,V11,1.008,V31,1.009,V21,1.01,V22,1.011,V29,1.011,V16,1.019,V20,1.02,V3,1.026,V9,1.033,V4,1.037,V2,1.061
SL1_train_permute,SL.ipredbagg,Mon Oct 07 21:14:30 2019,0.12,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,6,V15,1,V27,1,V28,1,V25,1,V26,1,V23,1,V12,1.001,V17,1.003,V7,1.003,V24,1.004,V18,1.005,V11,1.008,V19,1.012,V31,1.012,V22,1.012,V10,1.015,V13,1.016,V14,1.019,V29,1.019,V20,1.028,V21,1.036,V5,1.042,V9,1.046,V30,1.078,V3,1.099,V16,1.102,V2,1.123,V4,1.26
SL1_hold_permute,SL.kernelKnn,Mon Oct 07 21:14:33 2019,0.192,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V5,0.9893,V18,0.9977,V23,0.9978,V29,0.9993,V24,0.9994,V9,0.9996,V10,0.9998,V4,0.9999,V3,1,V7,1,V12,1,V13,1,V15,1,V16,1,V17,1,V19,1,V21,1,V22,1,V26,1,V28,1,V30,1,V31,1,V20,1.001,V27,1.001,V14,1.001,V25,1.015,V11,1.015,V2,1.301
SL1_train_permute,SL.kernelKnn,Mon Oct 07 21:14:34 2019,0.192,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V29,0.9946,V23,0.995,V10,0.9952,V14,0.9989,V9,0.9994,V20,0.9994,V24,0.9995,V3,1,V7,1,V12,1,V13,1,V15,1,V16,1,V17,1,V19,1,V21,1,V22,1,V26,1,V28,1,V30,1,V31,1,V5,1.002,V18,1.003,V4,1.003,V25,1.009,V27,1.01,V11,1.011,V2,1.291
SL1_hold_permute,SL.ksvm,Mon Oct 07 21:14:45 2019,0.255,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V21,0.9714,V30,0.9728,V15,0.9893,V31,0.9907,V16,0.9914,V12,0.9979,V14,1,V7,1.002,V23,1.003,V4,1.005,V18,1.006,V13,1.007,V10,1.008,V5,1.009,V27,1.01,V25,1.011,V9,1.011,V24,1.011,V22,1.016,V19,1.018,V26,1.02,V17,1.021,V28,1.023,V20,1.034,V3,1.045,V11,1.046,V29,1.067,V2,1.077
SL1_train_permute,SL.ksvm,Mon Oct 07 21:14:47 2019,0.255,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V30,0.9802,V16,0.9912,V21,0.995,V18,0.995,V31,0.9962,V9,0.9985,V25,0.9997,V22,1,V23,1.001,V14,1.002,V5,1.003,V27,1.004,V19,1.006,V24,1.007,V13,1.009,V7,1.01,V20,1.01,V4,1.011,V29,1.012,V17,1.013,V10,1.013,V12,1.015,V26,1.016,V28,1.019,V15,1.024,V11,1.024,V2,1.068,V3,1.081
SL1_hold_permute,SL.lm,Mon Oct 07 21:14:51 2019,0.166,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V9,0.9804,V21,0.9982,V16,0.9991,V30,1.001,V17,1.002,V4,1.005,V28,1.006,V2,1.006,V18,1.006,V11,1.021,V22,1.021,V29,1.022,V10,1.026,V25,1.052,V15,1.055,V24,1.058,V31,1.06,V27,1.087,V3,1.11,V20,1.164,V14,1.493,V5,1.582,V19,1.637,V13,2.175,V23,2.233,V26,2.307,V7,2.824,V12,3.086
SL1_train_permute,SL.lm,Mon Oct 07 21:14:52 2019,0.166,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V31,0.9968,V22,0.9969,V29,0.9973,V10,0.9988,V30,1,V17,1.001,V16,1.002,V21,1.003,V11,1.004,V18,1.004,V9,1.005,V4,1.006,V2,1.008,V25,1.03,V28,1.034,V27,1.053,V15,1.058,V24,1.061,V20,1.073,V3,1.077,V19,1.47,V14,1.482,V5,1.586,V13,1.958,V26,2.245,V23,2.372,V7,5.19,V12,5.691
SL1_hold_permute,SL.loess,Mon Oct 07 21:14:54 2019,0.053,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V3,1,V4,1,V5,1,V7,1,V9,1,V10,1,V11,1,V12,1,V13,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V20,1,V21,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V2,1.227
SL1_train_permute,SL.loess,Mon Oct 07 21:14:55 2019,0.053,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V3,1,V4,1,V5,1,V7,1,V9,1,V10,1,V11,1,V12,1,V13,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V20,1,V21,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V2,1.143
SL1_hold_permute,SL.polymars,Mon Oct 07 21:15:01 2019,0.006,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,0,V2,1,V4,1,V5,1,V7,1,V9,1,V10,1,V12,1,V13,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V20,1,V21,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V11,1.081,V3,1.191
SL1_train_permute,SL.polymars,Mon Oct 07 21:15:01 2019,0.006,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,0,V2,1,V4,1,V5,1,V7,1,V9,1,V10,1,V12,1,V13,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V20,1,V21,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V11,1.017,V3,1.108
SL1_hold_permute,SL.randomForest,Mon Oct 07 21:15:36 2019,0.181,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,3,V30,0.9717,V14,0.9809,V5,0.9822,V26,0.9916,V13,0.992,V23,0.9939,V18,0.9997,V17,0.9999,V7,1,V15,1,V28,1,V27,1.001,V10,1.002,V12,1.002,V19,1.002,V24,1.003,V25,1.004,V29,1.007,V31,1.007,V22,1.009,V11,1.012,V16,1.013,V3,1.017,V21,1.018,V20,1.019,V9,1.026,V4,1.034,V2,1.059
SL1_train_permute,SL.randomForest,Mon Oct 07 21:15:39 2019,0.181,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,3,V15,1.011,V25,1.018,V12,1.026,V7,1.027,V11,1.042,V17,1.042,V31,1.045,V28,1.047,V18,1.057,V10,1.062,V22,1.088,V24,1.09,V29,1.093,V27,1.097,V19,1.099,V20,1.106,V13,1.136,V5,1.137,V26,1.145,V16,1.153,V23,1.157,V14,1.162,V9,1.2,V21,1.223,V3,1.23,V30,1.252,V2,1.32,V4,1.469
SL1_hold_permute,SL.ranger,Mon Oct 07 21:15:50 2019,0.187,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,494,222,3,V30,0.9775,V5,0.9832,V14,0.9896,V23,0.9927,V26,0.9938,V13,0.9953,V29,0.9993,V12,0.9997,V15,1,V10,1.001,V21,1.001,V18,1.002,V28,1.002,V17,1.002,V31,1.003,V7,1.004,V19,1.004,V27,1.005,V22,1.005,V25,1.005,V16,1.01,V24,1.01,V11,1.011,V20,1.015,V9,1.021,V3,1.023,V4,1.023,V2,1.062
SL1_train_permute,SL.ranger,Mon Oct 07 21:15:53 2019,0.187,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,374,222,3,V15,1.008,V25,1.017,V12,1.029,V7,1.033,V31,1.036,V11,1.038,V17,1.042,V18,1.058,V10,1.065,V22,1.071,V28,1.074,V20,1.097,V19,1.104,V29,1.107,V16,1.113,V24,1.114,V27,1.129,V5,1.129,V26,1.141,V14,1.145,V23,1.15,V13,1.154,V9,1.182,V3,1.183,V30,1.225,V21,1.238,V2,1.249,V4,1.4
SL1_hold_permute,SL.ridge,Mon Oct 07 21:15:55 2019,0.136,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,0,V9,0.9851,V21,0.9921,V17,0.9931,V16,0.9942,V10,0.9946,V12,0.9951,V30,0.9952,V18,0.9956,V13,0.9958,V7,0.9993,V5,1,V14,1.001,V23,1.001,V15,1.001,V25,1.005,V2,1.005,V27,1.007,V26,1.008,V4,1.008,V24,1.01,V31,1.013,V28,1.013,V22,1.025,V19,1.058,V29,1.069,V11,1.07,V3,1.086,V20,1.096
SL1_train_permute,SL.ridge,Mon Oct 07 21:15:55 2019,0.136,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V18,0.9963,V22,0.9966,V29,0.9981,V16,0.9985,V31,0.9988,V17,0.999,V30,0.9995,V14,1,V23,1,V25,1.001,V7,1.001,V5,1.001,V26,1.002,V28,1.002,V21,1.002,V10,1.003,V13,1.003,V12,1.004,V9,1.005,V2,1.006,V27,1.008,V4,1.009,V24,1.016,V15,1.021,V11,1.026,V20,1.034,V19,1.038,V3,1.072
SL1_hold_permute,SL.step,Mon Oct 07 21:16:35 2019,0.154,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,0,V15,0.993,V16,0.9985,V2,1,V4,1,V5,1,V9,1,V10,1,V11,1,V13,1,V14,1,V17,1,V18,1,V21,1,V22,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V23,1.017,V3,1.104,V24,1.145,V25,1.164,V20,1.17,V19,1.276,V7,3.26,V12,3.464
SL1_train_permute,SL.step,Mon Oct 07 21:16:35 2019,0.154,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V2,1,V4,1,V5,1,V9,1,V10,1,V11,1,V13,1,V14,1,V17,1,V18,1,V21,1,V22,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V16,1.013,V15,1.016,V23,1.022,V20,1.068,V3,1.092,V24,1.1,V25,1.114,V19,1.207,V7,6.031,V12,6.53
SL1_hold_permute,SL.step.forward,Mon Oct 07 21:16:45 2019,0.123,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,0,V21,0.9849,V15,0.9858,V16,0.9953,V2,1,V4,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V17,1,V18,1,V19,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V13,1.016,V3,1.108,V11,1.11,V20,1.186
SL1_train_permute,SL.step.forward,Mon Oct 07 21:16:46 2019,0.123,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V2,1,V4,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V17,1,V18,1,V19,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V16,1.008,V15,1.009,V21,1.021,V11,1.039,V13,1.046,V20,1.062,V3,1.096
SL1_hold_permute,SL.step.interaction,Mon Oct 07 21:29:08 2019,0.224,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V5,1,V9,1,V10,1,V13,1,V14,1,V17,1,V20,1,V21,1,V22,1,V25,1,V26,1,V31,1,V3,1.053,V15,1.084,V4,1.109,V11,1.144,V29,1.181,V23,1.226,V2,1.33,V16,1.47,V19,2.196,V30,2.244,V24,2.343,V18,2.603,V28,2.96,V7,3.308,V12,3.315,V27,3.38
SL1_train_permute,SL.step.interaction,Mon Oct 07 21:29:09 2019,0.224,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V5,1,V9,1,V10,1,V13,1,V14,1,V17,1,V20,1,V21,1,V22,1,V25,1,V26,1,V31,1,V29,1.087,V4,1.096,V3,1.173,V11,1.191,V16,1.283,V15,1.329,V2,1.413,V23,1.572,V19,1.978,V24,2.036,V30,2.093,V18,2.785,V28,2.853,V27,3.222,V7,7.243,V12,7.389
SL1_hold_permute,SL.stepAIC,Mon Oct 07 21:29:17 2019,0.117,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,0,V2,1,V4,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V21,1.001,V13,1.029,V11,1.085,V20,1.153,V3,1.167
SL1_train_permute,SL.stepAIC,Mon Oct 07 21:29:17 2019,0.117,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,370,222,1,V2,1,V4,1,V5,1,V7,1,V9,1,V10,1,V12,1,V14,1,V15,1,V16,1,V17,1,V18,1,V19,1,V22,1,V23,1,V24,1,V25,1,V26,1,V27,1,V28,1,V29,1,V30,1,V31,1,V11,1.025,V13,1.049,V21,1.054,V20,1.055,V3,1.115
SL1_hold_permute,SL.svm,Mon Oct 07 21:29:20 2019,0.052,2,netQueryToplistQS2,ignore,none,asis,ALTA,netQueryToplistQS2,2,10,10403,424,222,1,V7,1.004,V21,1.005,V12,1.005,V14,1.006,V4,1.007,V23,1.007,V15,1.008,V10,1.008,V5,1.009,V30,1.009,V13,1.011,V24,1.012,V26,1.013,V18,1.013,V28,1.014,V31,1.015,V19,1.015,V25,1.016,V27,1.021,V17,1.023,V9,1.024,V16,1.024,V11,1.025,V22,1.029,V20,1.032,V29,1.061,V2,1.065,V3,1.076
