0.305,-0.076,-0.39,0.08,0.574,0,0,0.145,0,0,1.121,-0.379,0,0,0.045,0,0.457,0.34,-0.171,0,0,0,-0.135,0,-0.017,-0.104,0,1.159,0.156,0,0,0,0,0,0,0,0,1.04,0,0,0.122,0,0.393,0,1.304,0,0,2.02,0,-1.052,-0.856,0,1.138,0,0.106,0,0,0,0.128,0,-0.636,0,0,0,0,0,0,0.611,-0.957,-0.661,0,0,1.663,1.764,0,0,0,0,0,0,-0.424,-0.659,0.298,0,-0.437,1.034,0,-0.523,0,-0.594,0.37,0.457,0,-0.535,0,0,0,1.605,0.375,0
-0.649,0,0,0.013,0,-1.255,0,0,0,-1.965,0.511,0,-1.967,0,0,0,0,0,2.253,0,-0.209,0,0,0,0,2.367,0,-2.574,-0.944,-1.545,0.641,0,0,0,1.735,0.17,0,0,0,-2.478,0,2.016,-0.498,0,-0.937,0,0,0,3.321,0,0,0,1.451,0,0,-0.042,0,-1.346,-0.858,0,0,1.573,0.966,2.495,1.748,2.503,1.32,0.004,0,0,-2.042,0,0,-2.997,-0.962,0,1.75,-0.945,0,0,1.546,0,0,0,3.78,-0.475,0,0,0,1.294,2.677,-1.335,1.062,0,0.136,0,1.435,-2.243,0,-2.135
0.283,0.854,0,0,0,0,0,0,0,0,0.262,0,-1.084,0,1.896,0,0,0.374,0,0,1.4,1.3,-0.361,1.507,0,1.713,-0.359,0,0,0,0,0,0,0,1.917,0.082,0,1.744,0,0,0,0,0,0,0,0,0.933,2.235,0,0,0,0,-0.3,0,0,0,0,0,0,0,0,1.397,-0.609,0,0,0,-0.737,0.498,0,0,0,0,0.009,0,0,0,0,1.249,2.671,-0.423,-1.284,0.597,0.032,0,0,0,0,0,-0.074,0,0,0,-0.121,0,0,-0.999,0,0.284,0.085,0
0.357,0,0,0,0,0,-0.432,0,0,0,0,0,0,-0.212,0.768,0,-0.295,0.628,0,0,0,0,0,-2.252,-0.751,-0.51,1.446,0,0.403,0,0,0.989,0,0,0,2.036,-1.353,-0.902,0,1.092,-0.069,0,0,-0.631,1.046,0.172,0,0,0,0,0,1.958,-0.179,0,-0.459,0.387,0,0,0,0,0,0,0,0,0,0,-0.93,1.191,0,0,0,0,0,0,0,1.126,-0.594,0,0,0,0,0,0,-0.315,0,0,0,0,0,-0.311,0,0,0,-0.98,0.206,0,0,0,0,0
0,0,0,0,0.558,0.224,0,-0.632,0,0,0.288,0,0,2.566,0,-0.123,0,0,-0.447,0,0.03,0,0,0,0,0,0.807,0,0,0,0.691,0.5,0,0,0,0,-0.367,0,0.693,0.147,0.327,0.028,0,0.178,0,-0.121,0,0,0,1.807,-0.193,2.698,-0.407,0,0,0,0,-0.036,0,0.946,0,-0.469,0,0,0,-1.162,-0.287,0,1.612,0,0,-0.558,0,0,1.92,0,0,0,0.973,0,0,0.276,0,0.791,0,0,0,0,0.923,0,-0.902,0,0,0,0,0,0,0,0,0
-0.007,-0.742,0,-0.552,0.985,0,-0.454,-0.927,0,0,0,0.645,0,1.658,0,0,0,0,0,-0.903,0,0,0.864,0,0,0,-1.232,0,-0.576,-0.856,1.007,-0.402,0.861,0,0,0,-0.373,1.893,0,-1.417,0,-0.071,1.67,0.423,0,-0.128,-0.664,0,0,0,0.111,1.737,0,0,0,0.784,0,0,-0.316,1.023,1.057,1.405,0,0,0,0,-0.628,0,1.369,0,-0.063,0,0,-0.668,2.562,0,0,0,1.922,-0.163,0.88,2.369,0,0,2.164,0,0,0,-0.593,0.009,1.142,0,0,0,0,0,0,0.737,0,0
-1.512,0,-0.67,0,-0.709,-2.024,0,0,0,-2.343,0.509,0,0,0,0,4.343,0,0,0,0.082,0,0,0,5.297,-1.419,0.194,0,-3.981,0,0,-0.203,0,2.665,0,0,0,4.462,0,0,-3.1,0,0,0,0.392,0,0,0,-4.693,0,3.044,0,0,0,0,0,0,-3.853,-1,1.525,1.003,0,-0.393,1.108,0,0,4.939,3.382,0,0,0,0,0,-4.05,0,-2.708,-2.885,0,0,0,0.197,4.373,4.75,1.3,0,0,-3.253,0,0,0,0,0,0,3.224,3.147,-0.048,0,0,-3.773,0,-3.686
-0.36,0,0,0,0,0,0,0,1.842,0,-1.22,0,0,0,0,0,-0.562,0,-0.593,0,0,0,0,0,0,0.179,1.607,0.648,0,0,-0.345,1.058,1.317,0,0,0,0,-0.187,-1.633,1.538,0.363,0,0,0,0,0,2.298,-0.357,0.665,0,1.235,-1.157,2.067,0,0,0,0,0,0,0,-0.169,0,0.474,2.171,-0.386,3.651,0,0.581,0,0,0.975,-1.519,0,0,0,0,0,0,-2.069,0,0,0,0,-2.319,0,0,0.556,0,-0.565,1.758,0,0,1.666,0,-1.825,0.758,0,0,0.648,0
-1.333,-0.499,0,0,1.754,0,0,0,4.285,0,1.564,-3.108,0,0,0,0,0,-2.009,0,0.467,0,0,1.79,0,-4.095,0,0,0,1.934,3.853,-0.059,1.528,0,0,0,-0.78,4.002,0,0,0,1.584,0,0.126,0,-3.154,0,0,0,0.243,2.442,1.387,4.797,0,0,2.377,2.912,0,-0.839,2.568,0,0,-2.868,2.092,0,0,0,0,0,0,0,-0.04,0,0,-0.773,-0.862,-2.995,3.139,-3.886,0,0,0,2.189,0,0,0,-4.3,0,-3.011,-2.122,0,-2.48,0,0,0,0,0,0,0,-1.338,0
-0.379,0,0,0,-1.903,0,0,0,0,-0.723,0,0.555,0.194,0,0,2.287,-0.376,0.656,1.113,1.596,0.6,0,-0.172,0,0,1.706,0,0.496,0.401,0,0,0,0,0,0,-1.768,0,1.673,0,0,-0.25,1.344,0,0.81,0,-0.756,0,-0.205,1.675,0,0,0,0,0.584,0,0,-0.397,0,1.268,0.35,0,0,0,0,1.57,3.94,0,0.483,0.668,2.286,0,1.201,-1.672,0,-2.622,0,0,0,0,0,0,0.955,0,0,1.588,0.149,0,0,-1.713,1.608,0,0,0.89,0,0,0,-0.879,-2.131,0,-0.62
-0.312,0,-0.04,1.853,0,0,-0.177,2.391,0,0,0,-1.21,0,0,0,1.398,0,1.14,0,1.196,-0.311,-1.214,0.686,0,0,-0.758,0,0,1.724,0,0,0.704,0,0,0,-0.925,1.096,0,0,0,0,1.36,0,-0.565,0,0,0.993,-1.186,0,-0.767,0.361,0.902,0,0,0,1.359,1.333,1.963,1.559,0,0,0,0,0,-0.066,0,1.384,0.494,0,-0.574,0,-1.21,0,0,0,0,1.751,-0.88,0,0.315,1.771,0,0,-1.296,0,0,0,-0.324,0.161,0,-0.457,0,0,0.093,0,0,0,0,1.055,0
0.692,-1.004,0,0,0,0.889,-1.965,-0.853,-1.166,0,0,-0.98,1.741,0,0,0,0,0,0,0,0.111,0,0.676,0,0,0,1.319,1.439,0.087,0,0,0,0,0,0.76,0,0,0,1.223,0.744,0.404,0,0,0,0,0,-1.731,0,-2.045,0,-2.455,0,-1.346,1.711,0,1.768,0,0,-0.389,0,0,-0.348,0,0,0.268,-3.583,0,0,0,0,0,-1.794,3.479,0,3.764,2.846,0,0,0,0,0.77,0,-0.695,0.866,0,0,0,-3.343,3.024,-1.891,0,0,-0.573,0,0,1.473,0,0,0.577,0
-0.11,0,0,0,1.062,-0.778,0,-1.036,0,-0.431,0,2.617,-1.6,1.829,0,0.884,0,0,0.901,0,0,0,0,0,0,1.471,0,0,0,-0.282,1.319,-0.82,0,0,0,1.741,0,0,0,-2.189,0,0,1.149,0.838,1.074,0,0,0,1.478,3.408,0,0,0,0,0,0.391,0,-1.398,0,0,0,1.495,0.001,0,1.22,0,0,0.068,2.043,0,0,0,-0.761,-2.159,0,1.123,0,-0.15,2.061,0,0.502,0,0,0,0,0,0,0,0,0,0,-1.517,0,0,0,-0.577,0,0,0,0
-0.579,0,0,0,0,-1.765,0,0,0,0,0,0,0,-0.374,1.828,2.45,0,0,0.51,-1.038,0,-0.14,0.966,5.18,0,1.354,-2.473,0,0,-1.293,0,-1.261,0,-3.086,1.737,0.157,1.721,0,0,0,0,1.898,0,0.887,0,0,0,-1.277,1.743,0,0,0,0,0,2.404,0.219,0,-1.309,-0.066,0,1.925,1.678,0,0,1.135,0,1.016,0.096,0,0,-1.321,3.294,-2.853,-3.206,0,-0.693,0,0,0,0,0,0,0,0,0,-1.172,0.862,0,0,1.366,0,0,0,1.14,0,0,0.672,0,-0.925,-1.789
-0.058,0,0.105,0,-0.824,0,0,1.368,0,-0.305,0.412,-1.182,1.177,0,0,0.34,0,0.479,0,0,0,1.064,0,-1.277,0.092,0,0.331,0.623,0,0,0.132,0.185,0.774,0,0,0,0,0,0,0,0,1.096,0,0.059,0,0,1.162,0.341,0,0,0.549,0,0,1.234,0.23,0,0,0,-0.014,0,0,0,0,0.205,0,1.401,0,0.309,0,0.614,0,0,1.018,1.273,0,0,0,0,-0.099,-0.227,0.481,0,0.141,0,-0.624,0.11,0,0,1.051,0.608,0,0,0,0,0,0,0,-0.137,0,0
-0.584,0,0,0,1.293,-1.384,0.221,0,0,0,0,0,-1.163,0,0,0,0,0,-0.208,0,-0.3,0,0,4.337,0,0,-1.844,-2.022,-0.958,0,0,-0.166,0,-2.934,0,-0.084,0,0.928,0,0,1.086,1.325,0.351,0,0,0,0,0,1.658,3.376,0,2.208,-0.313,0,2.593,0.792,-2.668,-1.779,-0.071,1.079,2.727,0,0.849,2.072,1.564,0,1.04,0,1.879,0,0,0,0,0,0,-0.312,0,0,-0.92,0.33,0,0,0,2.238,2.272,0,1.463,0,0,0,0,0,0,0,1.249,0,0,0,0,0
-0.06,0.211,-0.753,0,-0.461,1.013,0,0,0,0,0,0,3.041,0,0,0,0,2.165,-1.116,0,-0.548,0,0.375,0,0,0,2.779,1.092,2.686,2.714,0,2.227,0,0,0,-1.241,0.719,0,0,0,0,0,0,-1.129,-0.89,0,0,0,0,-2.741,-0.572,0,0,0,0,0,0,0,2.307,0,0,-2.237,1.723,-0.127,-0.35,1.643,0.711,0,0,0,2.633,0,1.938,0,0,-0.374,0,0,0,0,0,-2.875,1.986,0,0,0,0,-3.258,2.597,0,0,0,0.549,0,0,2.814,-2.001,0,1.203,0
-1.285,0,0,0,0,0.4,0,0,0,-2.574,0,0,0,-0.027,-5.402,0,0,0,-1.135,0,0,0,-0.38,-1.256,1.318,0.184,1.682,0,0,0,-2.086,0,0,0.756,0,-4.817,0,-0.46,0,1.611,0,3.384,0,-1.275,-2.484,0,0,0,1.705,0,2.61,-2.48,3.592,1.303,-0.326,0.639,0,0,0,0,0,-1.106,0.792,3.459,0,0,0,0,0,0,0,0,0,-2.543,-5.93,0,0,-1.632,0,0,0,0,0,-2.715,0.18,0,0,0,0,3.783,0,0,0,2.818,0,1.552,-3.793,-3.896,0,0
0.04,1.408,0,0,0,0,-0.121,3.051,1.719,0,0,0,3.087,-0.545,-4.383,0,0,0,-0.915,0,-0.653,0,0,0,1.164,0,0,2.691,0,0,-0.938,0,0,0,0,0,0,0,-1.486,3.166,-0.896,0,0,-1.008,0.181,0,0,0,-1.045,0,0,0,2.344,2.525,0,0,0,0,2.193,0,0,-1.799,1.553,0,0,2.169,0,1.593,-1.261,-0.632,0,0,0,0,0,-0.905,1.981,-0.489,-1.852,0,0,0,0,-3.744,0,-0.531,0.729,0,0,0,0,0,0.84,0,-2.057,0,0,0,0,0
1.226,0,2.793,0,0,1.416,-0.589,0,-2.362,0,0,2.573,0,0,2.139,-2.023,0,1.361,0,0,0,0,0,-0.422,0,0,0.551,0,-0.79,0,1.836,-0.951,0,2.087,2.345,0,-2.536,0,3.335,0.971,0,-0.943,0.811,1.936,0,0,0,0,-0.734,0,0,-1.608,0,0.385,-1.366,0,0,0.255,-1.375,-0.922,0,2.227,0.233,0,-1.312,-2.867,0,0,0,0.444,0,0,2.671,0,0,0,0,3.009,0,0.216,0,-1.025,-1.535,0,0,0,-1.412,0,3.147,-1.891,0,-2.076,0,0,0,0,0,0,1.13,3.24
0.304,0,0,0,0,0,0.637,-1.952,-1.428,0.5,-0.305,0,0,0,2.675,1.448,1.473,0,2.011,-0.607,1.394,0,-0.211,0,1.878,0,-1.897,0,0,0,0,-0.999,0,0,0,0,-0.895,0,0,0,-0.065,0,0,0,0,0,0.439,0,1.379,0,0,0,0,0,0,0,-1.265,0,-1.369,-0.368,0,2.708,0,0.041,0,0,-1.361,-1.059,1.808,0,-0.969,4.233,-0.368,-0.991,1.126,0,0,1.958,2.846,0,0,2.644,0,0,0,2.082,0,0,0,0.453,0,-3.116,0,0,0.546,-1.952,2.674,0,-0.46,0
-1.166,0,2.338,1.724,0,0.401,1.786,3.458,2.676,0,0,0,0,0,-3.808,4.365,0,0,0,2.214,-2.2,0,0.418,-0.63,0.521,0,0,-1.092,0,2.124,-1.046,0,2.548,0.053,0,0,0,0,0,0.635,0,0,-2.038,-0.053,0,0,0,0,0,-1.674,0,0,2.622,1.331,0.649,0,-0.619,3,2.144,0.362,0,0,0,0,0,0,0,0,1.452,0,0,0,-2.716,-1.928,-5.234,0,4.309,-1.916,0,-0.507,0,0,2.463,0,0.161,-2.509,1.072,0,0,0,0,2.632,2.725,2.362,-2.7,0,0,0,0,-1.284
0.366,0.965,0,0,-1.319,0,-0.793,1.885,0,1.829,-1.046,0,0,0,0,0,-1.813,0,-0.78,1.722,0,0,0,0,1.628,0,0,0,0,0,-0.332,0.701,-1.684,2.806,-0.873,0,-0.75,-0.93,-0.275,0,-1.029,0,-0.132,-0.926,0.281,-0.324,0,1.377,0,0,0,-1.199,0,0,-0.754,0,3.696,0,1.484,0,-1.647,0,0,0,-0.396,0,0,0,0,-0.176,0,-2.715,0,0,-1.007,0.403,0,0,0.831,0,-0.776,-3.605,0.391,0,-2.126,0,0,0,0,0,0,0,0.215,-0.319,-0.333,0,0,0,1.041,0
0.638,1.423,5.057,0,0,2.786,0.525,0,0,0,-2.036,0,0,-1.331,0,0,0,4.154,0.408,0,0.881,-0.368,0,0,3.521,0,0,0,1.944,0.052,0,1.051,0,0,0,0,-1.019,1.731,0,0,0,1.175,-2.363,-0.492,0,0.413,0,0,0,-3.74,0,0,0,0,-2.687,-0.95,0,0,1.043,-1.156,-5.145,0,0,0,0,1.793,0,0,0,0,0,0,2.03,2.399,0,-0.031,0,2.175,0,-0.16,-2.566,-4.48,1.377,-3.174,0,0,-1.871,1.207,2.621,0,1.162,1.52,0,0,-2.263,0,0,0,0,0
-0.176,0,0,1.443,0.623,0,0,0,2.019,0,0.429,-4.037,0,2.51,0,0,-0.648,2.453,0,0,0,0,0,-7.714,0,0,0,0,2.836,3.972,0,0,0,0,0,-1.079,0,0,-1.523,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322,0,0,0,0,0,2.571,0,2.821,0,0,-0.379,0,0,0,1.729,0,0,0,-5.47,0,0,-0.734,0,0,0,-2.287,0,0,-4.546,2.283,0,0,-1.252,0,-5.652,0,-0.066,-1.984,4.277,1.311,-0.087,0,3.799,0,1.176,0,0
-0.053,0,0,0,0,0.799,0,0,0.059,0.681,0.203,0.413,0.175,-0.187,0,0,0.983,0,0.38,0.24,0,0.404,-0.397,0,0,1.272,0,0,0,0,0,0.521,0,0,0.658,0,0,1.366,0,0,0,0,0,0,1.095,0.181,0,0,0,0,0,0,1.098,-0.029,0,0,0,0,0,0.36,0.919,0.478,0.447,0,0,0,0.319,0.388,0,0,0,0,0.637,0,0,0.236,0,0.528,0,-0.462,0,0,0.308,-0.333,0.282,0.698,0.651,0,-0.017,0.211,0,0,0,0,0,0.67,0,0,0,0.35
-0.526,0,2.842,0,0,0.289,2.005,1.153,0,-2.057,0,0,-1.05,0,0,0,0,-0.262,0,0.778,0.219,0,0,0,0,0,0,0,-0.74,0,0,0.438,4.039,-0.467,0,0,0,2.626,-1.28,-0.285,0,1.346,0,0,0,-0.166,0,-0.653,0,0,2.178,0,2.448,0,0,0,0,0,1.398,0,0,0,0,2.791,0,4.026,1.903,0.267,1.717,0,-0.861,0,0,0,-2.874,0,2.595,0,-1.794,0,0,0,0,0,2.369,-0.496,0,0,0,0,0,0.297,1.566,1.358,0,-0.794,-0.631,-3.256,0,0
0.195,2.111,0,0,0,0,0,1.457,0.246,0,0,1.421,0,-1.44,-0.612,0,0,2.003,0,0,0,0,0,1.482,0,2.923,0,0,0,0,0,0,2.895,2.038,0,-1.825,0.805,0,0,0,-0.676,1.389,0,0.96,0,0,2.953,0,1.458,0,0.658,-3.258,0,0,-1.34,-1.968,0,2.615,0,0,-3.386,0.483,0,2.073,0,2.892,1.591,0.383,1.238,2.357,0,0,0,-0.072,0,0,0,1.763,0,0.387,-2.847,0,0,-0.312,0.355,0,-2.303,3.531,0,0,2.496,0,0,0,0,0,1.565,-1.276,0.235,0
-1.014,0,0,0,0,-2.331,0,-0.996,0,0,1.751,0,0,0,0,3.433,0,0,0,0,-0.645,-1.152,0,0,-1.057,0,0,-3.932,0,0,0,0,0,-4.615,0,0,3.181,2.788,0,-3.812,1.927,1.907,0,1.478,0,0,0,-2.364,0,4.829,2.647,-0.083,0,0,3.539,0,0,0,0,0,3.317,0,0,2.441,0,0,0,0,2.008,0,0,5.151,0,0,0.744,0,0,0,0,0.296,0,6.662,-0.232,3.725,4.26,0,1.626,0,0,0,0,0,0,0,0,0,0,0,0,-3.267
0.228,0,0,2.681,-2.856,0,0,1.594,0,0,0,0.787,0,0,0,0,-3.337,2.901,0,2.054,0,-0.744,-0.928,0,0,0,0,1.852,1.5,-0.581,0,0.464,0,0,0,-2.499,0,1.295,-0.048,2.555,0,1.897,0,0.859,1.031,0,0,2.239,0,-3.011,0,-3.271,0,0,0,0,2.528,0,0,-0.384,0,0,0,0,0,3.216,1.955,0,0,1.571,0,0,0.777,0,-2.929,0,0,0,0,0,-2.376,-2.474,1.049,0,0,0,-1.806,0,0,0.599,0,0,0.072,0,0,-1.387,0,-0.807,-0.26,0
0.294,0,4.408,2.858,-2.648,2.255,0.809,0,0,0.352,-1.828,-0.191,2.313,0,0,0.956,0,0,-0.186,0,0,-0.837,-1.258,-3.357,0,0,0,0,0,0,0,0,1.987,0,0,0,0.66,0,0,0,0,0,0,0,1.055,0,0,0,-0.052,-3.411,0,0,0,1.821,-2.721,-1.225,3.927,0,1.592,0,-4.028,0,0,0,-1.725,0,1.537,0,0,0,0,0,1.391,0,-4.325,0,2.235,1.433,0,-0.214,-2.488,0,0,0,0,0,0,0,1.508,0,0,0,0,0,0,0,0.492,0,0,2.808
-0.255,1.7,0,0,-1.526,0,0,0,0.534,0,0.424,0,0,0,0,2.397,0.997,-1.402,0,0,0,0,-0.439,4.746,0,2.297,-1.82,0,-1.161,0,0,0,3.261,0,0,0,0,0,0.498,0,0.193,0,0,1.379,0,0.417,0.985,0,0,0,0,-2.326,1.682,-0.773,0.603,0,-2.121,0.211,-0.054,-0.409,0,2.42,-0.132,0,0.461,0,0,0,0,0,0,3.177,-2.416,-2.529,0,0,0,0.47,0,0,0,0,0,1.658,3.45,0,-0.609,0,-2.388,0,0,0,0,1.057,0,0,0.982,0,0,-1.606
0.835,-0.652,0,0,0.111,1.367,0,-0.051,0,2.317,0,0,2.075,0,0,0,0,0,-0.512,0,1.614,0,-0.414,-3.845,0,0,0,0,1.104,1.02,0.965,0,0,0,-0.686,0,-2.155,0,1.167,0,-0.492,0.144,0,0,0,0,0.529,0,-1.036,0,0,0,0,1.507,-1.703,0.56,0,2.257,0,0,0,0,0,-0.7,0,0,0,0,0,0,0,-1.86,2.869,3.382,1.95,1.966,0,0,3.739,0.039,-1.121,-2.902,0,-1.069,0,2.09,-0.329,-2.51,0,0,0.31,0.799,0,0,0,0,0,2.463,0,3.182
