usr_scor,rank,sCntQstr,sCntEngine,sRareSite,sRareQstr,sRareEngine,s.score,sRank,sRankMean,sRankMin,lp.score,sCntSubQstr,sStrongSubQstr,searchCount,sSearchBrevity,sRareSiteBySearch,sSimpleBySearch,sLinProBySearch
8,2,2,1,30,20,2722,2,0.00980392156862745,3.5,2,1,6,3,20,0.0142857142857143,12.4,5.6,1.05
8,3,13,1,30,20,2722,13,0.00970873786407767,2.07692307692308,1,1,6,3,20,0.0142857142857143,12.4,5.6,1.05
2,7,1,1,30,20,2722,1,0.00934579439252336,7,7,1,0,0,20,0.0142857142857143,12.4,5.6,1.05
8,13,34,1,34,20,2722,34,0.00884955752212389,9.17647058823529,1,2,6,3,20,0.0142857142857143,12.4,5.6,1.05
8,18,4,1,4,20,2722,4,0.00847457627118644,22.5,18,1,6,3,20,0.0142857142857143,12.4,5.6,1.05
7,20,11,1,11,20,2722,11,0.00833333333333333,14,4,1,6,3,20,0.0142857142857143,12.4,5.6,1.05
8,1,13,1,30,10,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,10,0.0166666666666667,17.7,10.1,1.1
7,4,10,1,30,10,2722,10,0.00961538461538462,3.5,1,1,6,3,10,0.0166666666666667,17.7,10.1,1.1
8,5,2,1,30,10,2722,2,0.00952380952380952,3.5,2,1,6,3,10,0.0166666666666667,17.7,10.1,1.1
8,8,34,1,34,10,2722,34,0.00925925925925926,9.17647058823529,1,2,6,3,10,0.0166666666666667,17.7,10.1,1.1
7,10,11,1,11,10,2722,11,0.00909090909090909,14,4,1,6,3,10,0.0166666666666667,17.7,10.1,1.1
7,1,10,1,30,21,2722,10,0.0099009900990099,3.5,1,1,6,3,21,0.0140845070422535,7,2.66666666666667,1
8,2,13,1,30,21,2722,13,0.00980392156862745,2.07692307692308,1,1,6,3,21,0.0140845070422535,7,2.66666666666667,1
8,5,3,1,3,21,2722,3,0.00952380952380952,2.33333333333333,1,1,6,4,21,0.0140845070422535,7,2.66666666666667,1
8,7,3,1,4,21,2722,3,0.00934579439252336,5.66666666666667,3,1,6,4,21,0.0140845070422535,7,2.66666666666667,1
8,13,3,1,3,21,2722,3,0.00884955752212389,31,13,1,6,4,21,0.0140845070422535,7,2.66666666666667,1
8,16,2,1,8,21,2722,2,0.00862068965517241,13,10,1,6,4,21,0.0140845070422535,7,2.66666666666667,1
8,2,13,1,30,19,2722,13,0.00980392156862745,2.07692307692308,1,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
8,4,6,1,82,19,2722,6,0.00961538461538462,4.5,1,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
7,5,4,1,14,19,2722,4,0.00952380952380952,20.75,5,2,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
7,7,10,1,30,19,2722,10,0.00934579439252336,3.5,1,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
8,10,34,1,34,19,2722,34,0.00909090909090909,9.17647058823529,1,2,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
2,13,10,1,13,19,2722,10,0.00884955752212389,12.7,4,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
3,16,10,1,10,19,2722,10,0.00862068965517241,14.9,5,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
3,17,9,1,9,19,2722,9,0.00854700854700855,15.4444444444444,5,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
7,19,11,1,11,19,2722,11,0.00840336134453781,14,4,1,6,3,19,0.0144927536231884,21.5789473684211,7.73684210526316,1.10526315789474
7,1,2,1,9,14,2722,2,0.0099009900990099,3,1,1,6,3,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,2,13,1,30,14,2722,13,0.00980392156862745,2.07692307692308,1,1,6,3,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,3,3,1,4,14,2722,3,0.00970873786407767,5.66666666666667,3,1,6,4,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,4,6,1,82,14,2722,6,0.00961538461538462,4.5,1,1,6,3,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,10,2,1,8,14,2722,2,0.00909090909090909,13,10,1,6,4,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,12,2,1,2,14,2722,2,0.00892857142857143,8,4,1,6,3,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,13,34,1,34,14,2722,34,0.00884955752212389,9.17647058823529,1,2,6,3,14,0.015625,14.8571428571429,5.71428571428571,1.07142857142857
8,1,13,1,30,45,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,45,0.0105263157894737,7.06666666666667,2.17777777777778,1
8,4,2,1,2,45,2722,2,0.00961538461538462,8,4,1,6,3,45,0.0105263157894737,7.06666666666667,2.17777777777778,1
8,5,6,1,82,45,2722,6,0.00952380952380952,4.5,1,1,6,3,45,0.0105263157894737,7.06666666666667,2.17777777777778,1
7,6,1,1,2,45,2722,1,0.00943396226415094,6,6,1,0,0,45,0.0105263157894737,7.06666666666667,2.17777777777778,1
8,31,11,1,11,45,2722,11,0.00763358778625954,15.3636363636364,5,1,6,3,45,0.0105263157894737,7.06666666666667,2.17777777777778,1
8,1,13,1,30,11,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,11,0.0163934426229508,37.9090909090909,6.45454545454545,1
7,2,10,1,30,11,2722,10,0.00980392156862745,3.5,1,1,6,3,11,0.0163934426229508,37.9090909090909,6.45454545454545,1
2,9,10,1,13,11,2722,10,0.00917431192660551,12.7,4,1,6,3,11,0.0163934426229508,37.9090909090909,6.45454545454545,1
3,11,10,1,10,11,2722,10,0.00900900900900901,14.9,5,1,6,3,11,0.0163934426229508,37.9090909090909,6.45454545454545,1
7,2,10,1,30,15,2722,10,0.00980392156862745,3.5,1,1,6,3,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
3,6,7,1,7,15,2722,7,0.00943396226415094,6.71428571428571,1,1,6,4,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
8,7,34,1,34,15,2722,34,0.00934579439252336,9.17647058823529,1,2,6,3,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
7,8,2,1,2,15,2722,2,0.00925925925925926,9,8,1,6,4,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
7,9,3,1,5,15,2722,3,0.00917431192660551,6.66666666666667,2,1,6,4,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
8,10,13,1,30,15,2722,13,0.00909090909090909,2.07692307692308,1,1,6,3,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
2,13,10,1,13,15,2722,10,0.00884955752212389,12.7,4,1,6,3,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
3,14,9,1,9,15,2722,9,0.0087719298245614,15.4444444444444,5,1,6,3,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
3,15,10,1,10,15,2722,10,0.00869565217391304,14.9,5,1,6,3,15,0.0153846153846154,25.5333333333333,8.26666666666667,1.06666666666667
3,1,7,1,7,15,2722,7,0.0099009900990099,6.71428571428571,1,1,6,4,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
7,2,3,1,5,15,2722,3,0.00980392156862745,6.66666666666667,2,1,6,4,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
3,3,2,1,16,15,2722,2,0.00970873786407767,4.5,3,0.5,8,6,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
8,4,34,1,34,15,2722,34,0.00961538461538462,9.17647058823529,1,2,6,3,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
7,10,2,1,2,15,2722,2,0.00909090909090909,9,8,1,6,4,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
2,11,10,1,13,15,2722,10,0.00900900900900901,12.7,4,1,6,3,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
3,13,10,1,10,15,2722,10,0.00884955752212389,14.9,5,1,6,3,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
3,15,9,1,9,15,2722,9,0.00869565217391304,15.4444444444444,5,1,6,3,15,0.0153846153846154,40.9333333333333,6.2,1.03333333333333
8,1,13,1,30,30,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
7,4,2,1,14,30,2722,2,0.00961538461538462,4.5,4,1,6,4,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
8,5,2,1,14,30,2722,2,0.00952380952380952,5.5,5,1,6,4,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
7,7,3,1,3,30,2722,3,0.00934579439252336,7,5,1,6,4,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
7,8,9,1,65,30,2722,9,0.00925925925925926,6.55555555555556,3,2,6,4,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
8,14,34,1,34,30,2722,34,0.0087719298245614,9.17647058823529,1,2,6,3,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
3,16,7,1,7,30,2722,7,0.00862068965517241,6.71428571428571,1,1,6,4,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
8,23,11,1,11,30,2722,11,0.00813008130081301,15.3636363636364,5,1,6,3,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
2,24,10,1,13,30,2722,10,0.00806451612903226,12.7,4,1,6,3,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
3,28,9,1,9,30,2722,9,0.0078125,15.4444444444444,5,1,6,3,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
3,30,10,1,10,30,2722,10,0.00769230769230769,14.9,5,1,6,3,30,0.0125,15.6666666666667,5.63333333333333,1.06666666666667
8,1,3,1,3,37,2722,3,0.0099009900990099,2.33333333333333,1,1,6,4,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
7,3,5,1,65,37,2722,5,0.00970873786407767,5.4,1,1,8,6,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
7,5,2,1,14,37,2722,2,0.00952380952380952,4.5,4,1,6,4,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
8,6,2,1,14,37,2722,2,0.00943396226415094,5.5,5,1,6,4,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
7,9,3,1,3,37,2722,3,0.00917431192660551,7,5,1,6,4,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
3,11,7,1,7,37,2722,7,0.00900900900900901,6.71428571428571,1,1,6,4,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
2,14,2,1,16,37,2722,2,0.0087719298245614,12,10,0.5,8,6,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
7,21,2,1,8,37,2722,2,0.00826446280991736,14.5,8,0.5,8,6,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
8,22,34,1,34,37,2722,34,0.00819672131147541,9.17647058823529,1,2,6,3,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
8,29,11,1,11,37,2722,11,0.00775193798449612,15.3636363636364,5,1,6,3,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
2,30,10,1,13,37,2722,10,0.00769230769230769,12.7,4,1,6,3,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
3,31,10,1,10,37,2722,10,0.00763358778625954,14.9,5,1,6,3,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
3,33,9,1,9,37,2722,9,0.0075187969924812,15.4444444444444,5,1,6,3,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
7,37,11,1,11,37,2722,11,0.0072992700729927,14,4,1,6,3,37,0.0114942528735632,10.8108108108108,4.24324324324324,1
8,1,13,1,30,10,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,10,0.0166666666666667,25.6,5.1,1
3,3,2,1,30,10,2722,2,0.00970873786407767,2.5,2,1,6,3,10,0.0166666666666667,25.6,5.1,1
7,4,10,1,30,10,2722,10,0.00961538461538462,3.5,1,1,6,3,10,0.0166666666666667,25.6,5.1,1
8,1,13,1,30,8,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,8,0.0172413793103448,21.5,5.75,1
3,2,2,1,30,8,2722,2,0.00980392156862745,2.5,2,1,6,3,8,0.0172413793103448,21.5,5.75,1
7,3,10,1,30,8,2722,10,0.00970873786407767,3.5,1,1,6,3,8,0.0172413793103448,21.5,5.75,1
7,5,2,1,9,8,2722,2,0.00952380952380952,3,1,1,6,3,8,0.0172413793103448,21.5,5.75,1
3,7,1,1,30,8,2722,1,0.00934579439252336,7,7,1,0,0,8,0.0172413793103448,21.5,5.75,1
8,1,6,1,82,1,2722,6,0.0099009900990099,4.5,1,1,6,3,1,0.0196078431372549,82,6,1
8,1,13,1,30,7,2722,13,0.0099009900990099,2.07692307692308,1,1,6,3,7,0.0175438596491228,19.2857142857143,6.28571428571429,1
7,3,10,1,30,7,2722,10,0.00970873786407767,3.5,1,1,6,3,7,0.0175438596491228,19.2857142857143,6.28571428571429,1
7,5,1,1,30,7,2722,1,0.00952380952380952,5,5,1,0,0,7,0.0175438596491228,19.2857142857143,6.28571428571429,1
3,1,7,1,16,7,2722,7,0.0099009900990099,1.57142857142857,1,1,6,3,7,0.0175438596491228,11.4285714285714,3.28571428571429,1
7,2,7,1,16,7,2722,7,0.00980392156862745,4.28571428571429,2,1,6,3,7,0.0175438596491228,11.4285714285714,3.28571428571429,1
3,3,1,1,82,7,2722,1,0.00970873786407767,3,3,1,0,0,7,0.0175438596491228,33.1428571428571,2.57142857142857,1
8,7,1,1,13,12,2722,1,0.00934579439252336,7,7,1,0,0,12,0.0161290322580645,17.5,2.33333333333333,1
3,1,4,1,6,10,2722,4,0.0099009900990099,3.75,1,1,6,4,10,0.0166666666666667,46.7,2,1
7,5,4,1,82,6,2722,4,0.00952380952380952,5.5,2,1,6,4,6,0.0178571428571429,48.5,5.16666666666667,1
7,4,1,1,82,13,2722,1,0.00961538461538462,4,4,1,0,0,13,0.0158730158730159,46.4615384615385,2.76923076923077,1.07692307692308
7,5,1,1,82,13,2722,1,0.00952380952380952,5,5,1,0,0,13,0.0158730158730159,46.4615384615385,2.76923076923077,1.07692307692308
7,7,9,1,65,13,2722,9,0.00934579439252336,6.55555555555556,3,2,6,4,13,0.0158730158730159,46.4615384615385,2.76923076923077,1.07692307692308
7,8,5,1,65,13,2722,5,0.00925925925925926,8,6,1,8,6,13,0.0158730158730159,46.4615384615385,2.76923076923077,1.07692307692308
3,10,2,1,44,13,2722,2,0.00909090909090909,11,10,1,8,6,13,0.0158730158730159,46.4615384615385,2.76923076923077,1.07692307692308
3,1,2,1,44,9,2722,2,0.0099009900990099,3.5,1,1,6,3,9,0.0169491525423729,28,3.44444444444444,1
7,2,4,1,82,9,2722,4,0.00980392156862745,5.5,2,1,6,4,9,0.0169491525423729,28,3.44444444444444,1
7,7,3,1,82,9,2722,3,0.00934579439252336,4.66666666666667,3,1,6,3,9,0.0169491525423729,28,3.44444444444444,1
7,3,3,1,82,10,2722,3,0.00970873786407767,4.66666666666667,3,1,6,3,10,0.0166666666666667,32.7,3.1,1
3,6,2,1,44,10,2722,2,0.00943396226415094,3.5,1,1,6,3,10,0.0166666666666667,32.7,3.1,1
7,9,4,1,82,10,2722,4,0.00917431192660551,5.5,2,1,6,4,10,0.0166666666666667,32.7,3.1,1
7,10,1,1,82,10,2722,1,0.00909090909090909,10,10,1,0,0,10,0.0166666666666667,32.7,3.1,1
7,4,3,1,82,8,2722,3,0.00961538461538462,4.66666666666667,3,1,6,3,8,0.0172413793103448,39.5,3.375,1
7,6,4,1,82,8,2722,4,0.00943396226415094,5.5,2,1,6,4,8,0.0172413793103448,39.5,3.375,1
7,7,1,1,82,8,2722,1,0.00934579439252336,7,7,1,0,0,8,0.0172413793103448,39.5,3.375,1
3,8,1,1,44,8,2722,1,0.00925925925925926,8,8,1,0,0,8,0.0172413793103448,39.5,3.375,1
8,2,34,1,34,3,2722,34,0.00980392156862745,9.17647058823529,1,2,6,3,3,0.0188679245283019,16.3333333333333,15,1.66666666666667
7,1,3,1,7,23,2722,3,0.0099009900990099,2,1,1,6,4,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
3,2,4,1,6,23,2722,4,0.00980392156862745,3.75,1,1,6,4,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
8,4,2,1,3,23,2722,2,0.00961538461538462,4.5,4,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
3,6,6,1,44,23,2722,6,0.00943396226415094,6.33333333333333,4,1,6,4,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
8,13,2,1,6,23,2722,2,0.00884955752212389,12,11,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
8,14,11,1,11,23,2722,11,0.0087719298245614,15.3636363636364,5,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
8,15,34,1,34,23,2722,34,0.00869565217391304,9.17647058823529,1,2,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
8,19,3,1,5,23,2722,3,0.00840336134453781,18.3333333333333,14,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
3,20,4,1,5,23,2722,4,0.00833333333333333,11.25,7,1,6,4,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
3,21,2,1,2,23,2722,2,0.00826446280991736,19,17,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
8,22,4,1,4,23,2722,4,0.00819672131147541,22.5,18,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
3,23,2,1,2,23,2722,2,0.00813008130081301,22.5,22,1,6,3,23,0.0136986301369863,11.7826086956522,4.8695652173913,1.04347826086957
3,1,2,1,44,12,2722,2,0.0099009900990099,4.5,1,1,6,3,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
3,2,7,1,16,12,2722,7,0.00980392156862745,1.57142857142857,1,1,6,3,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
7,3,7,1,16,12,2722,7,0.00970873786407767,4.28571428571429,2,1,6,3,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
7,4,3,1,6,12,2722,3,0.00961538461538462,5,4,1,6,3,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
7,5,4,1,14,12,2722,4,0.00952380952380952,20.75,5,2,6,3,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
3,7,6,1,44,12,2722,6,0.00934579439252336,6.33333333333333,4,1,6,4,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
8,8,34,1,34,12,2722,34,0.00925925925925926,9.17647058823529,1,2,6,3,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
3,10,4,1,5,12,2722,4,0.00909090909090909,11.25,7,1,6,4,12,0.0161290322580645,18.3333333333333,7.08333333333333,1.16666666666667
3,6,2,1,3,34,2722,2,0.00943396226415094,4.5,3,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
8,7,11,1,11,34,2722,11,0.00934579439252336,15.3636363636364,5,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
8,9,34,1,34,34,2722,34,0.00917431192660551,9.17647058823529,1,2,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
3,10,6,1,44,34,2722,6,0.00909090909090909,6.33333333333333,4,1,6,4,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
8,17,2,1,2,34,2722,2,0.00854700854700855,16,15,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
7,18,2,1,2,34,2722,2,0.00847457627118644,16.5,15,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
3,20,2,1,2,34,2722,2,0.00833333333333333,18,16,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
8,22,3,1,5,34,2722,3,0.00819672131147541,18.3333333333333,14,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
7,25,3,1,14,34,2722,3,0.008,11.6666666666667,1,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
2,26,2,1,2,34,2722,2,0.00793650793650794,22,18,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
8,30,4,1,4,34,2722,4,0.00769230769230769,22.5,18,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
1,34,2,1,2,34,2722,2,0.00746268656716418,25.5,17,1,6,3,34,0.0119047619047619,7.64705882352941,3.38235294117647,1.05882352941176
7,5,3,1,6,20,2722,3,0.00952380952380952,5,4,1,6,3,20,0.0142857142857143,13.65,2.8,1
8,10,11,1,11,20,2722,11,0.00909090909090909,15.3636363636364,5,1,6,3,20,0.0142857142857143,13.65,2.8,1
7,15,2,1,2,20,2722,2,0.00869565217391304,16.5,15,1,6,3,20,0.0142857142857143,13.65,2.8,1
3,16,2,1,2,20,2722,2,0.00862068965517241,18,16,1,6,3,20,0.0142857142857143,13.65,2.8,1
1,17,2,1,2,20,2722,2,0.00854700854700855,25.5,17,1,6,3,20,0.0142857142857143,13.65,2.8,1
2,18,2,1,2,20,2722,2,0.00847457627118644,22,18,1,6,3,20,0.0142857142857143,13.65,2.8,1
3,1,4,1,6,8,2722,4,0.0099009900990099,3.75,1,1,6,4,8,0.0172413793103448,35.25,7.375,1.25
8,6,34,1,34,8,2722,34,0.00943396226415094,9.17647058823529,1,2,6,3,8,0.0172413793103448,35.25,7.375,1.25
7,8,9,1,65,8,2722,9,0.00925925925925926,6.55555555555556,3,2,6,4,8,0.0172413793103448,35.25,7.375,1.25
8,1,34,1,34,1,2722,34,0.0099009900990099,9.17647058823529,1,2,6,3,1,0.0196078431372549,34,34,2
7,3,9,1,65,10,2722,9,0.00970873786407767,6.55555555555556,3,2,6,4,10,0.0166666666666667,41.1,7.9,1.2
7,6,2,1,3,10,2722,2,0.00943396226415094,5,4,1,6,4,10,0.0166666666666667,41.1,7.9,1.2
8,7,34,1,34,10,2722,34,0.00934579439252336,9.17647058823529,1,2,6,3,10,0.0166666666666667,41.1,7.9,1.2
8,8,11,1,11,10,2722,11,0.00925925925925926,15.3636363636364,5,1,6,3,10,0.0166666666666667,41.1,7.9,1.2
7,9,3,1,14,10,2722,3,0.00917431192660551,11.6666666666667,1,1,6,3,10,0.0166666666666667,41.1,7.9,1.2
3,10,2,1,8,10,2722,2,0.00909090909090909,8,6,1,6,4,10,0.0166666666666667,41.1,7.9,1.2
7,1,3,1,14,7,2722,3,0.0099009900990099,11.6666666666667,1,1,6,3,7,0.0175438596491228,10.5714285714286,7.85714285714286,1.14285714285714
8,2,34,1,34,7,2722,34,0.00980392156862745,9.17647058823529,1,2,6,3,7,0.0175438596491228,10.5714285714286,7.85714285714286,1.14285714285714
3,3,2,1,3,7,2722,2,0.00970873786407767,4.5,3,1,6,3,7,0.0175438596491228,10.5714285714286,7.85714285714286,1.14285714285714
7,4,2,1,3,7,2722,2,0.00961538461538462,5,4,1,6,4,7,0.0175438596491228,10.5714285714286,7.85714285714286,1.14285714285714
8,5,11,1,11,7,2722,11,0.00952380952380952,15.3636363636364,5,1,6,3,7,0.0175438596491228,10.5714285714286,7.85714285714286,1.14285714285714
3,6,2,1,8,7,2722,2,0.00943396226415094,8,6,1,6,4,7,0.0175438596491228,10.5714285714286,7.85714285714286,1.14285714285714
3,6,6,1,44,10,2722,6,0.00943396226415094,6.33333333333333,4,1,6,4,10,0.0166666666666667,24.9,4.1,1
3,4,6,1,44,8,2722,6,0.00961538461538462,6.33333333333333,4,1,6,4,8,0.0172413793103448,18.125,4.25,1
3,5,6,1,44,8,2722,6,0.00952380952380952,6.33333333333333,4,1,6,4,8,0.0172413793103448,20.625,4.25,1
8,1,6,1,10,8,2722,6,0.0099009900990099,1.83333333333333,1,1,6,4,8,0.0172413793103448,24.125,3.75,1
3,8,4,1,5,8,2722,4,0.00925925925925926,11.25,7,1,6,4,8,0.0172413793103448,24.125,3.75,1
3,1,7,1,16,8,2722,7,0.0099009900990099,1.57142857142857,1,1,6,3,8,0.0172413793103448,15.625,8.75,1.125
7,2,7,1,16,8,2722,7,0.00980392156862745,4.28571428571429,2,1,6,3,8,0.0172413793103448,15.625,8.75,1.125
8,6,34,1,34,8,2722,34,0.00943396226415094,9.17647058823529,1,2,6,3,8,0.0172413793103448,15.625,8.75,1.125
3,7,4,1,5,8,2722,4,0.00934579439252336,11.25,7,1,6,4,8,0.0172413793103448,15.625,8.75,1.125
7,8,11,1,11,8,2722,11,0.00925925925925926,14,4,1,6,3,8,0.0172413793103448,15.625,8.75,1.125
7,3,5,1,5,12,2722,5,0.00970873786407767,35,3,3,6,3,12,0.0161290322580645,6.33333333333333,2.91666666666667,1.16666666666667
7,10,11,1,11,12,2722,11,0.00909090909090909,14,4,1,6,3,12,0.0161290322580645,6.33333333333333,2.91666666666667,1.16666666666667
7,7,6,1,82,8,2722,6,0.00934579439252336,6.66666666666667,4,1,6,4,8,0.0172413793103448,35.375,8.125,1.125
8,8,34,1,34,8,2722,34,0.00925925925925926,9.17647058823529,1,2,6,3,8,0.0172413793103448,35.375,8.125,1.125
8,1,34,1,34,1,2722,34,0.0099009900990099,9.17647058823529,1,2,6,3,1,0.0196078431372549,34,34,2
