trg,QSlinks115_60centernscale2QSlink3regr.randomForestval,QSlinks115_60centernscale2QSlink3regr.randomForestsd,QSlinks03_95expoTrans2QSlink3regr.randomForestval,QSlinks03_95expoTrans2QSlink3regr.randomForestsd,QSlinks115_60range012QSlink3regr.randomForestval,QSlinks115_60range012QSlink3regr.randomForestsd,QSlinks115_60asis2QSlink3regr.randomForestval,QSlinks115_60asis2QSlink3regr.randomForestsd,QSlinks115_60YeoJohnson2QSlink3regr.randomForestval,QSlinks115_60YeoJohnson2QSlink3regr.randomForestsd,QSlinks115_60quantile2QSlink3regr.randomForestval,QSlinks115_60quantile2QSlink3regr.randomForestsd,QSlinks14_55Intasis2QSlink3regr.randomForestval,QSlinks14_55Intasis2QSlink3regr.randomForestsd,QSlinks14_55IntYeoJohnson2QSlink3regr.randomForestval,QSlinks14_55IntYeoJohnson2QSlink3regr.randomForestsd,QSlinks03_95YeoJohnson2QSlink3regr.randomForestval,QSlinks03_95YeoJohnson2QSlink3regr.randomForestsd,QSlinks14_55IntexpoTrans2QSlink3regr.randomForestval,QSlinks14_55IntexpoTrans2QSlink3regr.randomForestsd,QSlinks14_55Intquantile2QSlink3regr.randomForestval,QSlinks14_55Intquantile2QSlink3regr.randomForestsd,QSlinks14_55Intrange012QSlink3regr.randomForestval,QSlinks14_55Intrange012QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3regr.randomForestval,QSlinks115_60expoTrans2QSlink3regr.randomForestsd,QSlinks14_55expoTrans2QSlink3regr.randomForestval,QSlinks14_55expoTrans2QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3regr.randomForestval,QSlinks03_95centernscale2QSlink3regr.randomForestsd,QSlinks14_55Intcenternscale2QSlink3regr.randomForestval,QSlinks14_55Intcenternscale2QSlink3regr.randomForestsd,QSlinks03_95all2QSlink3regr.randomForestval,QSlinks03_95all2QSlink3regr.randomForestsd,QSlinks14_55all2QSlink3rangerval,QSlinks14_55all2QSlink3rangersd,QSlinks03_95quantile2QSlink3regr.randomForestval,QSlinks03_95quantile2QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3parRFval,QSlinks115_60expoTrans2QSlink3parRFsd,QSlinks03_95asis2QSlink3regr.randomForestval,QSlinks03_95asis2QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3rfval,QSlinks115_60expoTrans2QSlink3rfsd,QSlinks14_55range012QSlink3rangerval,QSlinks14_55range012QSlink3rangersd,QSlinks14_55all2QSlink3gaussprPolyval,QSlinks14_55all2QSlink3gaussprPolysd,QSlinks14_55all2QSlink3cforestval,QSlinks14_55all2QSlink3cforestsd,QSlinks14_55IntICA2QSlink3regr.randomForestval,QSlinks14_55IntICA2QSlink3regr.randomForestsd,QSlinks03_95all2QSlink3cforestval,QSlinks03_95all2QSlink3cforestsd,QSlinks03_95PCA2QSlink3regr.randomForestval,QSlinks03_95PCA2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3regr.randomForestval,QSlinks14_55range012QSlink3regr.randomForestsd,QSlinks14_55Intall2QSlink3regr.randomForestval,QSlinks14_55Intall2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3extraTreesval,QSlinks14_55range012QSlink3extraTreessd,QSlinks115_60ICA2QSlink3regr.randomForestval,QSlinks115_60ICA2QSlink3regr.randomForestsd,QSlinks14_55YeoJohnson2QSlink3regr.randomForestval,QSlinks14_55YeoJohnson2QSlink3regr.randomForestsd,QSlinks14_55all2QSlink3extraTreesval,QSlinks14_55all2QSlink3extraTreessd,QSlinks03_95ICA2QSlink3regr.randomForestval,QSlinks03_95ICA2QSlink3regr.randomForestsd,QSlinks115_60expoTrans2QSlink3Rboristval,QSlinks115_60expoTrans2QSlink3Rboristsd,QSlinks14_55centernscale2QSlink3regr.randomForestval,QSlinks14_55centernscale2QSlink3regr.randomForestsd,QSlinks14_55IntPCA2QSlink3regr.randomForestval,QSlinks14_55IntPCA2QSlink3regr.randomForestsd,QSlinks14_55asis2QSlink3regr.randomForestval,QSlinks14_55asis2QSlink3regr.randomForestsd,QSlinks14_55ICA2QSlink3regr.randomForestval,QSlinks14_55ICA2QSlink3regr.randomForestsd,QSlinks115_60all2QSlink3regr.randomForestval,QSlinks115_60all2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3rfval,QSlinks14_55range012QSlink3rfsd,QSlinks14_55quantile2QSlink3regr.randomForestval,QSlinks14_55quantile2QSlink3regr.randomForestsd,QSlinks14_55range012QSlink3Rboristval,QSlinks14_55range012QSlink3Rboristsd,QSlinks03_95PCA2QSlink3regr.rknnval,QSlinks03_95PCA2QSlink3regr.rknnsd,QSlinks14_55all2QSlink3enetval,QSlinks14_55all2QSlink3enetsd,QSlinks14_55all2QSlink3rfval,QSlinks14_55all2QSlink3rfsd,QSlinks03_95expoTrans2QSlink3regr.gbmval,QSlinks03_95expoTrans2QSlink3regr.gbmsd,QSlinks14_55all2QSlink3glmboostval,QSlinks14_55all2QSlink3glmboostsd,QSlinks03_95range012QSlink3regr.randomForestval,QSlinks03_95range012QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3rfval,QSlinks03_95centernscale2QSlink3rfsd,QSlinks14_55Intquantile2QSlink3regr.brnnval,QSlinks14_55Intquantile2QSlink3regr.brnnsd,QSlinks14_55all2QSlink3blassoAveragedval,QSlinks14_55all2QSlink3blassoAveragedsd,QSlinks03_95centernscale2QSlink3parRFval,QSlinks03_95centernscale2QSlink3parRFsd,QSlinks14_55all2QSlink3glmnetval,QSlinks14_55all2QSlink3glmnetsd,QSlinks14_55Intasis2QSlink3rfval,QSlinks14_55Intasis2QSlink3rfsd,QSlinks14_55expoTrans2QSlink3regr.marsval,QSlinks14_55expoTrans2QSlink3regr.marssd,QSlinks14_55Intasis2QSlink3parRFval,QSlinks14_55Intasis2QSlink3parRFsd,QSlinks14_55range012QSlink3parRFval,QSlinks14_55range012QSlink3parRFsd,QSlinks14_55all2QSlink3fobaval,QSlinks14_55all2QSlink3fobasd,QSlinks14_55asis2QSlink3rangerval,QSlinks14_55asis2QSlink3rangersd,QSlinks14_55all2QSlink3regr.randomForestval,QSlinks14_55all2QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3pcrval,QSlinks03_95centernscale2QSlink3pcrsd,QSlinks14_55all2QSlink3gaussprRadialval,QSlinks14_55all2QSlink3gaussprRadialsd,QSlinks115_60expoTrans2QSlink3extraTreesval,QSlinks115_60expoTrans2QSlink3extraTreessd,QSlinks14_55all2QSlink3parRFval,QSlinks14_55all2QSlink3parRFsd,QSlinks03_95PCA2QSlink3rfval,QSlinks03_95PCA2QSlink3rfsd,QSlinks115_60PCA2QSlink3regr.randomForestval,QSlinks115_60PCA2QSlink3regr.randomForestsd,QSlinks14_55Intrange012QSlink3parRFval,QSlinks14_55Intrange012QSlink3parRFsd,QSlinks115_60IntexpoTrans2QSlink3regr.randomForestval,QSlinks115_60IntexpoTrans2QSlink3regr.randomForestsd,QSlinks03_95centernscale2QSlink3regr.bstval,QSlinks03_95centernscale2QSlink3regr.bstsd,QSlinks14_55range012QSlink3RRFglobalval,QSlinks14_55range012QSlink3RRFglobalsd,QSlinks14_55range012QSlink3RRFval,QSlinks14_55range012QSlink3RRFsd,QSlinks115_60expoTrans2QSlink3RRFval,QSlinks115_60expoTrans2QSlink3RRFsd,QSlinks14_55all2QSlink3bridgeval,QSlinks14_55all2QSlink3bridgesd,QSlinks14_55Intrange012QSlink3kknnval,QSlinks14_55Intrange012QSlink3kknnsd,QSlinks03_95all2QSlink3regr.bstval,QSlinks03_95all2QSlink3regr.bstsd,QSlinks115_60expoTrans2QSlink3cforestval,QSlinks115_60expoTrans2QSlink3cforestsd,QSlinks03_95expoTrans2QSlink3regr.gaussprval,QSlinks03_95expoTrans2QSlink3regr.gaussprsd,QSlinks14_55asis2QSlink3Rboristval,QSlinks14_55asis2QSlink3Rboristsd,QSlinks03_95ICA2QSlink3regr.gbmval,QSlinks03_95ICA2QSlink3regr.gbmsd,QSlinks14_55all2QSlink3Rboristval,QSlinks14_55all2QSlink3Rboristsd,QSlinks03_95centernscale2QSlink3cforestval,QSlinks03_95centernscale2QSlink3cforestsd,QSlinks14_55Intrange012QSlink3rfval,QSlinks14_55Intrange012QSlink3rfsd,QSlinks03_95all2QSlink3parRFval,QSlinks03_95all2QSlink3parRFsd,QSlinks14_55range012QSlink3cforestval,QSlinks14_55range012QSlink3cforestsd,QSlinks03_95quantile2QSlink3parRFval,QSlinks03_95quantile2QSlink3parRFsd,QSlinks14_55Intquantile2QSlink3regr.gaussprval,QSlinks14_55Intquantile2QSlink3regr.gaussprsd,QSlinks03_95ICA2QSlink3regr.rknnval,QSlinks03_95ICA2QSlink3regr.rknnsd,QSlinks03_95all2QSlink3regr.gaussprval,QSlinks03_95all2QSlink3regr.gaussprsd,QSlinks03_95asis2QSlink3regr.rknnval,QSlinks03_95asis2QSlink3regr.rknnsd,QSlinks03_95centernscale2QSlink3regr.gbmval,QSlinks03_95centernscale2QSlink3regr.gbmsd,QSlinks14_55IntPCA2QSlink3regr.cvglmnetval,QSlinks14_55IntPCA2QSlink3regr.cvglmnetsd,QSlinks115_60asis2QSlink3regr.glmboostval,QSlinks115_60asis2QSlink3regr.glmboostsd,QSlinks14_55asis2QSlink3RRFglobalval
7,3.8,0.837,4.8,0.837,4.25,0.5,4.5,1,3.8,0.447,3.6,0.548,4,0.632,4.2,0.837,5,0.816,4,0.816,4,0.707,4,0.816,3.75,0.5,4.4,0.548,5.25,1.258,4,0.707,5,0.707,4,0,5.25,0.957,4,0,4.4,0.894,4,0,4,0.611,5,1.414,4,0,4.4,0.894,4,0,5.5,0.577,4,0.816,4.5,0.837,4,0.647,4,0.707,5,0.816,4.5,0.707,5,0.816,3.5,0.707,4.25,1.258,4.6,1.14,4.25,1.258,4.75,0.957,4,0.632,4,0.611,4.25,0.5,4,0.755,6.4,0.894,3.5,0.707,4.5,0.707,4,0.632,3,0,5.333,0.577,5,0.654,2.833,0.408,4,0,5,0.68,3,0,4,0,3.6,1.14,5,0,4,0.719,3.5,0.707,4,0,4.8,0.837,2,0.875,3.5,0.707,4,0,4.5,0.707,5,0.812,4,0.707,5,0,4,0.71,2,0,4,0.658,4,0.707,4,0,3.5,0.707,4,0,3,0,4,0,3,0.894,3,0,4,1.225,4.5,0.707,4,0.687,5,0,5.5,0.707,4,0.587,5,0,3,0.632,6,0.816,3.167,0.408,6,0,4.6,1.14,5.333,0.516,3.167,0.408,4
7,4,0.707,4.8,0.447,4.4,0.548,4,0,4,0.707,4,0.707,4.5,0.837,4.4,0.894,4.75,0.5,4.25,0.957,4.4,0.894,4.5,1.291,3.8,0.447,4.5,0.707,5,0,4.4,0.894,4.4,0.548,4.5,0.707,4.75,0.957,4,0,4.8,1.095,4,0,4,0.611,4,0,4.5,0.707,4.4,0.548,6.483,0.452,4.25,0.5,3.75,0.5,4.5,0.837,5,0.647,4.2,0.837,4.25,0.5,5,0,4.25,0.5,4,0,3.75,0.5,4.6,1.14,3.75,0.5,4.25,0.5,4.167,0.753,4,0.611,4.25,0.5,4,0.755,5.2,0.837,2,0,5,0,3.8,1.095,3,0,5.333,0.577,5,0.654,2.6,0.548,4,0,5,0.68,3.5,0.707,5,0,3,0,5,0,5,0.719,4,0,4,0,4.2,0.447,3,0.875,4,0,5,0,4.5,0.707,5.5,0.707,4.2,0.837,6,0,4,0.71,2,0,4,0.658,4,0.707,4,0,4,0,5,0,2.8,0.447,4,0,3,0,4,0,4,0.816,5,0,4,0.687,6,0,6.568,0.57,4,0.587,5,0,3.2,0.837,4.5,0.707,3,0,6.667,0.577,3.75,1.258,5,0,3.5,0.577,4
24,18.6,1.817,16.8,1.643,18.4,1.14,18.667,1.211,18,1.225,18.2,1.789,16.75,0.957,16.4,0.548,17.25,1.5,15.8,0.837,16.6,0.548,16.2,0.837,18.4,1.517,17.75,1.258,17,0.816,16.2,0.447,17.4,0.548,6.44,0.848,17.75,0.957,18.5,0.707,17.4,0.894,16.5,0.707,17,0.611,18,1.061,17,0.602,14.4,1.517,16.5,0.707,17,0.816,18.25,0.957,14.667,0.816,17,0.647,17,1,18.25,0.957,16,0.948,17.5,1.915,18,1.414,18.75,1.893,12.8,1.304,19,0,15.25,1.708,17.5,1.643,17,0.611,18,1.155,17,0.755,10.8,1.304,18,1.116,6.53,0.587,17.167,3.656,19,0.508,17.667,0.577,17,0.654,14.333,1.211,18,0.511,18,0,19,0.735,20,0,14.833,3.312,20,0,18,0.719,17,0.995,17,0,17.2,1.304,21.5,0.707,17,0.635,17,0,6.546,0.782,16,0.812,17.4,1.342,20,0,17,2.16,20,0.707,17,0.658,18,0.707,16,0,18,0.493,15,0,18.429,0.787,17.5,0.707,11.167,1.169,17,0,17.6,4.278,6.672,0.672,18,0,20,0,17,0,17,0.587,16,0,10.833,0.753,13,0,11,1.265,11,0,17,2.915,12,0.894,17.143,1.215,16
3,6.6,1.817,3.8,1.483,6.25,2.062,5,1.155,6.2,1.483,6.4,2.191,5.6,1.817,6,1.581,3.25,0.957,6.2,1.304,6,2,5.667,1.633,6.2,2.168,5.333,1.528,4.25,1.258,6.2,1.304,4.429,0.976,6.44,0.848,3.5,0.577,6.5,0.707,5,0.707,7.5,0.707,9,0.611,6.634,1.061,6.542,0.602,8,2.121,6,0,4.25,0.5,7.75,2.217,7.8,2.387,9,0.647,11.2,2.28,7,2.16,6.587,0.948,3.75,0.5,7,0,8,1.826,8.6,2.881,6.5,1.915,11.25,2.986,9,2.098,10,0.611,7,2.944,8,0.755,4,1.549,6.582,1.116,6.53,0.587,4.714,0.951,6.541,0.508,4.5,0.577,5.5,0.707,7.5,1.225,12,0.511,6,1.414,6.554,0.735,5,0,13.2,2.49,5,0,10,0.719,6.449,0.995,9,0,11.25,3.594,10.5,0.707,6.365,0.635,6,0,6.546,0.782,6,0.812,10.2,1.924,4,0,5,0.71,7.6,1.817,9,0.658,8,0.707,8,0,6.463,0.493,4,0,7.556,1.59,10,1.414,6.5,1.975,11,0,4.2,1.643,6.672,0.672,6,1.414,5,0,5.5,0.707,11,0.587,5,0,7.5,1.643,3.5,1.732,6.714,1.89,6.147,0.595,4.4,1.14,6.333,0.516,11.333,2.422,8
3,2.25,0.5,2,0,2.333,0.577,2.667,0.577,2.25,0.5,3,0,2.75,0.5,3,0,2,0,3,0,3,0.816,2.8,0.447,2.5,0.577,3.667,0.577,2.333,0.577,3.25,0.5,2.25,0.5,3,0,2.333,0.577,2.5,0.707,2.25,0.5,2.5,0.707,3,0.611,3,1.414,3,0,3.5,0.577,3,0,2,0,3,0,3.25,0.5,3,0.647,3,0,3,0,3,0,2,0,2,0,3,0,3,0,3,0,2.667,0.577,2.5,0.577,3,0.611,3,0,3,0.755,2,0,1.5,0.707,3,0,0.5,0.577,2,0,2.25,0.5,3,0.654,2.5,0.577,1.667,0.577,2,0.68,1.5,0.707,3,0,2,0.816,3,0,3,0.719,2,0,3,0,3,0,3,0.875,2.5,0.707,2,0,3,0,2,0.812,2,0,3,0,3,0.71,3,0,3,0.658,4,0.707,3,0,2,0,3,0,3,0,2.5,0.707,2,0,3,0,1,0,2.5,0.707,3,0.687,3,0,2.5,0.707,3,0.587,2,0,3,0.816,2,0,1.5,0.577,2,0.595,0.333,0.577,4.75,0.5,2.5,0.577,3
24,20.2,1.095,19.4,1.342,20.667,1.155,20.667,1.506,20.2,1.304,20.2,0.837,18.4,1.673,19,1.732,19.75,1.258,19.4,1.673,19.6,1.517,19.167,1.329,20.25,0.5,20.6,1.14,17.75,2.872,19.6,1.517,20.2,1.304,21,0.848,20,1.414,21,0.859,18.6,1.949,20,0.695,19,0.611,25.5,3.536,18.5,0.707,17.6,1.673,18.5,0.707,19.75,0.957,20.75,0.957,19.143,1.574,21,0.647,20.2,1.095,20.75,0.5,20.5,2.121,20.5,1.732,21,1.013,21.25,0.957,19.2,1.789,20.75,0.5,20.25,0.5,20.167,0.753,21,0.611,21,0.816,19,0.755,12,1,27.5,4.95,21,0.587,16.6,3.209,24,0,18.75,1.893,6.22,0.654,23.8,1.095,24.333,2.309,6.23,0.68,24.5,0.707,19,0,28.833,3.43,18,0,20,0.719,20,7.071,19,0,20.8,1.643,6.307,0.875,19,1.414,21,0,22,0.782,6.56,0.812,19,1.871,19,0,17.5,4.95,24,0.816,22,0.658,22,0.707,20,0,24,0,17,0,24.6,0.894,20,0.603,14.8,0.837,19,0,21.75,3.096,22,0.672,6.248,0.687,17,0,17,0.57,21,0.587,17,0,13.2,0.837,12,0,13.2,0.837,12,0.595,19.25,4.349,10.8,1.095,22,4.604,22
24,14.5,1,16,1.414,14.75,1.5,16.5,0.707,14.5,1.291,14.5,1,13.25,1.258,11.25,1.5,13.667,2.517,11.75,2.062,11.5,1.732,12.2,2.168,14.5,0.577,17.333,0.577,17.667,3.215,11.25,2.062,16.5,3.536,17.5,2.121,15,4.359,16,1.414,15.5,1.291,15.5,0.707,16,0.611,13,4.359,15.333,1.155,12,1.414,18,0.452,14,2,17,1,13,2.449,15,0.647,13.75,1.5,17.667,1.155,17.667,2.082,14.333,2.082,14.5,2.121,16.333,1.528,13,2,17.333,1.528,16.667,1.155,14.5,1.291,15,0.611,17.667,1.528,14,0.755,11,0,15,1.732,16.5,0.707,16.8,5.167,15.667,0.577,17.333,2.082,6.22,0.654,18.4,2.302,15,1,6.23,0.68,15,2,13,0,20.25,1.5,11,0,16,0.719,14.333,3.512,16,0,17.333,0.577,6.307,0.875,13.667,0.577,15,0,17,0,11.5,3.536,13,1.155,11,0,12,0,13.75,0.957,6.368,0.658,6.31,0.707,16,0,15.667,0.577,10,0,12.667,1.155,16,0,15,1.581,13,0,14.5,2.38,16,0,6.248,0.687,12,0,18,0.57,13,0.587,16,0,13,1,11.333,0.577,12.75,1.258,11,1,16,1.155,9.2,1.304,12.667,1.528,17
7,6.25,1.5,5.25,0.957,6.25,0.957,6,1.155,6.25,1.5,6,1.155,5.75,0.5,5.75,0.957,6,1,6.5,1.291,6,1.414,6,0.816,6.25,1.258,6.5,0.707,5.333,1.155,6,1.414,7,1.414,6,0.848,6,0,6.5,0.707,5.25,0.5,6.5,0.707,6,0.611,7.5,0.707,6.5,0.707,6.5,1.291,6,0.452,7,1,5.333,0.577,6.75,0.957,6,0.647,6,1.414,5.333,0.577,6,0,6.333,0.577,7,0,4.667,0.577,7,1.414,5,0,6.333,0.577,5.75,1.5,6,0.611,5.333,0.577,8,0.755,5.667,0.577,7.5,0.707,7,0.587,5.75,0.957,7.5,0.707,5.25,0.957,5,0,7.75,0.5,7.5,0.707,5,0,6.5,0.707,7,0,4.667,1.528,6,0,7,0.719,7.5,0.707,6,0,6.667,0.577,6.5,2.121,6.5,0.707,8,0,6,0.782,6.56,0.812,5.5,1.732,6,0,8,0.71,6.333,0.577,8,0.658,7,0.707,8,0,7.5,0.707,5,0,6.5,0.707,6.5,0.707,8.25,1.258,7,0,6.333,1.155,6,0.672,5,0,7,0,7,0.57,5,0.587,5,0,8,0.816,6.333,0.577,7.5,0.707,6.147,0.595,6.667,1.155,8,0,6,0,7
24,8.6,0.548,9.8,0.837,9.4,1.517,10.333,2.309,8.6,0.548,9,0.707,7,0.707,6.8,0.447,10.25,0.5,6.8,0.447,6.4,0.548,6.667,0.516,8.6,0.548,9.667,1.155,8.5,0.577,6.6,0.548,8,1.225,11,1.414,9,1.155,9,1.414,9.8,1.304,8.5,0.707,10,0.611,7.5,0.707,10.5,0.707,6.4,0.548,6.483,0.452,8.25,0.957,8.5,0.577,6.571,0.535,10,0.647,7.2,0.447,9.25,1.258,10.5,0.707,8.75,0.5,9,1.414,9,0.816,6.2,0.447,8.75,0.5,7.75,1.258,7.667,0.516,9,0.611,9.25,1.258,11,0.755,8.2,1.095,10,1.414,9.5,0.707,15.2,1.304,9,0,9,0,9,1.414,6.8,0.837,8,0,8.5,2.121,8.5,0.707,7,0,6.667,0.577,7,0,9,0.719,9,0,11,0,8.2,0.837,7.5,0.707,8.5,0.707,10,0,9,0,8,1.414,7.6,0.548,7,0,7.5,0.707,10,0.816,11,0.658,11,0.707,8,0,8,0,6,0,8.4,0.548,9.5,0.707,9,0,10,0,9.25,3.304,9,0,11.5,2.121,7,0,6.568,0.57,11,0.587,7,0,7.8,1.304,8.333,0.577,9,0.707,7,0.595,11.25,3.304,7.2,0.447,10.333,0.577,10
24,12.8,0.837,12.5,0.577,13.333,1.528,13.2,1.789,13,1.225,12.8,1.095,13.333,0.516,13.6,0.548,12.5,0.577,13.5,0.548,13.8,1.304,14,1,13.25,1.258,14,0,13,1.155,14.2,1.304,11.5,0.548,15,0.848,12,0.816,12.5,0.707,12.6,1.14,12.5,0.707,13,0.611,14.5,0.707,13.5,2.121,11.4,1.342,13,0.452,11.25,0.5,12.75,0.957,12,1,14,0.647,10.8,0.837,13.5,1.291,11.5,0.707,11.5,1.291,11.5,3.536,13.25,0.957,11.8,1.643,14,1,11.75,0.5,12.167,0.753,13,0.611,13.5,1.291,13,0.755,9,0.632,15.5,4.95,14,0.587,18,1.414,15,0,12.667,0.577,6.22,0.654,15.8,1.643,14,1.414,6.23,0.68,14,0,14,0,13,2.646,13,0,12,0.719,12.5,2.121,13,0,12,1.414,6.307,0.875,13,1.414,17,0,13,0.782,10,0.812,11.8,0.837,13,0,15,0.71,11.5,0.577,13,0.658,13,0.707,11,0,14,1.414,6,0,9.333,0.707,13,1.414,9,0.816,13,0,13.5,3.317,14,0.672,6.248,0.687,12,0,14,0.57,14,0.587,13,0,10,1.225,9.5,0.577,7.167,0.408,10,0,17.5,4.796,11.4,0.894,11.167,1.169,13
3,16,0.816,19.25,1.5,15.5,0.707,16,1,16.75,0.957,17,0.816,17.25,1.708,17.25,1.708,18.667,2.082,17.25,0.5,17.5,1.291,18.25,1.258,16,1,13,1.414,19.333,1.528,17,1.633,19,1.732,15,0.848,19,2,15.5,3.536,18.5,2.517,13.5,2.121,9,0.611,9,2.828,15,0,16.25,1.708,17.5,0.707,18.333,1.155,14.667,2.309,17,0,12,0.647,18,1.414,15.333,2.517,18,0,18.667,1.528,11,1.414,15.333,3.786,17.75,1.708,16.667,2.309,15.667,0.577,16.5,2.082,10,0.611,15.333,2.309,13,0.755,11,5,13,2.828,18,0.587,16,3.559,12.5,0.707,19,2.55,20,0.654,17.75,1.708,12.5,0.707,20,0.68,12.5,2.121,17,0,16,1,16,0,10,0.719,14,1.414,9,0,15,1.732,14,0.875,12,0,11,0,18,0.782,17,2.828,13.5,1,16,0,16,0.71,16.333,1.528,11,0.658,11,0.707,11,0,12.5,0.707,11,0,15.333,3.055,13,2.828,15.25,2.872,13,0,17.667,2.309,16,0.672,18,0.687,16,0,18.5,0.707,12,0.587,17,0,15.5,1.291,10.5,6.364,13.667,3.215,7,1.414,21.667,2.082,10.25,0.5,12,1,14
2,5,0,4.8,0.837,5,0.707,5,0,5.2,0.447,5.2,0.447,5.6,0.548,5.6,0.548,4.5,1,4.8,0.447,4.8,0.447,5,0,5.2,0.447,4.6,0.894,4.5,1,5,0.707,4.6,0.894,6,0,4.5,1,4.5,0.707,4,0,4.5,0.707,4.5,0.707,6,0,6.5,0.707,5.6,0.548,5,0.452,5,0.816,5.25,0.957,5,0,5,0,5.2,0.447,5,0.816,5,0,4.5,1,5.5,0.707,5,0,5,0.707,5,0.816,5.75,0.5,6.167,0.753,5,0,4.75,0.957,6,0,3.333,0.816,5.5,0.707,6,0,5,1.414,5,0,4,0,6.22,0.654,4.6,0.548,6,0,4,0.68,5.5,0.707,6,0,4.6,1.14,6,0,4.5,0.707,5.5,0.707,4,0,6,0.816,3,0.875,7,0,5,0,6,0,6,1.414,7,0.707,5,0,4,0.71,5.25,0.5,6,0.658,6,0.707,5,0,6,0,6,0,5.75,0.463,5.5,0.707,4.4,0.548,6,0,5,0.816,6,0,5,0.687,5,0,4,0.57,6.5,0.707,4,0,5.4,0.894,3,0,5,0,3.5,0.707,3,2.16,6.4,0.548,7,0.816,4
24,11.75,2.5,13,0.816,11.75,2.5,13,1.633,11.75,2.5,11.5,2.082,11.333,0.577,11,0.816,12.667,0.577,11.5,0.577,11,0.816,11.5,0.577,12,2.646,11.5,0.707,12.667,0.577,10.75,0.5,12.5,0.707,11.5,0.707,13,1,10.5,0.707,13.5,1,10.5,0.707,10,0.611,12.333,1.528,13.25,2.062,10.75,0.5,13.5,0.707,13.333,0.577,11.667,2.082,11.5,1,11,0.647,12.5,2.082,11.667,3.055,12.333,2.082,14.333,0.577,11,0,12,2,12,1.414,12,2.646,13.333,1.528,12.5,1.915,11,0.611,12.333,3.215,11,0.755,10.333,1.155,14.333,0.577,11,0,13.25,1.708,13.333,2.082,13,1,11,1.414,17.75,1.5,12.25,1.5,11,2.828,12.333,2.082,11,0,14,1,11,0,10,0.719,12,2,10,0,14,2,15,2.828,10.667,3.055,13,0,11.5,0.707,6.56,0.812,12,1.414,11,0,11,0.71,13.667,2.309,6.368,0.658,6.31,0.707,11,0,12,1.826,6,0,12,1.414,12.5,0.707,9.75,1.258,12,0,15.667,3.055,11.5,0.707,13.5,0.707,10,0,12,0.57,12,0.587,10,0,9.25,0.957,9.5,0.707,10.5,0.707,11.5,0.707,10.667,2.309,10.75,0.5,13.5,2.38,10
24,10.2,1.304,12.6,1.14,10.8,1.095,11.4,1.14,10.4,0.894,10.6,0.894,13,1,13,1,12,0.816,12.8,0.837,13.2,0.837,13.8,1.304,9.6,1.517,9.25,0.5,13.25,1.708,13.2,1.304,11.8,0.837,11,0.848,12.75,1.5,11,0.859,11.4,1.342,11,0.695,11,0.611,7.5,0.707,9.667,1.155,11.2,1.095,14,0,12.5,1,9.25,0.957,13.2,1.483,11,0.647,10,1.414,9.75,0.957,11,0,11.5,1,13,1.013,9.25,0.5,13,1,10,1.414,9.25,0.957,9.667,1.506,11,0.611,9.5,1,11,0.755,9.333,0.516,9,1.414,10,0.587,12.167,4.262,8,0,11,1,11.5,2.121,10,1.871,8,0.816,11,2.828,8.5,0.707,15,0,10.8,1.483,14,0,12,0.719,7.5,0.707,11,0,9.25,0.957,12,0,7.5,0.707,12,0,9,0.782,6.56,0.812,9.2,0.837,14,0,11,0,9.75,0.957,6.368,0.658,6.31,0.707,12,0,7.333,0.577,9,0,9,1.414,12,0.603,8.8,1.304,11,0,14,2.708,9,0.672,12.5,3.536,12,0,14,1.414,10,0.587,15,0,8,0.707,10.5,0.577,8,1,10,0.595,13.75,2.63,9,0.707,9.5,0.548,12
1,6.5,1.732,5.25,0.5,6,1.414,4.5,0.707,5.5,1.732,6.5,1.732,6.2,0.837,6.75,0.5,4.667,0.577,6.8,0.447,7,0.816,6.6,1.14,6,1,5,0.847,4.667,0.577,7,0.816,5,0,6.44,0.848,5,0,4.5,0.707,5.75,0.5,6.5,0.707,7,0.611,6.634,1.061,6.542,0.602,8,0.816,7,0.452,5.333,0.577,6,1.732,7.75,0.957,5,0.647,6,1,6,1.732,6.587,0.948,6,1,5,0,5.667,2.082,9,0.816,5,0,5.667,0.577,6.25,0.5,7,0.611,6.333,2.309,6,0.755,6.667,0.577,6.582,1.116,6.53,0.587,6,1.633,6.541,0.508,5.667,0.577,6,0.654,6.5,1.291,6.478,0.511,5.5,0.707,6.554,0.735,6,0,7.5,2.121,6,0,8,0.719,6.449,0.995,7,0,6,1.732,9.5,2.121,6.365,0.635,4,0,6.546,0.782,6.5,0.707,6.5,1.291,7,0,5,0.71,6.333,0.577,6,0.658,6,0.707,7,0,6.463,0.493,5,0,7,0,7.5,3.536,6.75,0.5,10,0,5,1,6.672,0.672,5,0,7,0,7,0.57,10,0.587,8,0,8.25,0.5,7.333,0.577,6.5,0.707,8,0.595,4.667,1.528,7.25,0.5,10.5,0.707,6
