-0.14,85,81,1964,4.38,702332,708287,14368,15345,20408,76071,167542,428921,5,4.33847472150814,0.92635667100003,5,5,5
-0.0468,86,158,1989,4.03,597775,608824,4239,12106,25938,122675,218617,229488,4,3.94455852156057,0.928750194068517,4,4,4
-0.512,87,109,1958,4.3,691231,707879,22001,7761,18539,90575,230227,360777,4,4.26755335601608,0.832734450922291,4,4,4
1.37,93,1350,1911,4.12,639357,692249,13054,8005,25207,129646,243821,285570,4,4.07946498819827,0.89734356358191,4,4,4
-0.691,94,555,1967,4.04,490565,575667,21671,27340,37646,87675,155809,267197,4,3.9411871813547,1.1484276550839,4,4,4
0.108,95,2303,1891,4.06,590014,674551,19647,9825,30735,129420,246892,257679,4,3.92819231970028,0.940457515435509,4,4,4
-0.543,97,2207,1897,3.98,618973,689739,17263,11756,36719,151396,246043,243825,4,3.85789871504157,0.950738957276623,4,4,4
-0.311,100,39,1998,4.02,546502,562787,19941,21699,33702,92590,175725,239071,4,3.98470755163172,1.05967607140208,4,4,4
0.732,101,59,2000,3.97,495736,514276,14982,19718,29034,93427,178021,194076,4,3.977880361608,0.985119786114565,4,4,4
0.0554,102,110,1963,4.22,620618,636061,9102,15392,27532,93700,167043,332394,5,4.26417747226996,0.90986570904649,5,5,5
0.171,103,1310,1844,4.21,555822,601220,15925,10381,22482,89980,183142,295235,4,4.19803242849335,0.893136563443611,4,4,4
0.155,111,98,2005,3.64,501430,510582,18027,19453,47004,145437,183150,115538,4,3.5396614038425,1.01604148354766,4,4,4
-0.663,113,251,1961,3.98,563265,582515,13734,20639,37912,106269,186745,230950,4,3.91143433179723,1.07640774076455,4,4,4
-1,117,165,1962,4.04,615907,650094,19413,17313,34988,119115,209745,268933,4,4.04007892465162,0.994308814421921,4,4,4
1,121,370,1955,3.88,469836,517990,18107,21091,37205,108664,165477,185553,4,3.83181645809632,1.06313331976334,4,4,4
0.152,123,11,1991,3.99,488269,488355,3139,5075,20119,111543,190966,160652,4,3.82917685411573,0.911558333418938,4,4,4
-0.0466,127,100,2000,3.92,490504,499066,10895,15111,25871,106453,189120,162511,4,3.83742248584524,0.956012845452448,4,4,4
-0.141,129,275,1962,4.18,491642,514458,7855,5672,15978,78714,191622,222472,4,4.13841763120343,0.885281684701847,4,4,4
-0.222,131,381,1939,3.92,322321,553352,12991,23552,40261,103475,173589,212475,4,3.88508983641727,1.09581977177605,4,4,4
0.43,145,180,2001,3.67,455610,479733,7798,14380,45006,143182,160819,116346,3,3.42043132803632,1.06545129518681,3,3,3
-0.92,158,338,1964,4.1,453959,494747,8473,6236,17193,94240,178216,198862,4,4.0465694398409,0.87603165365981,4,4,4
0.101,162,675,1942,3.96,420600,483623,14836,10563,28920,100140,174957,169043,4,3.82503614955588,1.0124030020545,4,4,4
-0.139,181,223,1965,4.05,381652,401839,11754,10639,17836,70857,144616,157891,4,4.0633534810835,0.917934821249367,4,4,4
-0.0193,184,242,1988,4.29,440743,463491,11053,4277,10823,64536,152003,231852,4,4.22203742203742,0.817878824221032,4,4,4
-0.169,200,474,1939,4.23,408983,456680,17264,6134,12476,66243,156306,215521,4,4.1401146846173,0.875726352919834,4,4,4
1.07,219,270,1956,4.24,376385,401676,8871,3772,12192,59975,133056,192681,4,4.13852242744063,0.891174236847415,4,4,4
0.61,221,74,1995,4.08,311543,321298,13729,7819,16453,57341,98786,140899,4,3.83203952011291,1.07437022352076,4,4,4
-0.663,222,143,1980,3.98,327122,336212,3899,10266,17695,65161,118463,124627,4,4.00032351989647,0.97326722242122,4,4,4
-0.76,230,1451,1817,4.13,365425,402359,13117,6688,15653,71218,133222,175578,4,4.04234908750585,0.936472012591813,4,4,4
-0.598,243,197,1987,4.11,334647,352203,6416,4302,12725,64835,128990,141351,4,3.91378899738033,0.932805786748374,4,4,4
-0.733,245,125,1977,3.98,337644,353474,9270,8287,20081,74409,119504,131193,4,3.92596041909197,0.990459309840988,4,4,4
-1.33,249,104,2005,3.97,294726,319116,21107,8847,20556,61303,109008,119402,4,3.84825234441603,1.05921425390656,4,4,4
0.312,255,147,1957,3.68,283295,296645,14666,30901,27442,53762,78744,105796,4,3.48852614147149,1.34598960139598,4,4,4
-0.985,264,343,1926,3.83,284988,303117,9826,9602,23682,70004,105785,94044,4,3.72578707041577,1.05453724896648,4,4,4
0.0686,265,127,1943,4.24,291909,309000,16088,3693,9667,43734,103879,148027,4,4.19058295964126,0.885203235901578,4,4,4
0.0718,287,154,1943,3.85,244545,254976,10198,18158,18720,44131,76424,97543,4,3.64168490153173,1.2584714004161,4,4,4
-0.375,288,117,1984,4.01,270318,278255,2117,9470,13707,49906,95296,109876,4,4.01933804388248,0.973800089968424,4,4,4
0.46,297,155,1963,4.18,238940,274153,8050,2701,8491,43680,102441,116840,4,4.11126840317101,0.859298930745293,4,4,4
1.12,301,1369,1899,3.42,255576,308391,9791,25591,42946,84433,88608,66813,3,3.39022161297692,1.18080913419077,3,3,3
0.175,321,69,1961,4.04,268548,280179,8725,6585,15232,53560,89699,115103,4,3.95175,1.02649177241696,4,4,4
-0.572,325,138,1989,4.22,226964,246452,11197,4679,9761,33669,76223,122120,4,4.1341778697001,0.974906477134309,4,4,4
-0.624,326,96,1999,3.93,245674,254276,5960,3765,13598,60133,94893,81887,4,3.77152797912438,0.954286344229889,4,4,4
0.918,335,182,1961,3.99,270402,289737,5120,4235,13199,65762,104078,102463,4,3.92556634304207,0.914788898722264,4,4,4
-0.204,337,32,1996,4.37,222842,238420,4254,2657,6328,26431,66655,136349,5,4.30519877675841,0.889318625269642,5,5,5
0.478,344,54,1997,4.08,201337,204766,5096,2631,7051,37023,81934,76127,4,4.02915451895044,0.882789558020011,4,4,4
0.168,350,98,1971,4.08,232489,242140,5021,4730,11381,42362,84094,99573,4,3.91961651917404,1.00321806091691,4,4,4
0.304,354,153,1987,3.77,233825,245098,7749,12441,21409,53863,79915,77470,4,3.63820926600729,1.14334619912196,4,4,4
0.115,373,197,1982,4.22,245855,264369,7906,2987,7906,42480,86105,124891,4,4.14122533748702,0.861290514991164,4,4,4
1.05,381,54,1995,4,208333,210368,3147,2053,8967,48023,79147,72178,4,3.8695987654321,0.933100801849932,4,4,4
0.861,383,69,2003,3.62,184241,189931,10857,9619,18950,51504,63727,46131,3,3.42015133412983,1.07927604895034,3,3,3
0.222,387,133,1953,3.55,242980,253242,5390,9010,29173,80661,83304,51094,4,3.53960674157303,1.02571810239447,4,4,4
0.845,388,93,1986,3.68,222553,231963,10378,12070,22390,59179,73180,65144,4,3.60033444816054,1.0813656290881,4,4,4
-0.802,398,61,2001,3.73,179347,183361,5063,7881,12314,47602,69009,46555,4,3.77565632458234,0.932937170123038,4,4,4
0.0221,401,425,1929,3.79,186613,207523,7249,6224,16181,50604,77096,57418,4,3.69569288389513,1.029126337413,4,4,4
-0.329,413,1341,1844,4.06,195274,221481,4974,2176,8195,46090,83254,81766,4,3.99412148922273,0.872816112901722,4,4,4
-0.776,426,131,1980,3.89,170776,185391,11881,10993,15078,31369,54306,73645,4,3.73324441480493,1.22985373280079,4,4,4
-0.0401,436,168,1997,3.91,165378,182127,9294,5833,12631,37349,61880,64434,4,3.80222496909765,1.02986484221292,4,4,4
-0.242,468,80,1937,3.87,181106,198264,9005,5743,14231,44676,69779,63835,4,3.77805309734513,1.05443876497295,4,4,4
0.662,476,165,1978,4.07,167106,179078,4569,3098,7716,31528,67942,68794,4,4.00092793071451,0.93590990832449,4,4,4
0.538,489,721,1923,4.22,142641,164552,6263,2748,6601,24667,47472,83064,4,4.08166189111748,1.01706317148995,4,4,4
0.117,492,99,1986,4.04,164287,182764,6579,1855,8031,36323,70924,65631,4,3.89915966386555,0.919657142186598,4,4,4
0.813,495,65,2000,3.68,145459,149779,8673,7877,15434,35148,50148,41172,4,3.5696305318717,1.15595592644909,4,4,4
0.0744,497,1033,1877,3.94,183255,195205,3377,3633,11665,47165,62472,70270,4,3.8805913570887,1.00045235833878,4,4,4
0.163,508,57,2001,3.6,152786,157470,5723,10628,14572,40395,53783,38092,4,3.66872890888639,1.02250460132292,4,4,4
-1.03,540,11,1905,4.2,199872,215833,5128,2653,6227,35428,73488,98037,4,4.16814516129032,0.84328337624971,4,4,4
-0.826,575,124,1999,3.83,148563,158413,3628,2738,11205,41822,57567,45081,4,3.69084913437758,0.988623295771204,4,4,4
-0.669,596,117,1995,3.91,137412,142791,1518,986,6288,38331,55983,41203,4,3.75972637879436,0.899806609980499,4,4,4
-2.83,640,113,2002,3.72,131352,136307,2700,2481,11391,40947,48338,33150,4,3.51246943765281,0.991384616877396,4,4,4
-2.94,660,83,1980,3.55,129811,134422,1587,2910,13893,48006,45059,24554,3,3.40817204301075,0.990411155077906,3,3,3
-1.03,661,47,1972,4.22,146073,147047,2213,2443,5423,23838,40774,74569,4,4.24240809802877,0.892608929582861,4,4,4
-0.0423,693,122,1987,3.77,128244,135005,2313,1851,9728,40085,49513,33828,4,3.62952773956901,0.952220585223205,4,4,4
-0.455,704,114,1985,4.1,124876,134263,3170,1250,4327,23669,55302,49715,4,4.0343137254902,0.842068610732745,4,4,4
-1.06,705,132,1984,3.66,130219,136473,1641,2810,13288,44786,41617,33972,3,3.45967342899555,0.976953079242374,3,3,3
-0.11,715,139,1949,3.49,132061,147597,3486,6733,19241,46338,46051,29234,3,3.4625,1.05509443184408,3,3,3
-0.638,782,452,1899,3.63,125474,137455,5662,7523,14751,35125,44172,35884,4,3.59809119830329,1.11306519414923,4,4,4
-0.772,879,534,1906,3.72,97468,109522,4750,3719,9393,29116,39239,28055,4,3.63321995464853,1.02760903250484,4,4,4
0.00188,903,460,1938,3.62,95620,106766,7096,6095,10982,27984,34074,27631,4,3.44117647058824,1.16347761711756,4,4,4
-1.12,964,74,1973,4.59,90907,94348,1565,826,1281,5819,19982,66440,5,4.51857142857143,0.803635922165423,5,5,5
0.114,1037,119,1998,3.81,80577,86456,1912,1041,5173,25497,32176,22569,4,3.68840579710145,0.958914698323618,4,4,4
-0.148,1057,114,1999,3.83,80377,86213,2264,1012,5098,24899,31881,23323,4,3.66331658291457,0.953327308899159,4,4,4
0.809,1117,121,1995,3.72,83389,92767,2426,1339,7287,28723,33791,21627,4,3.53041018387553,0.936101582494284,4,4,4
0.474,1210,203,1909,4.21,99918,108145,3004,736,2515,17508,39849,47537,4,4.1553544494721,0.812170157563543,4,4,4
-0.858,1237,98,1987,4.13,73573,77706,2028,1035,3074,14363,25457,33777,4,4.01563937442502,0.998495244759505,4,4,4
0.921,1258,116,1980,3.94,82458,90334,2733,1264,5201,22531,29859,31479,4,3.88251366120219,0.952779488250883,4,4,4
-0.168,1265,25,1991,4.41,90147,91269,2392,1337,1827,8751,25772,53582,5,4.45508982035928,0.736163775807637,5,5,5
-2.27,1296,97,2004,3.69,65397,70300,2686,2603,6100,19559,24269,17769,4,3.54252461951656,1.07147357772068,4,4,4
-0.138,1301,104,2005,3.77,65428,69823,2266,893,4463,21542,25960,16965,4,3.62410714285714,0.913971147951416,4,4,4
-2.87,1311,77,1998,3.5,71777,76668,3878,1935,8327,27878,26648,11880,3,3.37531068765534,0.96582750438968,3,3,3
-2.83,1380,80,1986,4.53,76785,84323,4733,329,981,6162,23266,53585,5,4.52173913043478,0.682879021323671,5,5,5
0.836,1435,118,1979,4.18,66923,71077,2025,1244,2666,10630,23727,32810,4,4.2037037037037,0.889349501776144,4,4,4
-2.56,1573,95,2001,3.67,59974,64092,3334,2048,6355,18253,21725,15711,4,3.55613850996852,1.03166596001988,4,4,4
-2.63,1733,100,2002,3.68,53304,56634,1569,821,4168,19241,20480,11924,4,3.57158469945355,0.941425197681204,4,4,4
1.05,2172,67,1968,4.13,40071,42825,1489,153,970,7970,17613,16119,4,4.07473841554559,0.796946905442196,4,4,4
-0.441,2190,123,1948,3.87,47389,53681,3213,1524,3969,11995,18837,17356,4,3.82514285714286,1.02388347244792,4,4,4
1.37,3237,34,1992,4.09,27358,32549,2173,434,1236,5699,12861,12319,4,3.99812030075188,0.905099718055844,4,4,4
-0.46,3273,66,2003,3.46,27719,30977,1576,1205,4038,10776,9245,5713,3,3.3310502283105,1.0425695647018,3,3,3
-0.914,3469,49,1959,4.07,28386,31267,2480,352,1208,5846,12327,11534,4,3.95175438596491,0.917400288310239,4,4,4
1.58,8464,53,1995,4.27,11355,13172,714,86,285,1910,4607,6284,4,4.16428571428571,0.818936969190353,4,4,4
