1.263,1.118,0.145
-2.247,-0.441,-1.805
-3.242,-2.002,-1.24
-0.304,-0.458,0.154
2.131,1.308,0.824
-0.431,0.321,-0.752
-0.406,0.429,-0.835
-0.633,0.715,-1.348
-0.267,1.303,-1.57
3.872,1.491,2.381
-0.299,-0.116,-0.183
-0.253,-0.064,-0.189
-0.357,-0.71,0.353
-1.184,0.361,-1.545
0.863,-0.962,1.824
-0.467,-0.074,-0.394
0.617,0.077,0.54
0.948,-0.239,1.188
1.565,1.596,-0.03
-0.373,0.196,-0.569
-1.048,0.423,-1.471
1.483,2.049,-0.567
-2.329,-1.881,-0.448
-1.757,-0.392,-1.365
-0.846,-0.188,-0.658
1.98,1.536,0.444
2.767,1.587,1.18
0.147,-0.075,0.223
-0.525,-0.851,0.326
1.664,1.018,0.647
0.455,-1.109,1.564
-1.418,-1.477,0.059
2.556,0.773,1.783
-0.198,0.753,-0.951
-1.316,-1.769,0.453
0.081,-0.482,0.563
1.72,1.18,0.54
-0.151,-1.377,1.226
-0.553,-0.214,-0.339
1.372,-0.32,1.692
2.167,1.68,0.487
-1.488,0.14,-1.628
-0.908,-0.338,-0.57
-0.43,0.253,-0.683
1.433,-0.049,1.482
0.599,0.484,0.114
1.082,2.549,-1.467
-1.479,0.054,-1.533
1.858,0.725,1.133
0.624,-0.589,1.212
-1.169,-0.436,-0.733
-2.581,-1.327,-1.254
0.591,-0.017,0.608
-2.588,-0.539,-2.049
-1.888,0.65,-2.539
-0.957,-0.484,-0.473
-1.019,-0.12,-0.899
0.734,-0.022,0.756
-1.414,-2.709,1.295
1.895,0.675,1.22
0.163,0.826,-0.663
-0.562,-1.198,0.635
-0.477,0.415,-0.892
0.784,0.716,0.067
-0.441,-0.684,0.243
2.415,2.407,0.008
2.288,1.503,0.785
-0.212,1.244,-1.456
2.484,1.162,1.323
-0.685,-0.787,0.102
-0.477,0.259,-0.736
-2.904,-1.517,-1.387
-1.71,0.314,-2.023
-0.161,-0.463,0.302
-2.932,-3.078,0.147
-0.431,0.5,-0.931
2.031,1.335,0.696
1.578,-0.297,1.875
-3.115,-0.758,-2.357
-0.673,-0.147,-0.526
1.088,-0.194,1.282
2.076,1.056,1.02
-0.872,-0.067,-0.805
1.867,-0.081,1.948
-0.85,-1.123,0.274
1.941,0.879,1.061
0.112,0.561,-0.449
3.309,2.614,0.696
2.598,0.963,1.635
0.332,0.435,-0.104
-0.013,0.42,-0.433
-1.592,-0.152,-1.441
-1.195,-1.813,0.618
0.326,0.591,-0.265
-0.088,0.553,-0.641
1.346,1.448,-0.102
2.275,0.913,1.362
-0.156,-1.101,0.945
-1.502,-0.868,-0.634
-1.073,0.16,-1.234
1.191,0.012,1.179
1.654,0.52,1.134
-0.979,0.125,-1.104
-1.589,-1.656,0.067
0.754,-0.437,1.191
-1.809,-1.247,-0.562
0.363,0.91,-0.547
0.808,-0.047,0.855
1.069,1.323,-0.255
3.124,0.468,2.655
-0.804,-1.158,0.354
0.464,-0.005,0.469
1.648,0.51,1.137
-0.196,1.063,-1.26
2.345,2.413,-0.069
1.525,-0.205,1.73
3.236,1.827,1.41
-0.801,0.177,-0.978
-1.605,-1.587,-0.018
1.064,0.626,0.438
0.364,0.016,0.349
-0.126,-0.735,0.609
0.907,-0.845,1.753
-2.367,-2.118,-0.248
-0.076,0.588,-0.664
-1.578,-0.922,-0.656
1.707,1.298,0.409
-0.921,-0.217,-0.703
0.512,0.654,-0.142
1.177,1.315,-0.138
1.45,0.092,1.358
0.912,1.228,-0.316
-0.401,-0.567,0.166
-0.033,-0.721,0.687
1.448,1.659,-0.211
1.276,1.081,0.194
1.23,-0.902,2.132
-3.194,-1.996,-1.198
0.572,1.204,-0.632
-0.255,-0.033,-0.222
0.405,0.687,-0.282
-2.636,-1.631,-1.005
-0.114,-0.759,0.645
-1.3,-1.528,0.227
-0.485,-0.198,-0.287
0.522,-0.481,1.003
-1.268,0.338,-1.606
-1.289,-0.591,-0.699
-0.102,-1.052,0.95
4.381,2.297,2.083
-0.276,-0.007,-0.269
-0.935,0.717,-1.652
3.092,0.895,2.196
3.39,1.087,2.303
1.048,0.092,0.956
-2.067,-0.475,-1.592
0.633,0.457,0.175
1.332,1.054,0.278
-0.603,-0.507,-0.095
0.304,-0.113,0.417
2.868,1.641,1.228
1.065,0.019,1.046
0.512,-0.466,0.977
-0.646,-1.115,0.469
1.403,1.278,0.125
1.018,1.101,-0.083
-0.113,0.068,-0.18
-0.558,-0.32,-0.238
2.367,2.167,0.2
2.266,1.304,0.962
-1.18,0.508,-1.688
0.831,-0.047,0.878
-1.663,-0.871,-0.792
-0.413,0.628,-1.041
-1.169,-0.028,-1.141
2.387,1.101,1.286
0.09,0.423,-0.332
-0.133,0.106,-0.239
-0.869,-1.195,0.326
2.231,-0.418,2.65
1.017,0.424,0.593
-1.177,-0.892,-0.285
1.049,0.97,0.079
-0.439,-0.792,0.353
-0.8,0.782,-1.582
-2.416,-1.001,-1.415
-0.136,0.422,-0.558
0.001,0.368,-0.367
0.454,0.208,0.247
-0.737,-0.708,-0.029
-1.265,-1.017,-0.248
-1.15,-0.904,-0.246
0.551,-0.657,1.208
-0.684,-0.74,0.055
-0.365,0.595,-0.96
1.354,-0.157,1.511
0.245,1.73,-1.486
2.611,2.032,0.579
0.269,0.544,-0.276
-0.669,-0.879,0.21
-0.645,-1.778,1.133
0.029,1.043,-1.014
-1.41,-0.562,-0.848
0.333,0.457,-0.124
-0.174,0.089,-0.263
-2.873,-1.69,-1.184
-2.335,-0.905,-1.43
2.571,1.23,1.341
1.328,0.756,0.572
1.879,1.723,0.156
-0.68,-0.231,-0.449
0.585,-0.149,0.734
-0.367,-0.013,-0.354
-1.199,-0.684,-0.515
-0.618,-0.447,-0.17
-0.644,0.439,-1.083
1.316,1.033,0.284
-1.854,-1.169,-0.685
-0.167,-1.562,1.395
0.535,-0.318,0.853
1.464,0.028,1.436
-0.759,-0.804,0.045
0.182,-0.646,0.828
0.665,-0.63,1.295
-2.275,-0.984,-1.291
-0.191,-0.13,-0.061
1.394,-0.506,1.899
-0.496,-0.009,-0.487
-0.541,0.782,-1.323
-1.127,-1.748,0.621
-0.851,-0.034,-0.817
1.371,1.023,0.349
0.352,0.253,0.099
-0.751,-0.217,-0.534
-0.187,-0.48,0.292
-1.039,-0.172,-0.867
-0.721,-0.073,-0.647
-1.728,-1.176,-0.552
0.594,1.798,-1.204
0.32,1.156,-0.836
-0.693,-0.408,-0.285
2.174,1.201,0.974
2.19,1.323,0.867
0.277,-0.462,0.739
0.933,0.015,0.918
2.299,0.092,2.207
0.707,-0.11,0.817
-0.36,0.445,-0.805
3.004,0.796,2.208
0.208,0.284,-0.075
1.919,0.957,0.962
-1.326,-0.013,-1.313
0.99,-0.189,1.179
-0.418,-0.814,0.396
0.23,0.1,0.13
0.362,0.582,-0.22
0.301,0.395,-0.094
0.006,-0.312,0.318
0.249,0.232,0.017
-0.826,-0.507,-0.319
0.487,0.344,0.143
-3.57,-2.097,-1.474
-3.792,-2.059,-1.733
-0.228,-0.404,0.176
-1.488,-2.605,1.117
1.506,0.212,1.295
-1.604,-0.381,-1.223
-1.096,-1.568,0.473
1.973,1.246,0.727
-1.33,-0.499,-0.83
-1.12,-0.45,-0.67
-0.95,-1.336,0.387
2.604,2.024,0.58
0.555,0.07,0.485
-0.142,0.408,-0.55
-1.135,-0.704,-0.431
2.193,0.78,1.413
1.339,-0.433,1.772
-0.152,-0.538,0.386
0.798,1.568,-0.77
-0.408,-0.321,-0.087
-2.151,-1.938,-0.213
1.323,1.003,0.32
-1.268,-0.145,-1.123
0.441,0.486,-0.045
-1.441,-0.597,-0.844
1.096,0.741,0.355
0.383,0.33,0.053
-1.447,-1.467,0.02
-1.481,-0.595,-0.886
2.864,0.959,1.905
1.713,-0.158,1.872
-0.628,-0.851,0.223
-4.95,-2.111,-2.839
-1.507,-0.615,-0.892
-0.833,-1.247,0.414
0.576,0.317,0.259
-1.884,-0.806,-1.078
-1.179,0.744,-1.923
0.152,-0.138,0.29
2.012,1.243,0.769
0.217,0.171,0.046
-0.511,0.197,-0.708
0.201,0.311,-0.11
-0.313,-0.297,-0.016
-1.505,-0.314,-1.192
-0.748,-1.476,0.727
-2.205,-1.188,-1.017
-1.157,-1.733,0.575
-0.395,0.038,-0.433
-1.057,0.765,-1.821
-4.496,-1.09,-3.405
-0.868,0.611,-1.479
-1.312,-1.298,-0.014
-1.609,-2.094,0.485
-1.195,-1.048,-0.147
-1.799,-0.425,-1.374
-0.248,-0.698,0.451
1.166,0.62,0.545
0.504,1.304,-0.8
0.908,0.793,0.114
-0.462,-0.056,-0.406
0.353,0.998,-0.645
0.408,1.64,-1.232
-0.683,0.291,-0.974
-3.048,-1.203,-1.846
-0.508,-0.196,-0.312
1.601,1.181,0.421
-2.369,-0.61,-1.759
-0.316,-0.214,-0.102
1.74,0.936,0.804
-1.986,-1.16,-0.826
0.278,-0.483,0.761
1.17,0.463,0.707
-1.01,-1.812,0.802
-2.046,0.106,-2.152
-0.474,-0.122,-0.352
0.33,0.275,0.055
-0.703,-1.499,0.796
-0.126,0.275,-0.401
-0.253,0.24,-0.492
-0.125,0.355,-0.479
-2.866,-0.678,-2.187
0.877,1.07,-0.193
0.59,0.401,0.189
3.416,0.893,2.523
1.647,-0.974,2.62
-0.184,0.926,-1.11
0.712,0.825,-0.113
-0.915,-1.879,0.964
0.675,0.302,0.373
-0.364,-0.747,0.383
0.409,-0.183,0.591
-0.364,-0.813,0.449
-1.16,-0.591,-0.57
-1.527,-1.217,-0.31
-2.785,-1.294,-1.491
0.553,0.986,-0.433
-0.615,-1.367,0.752
-0.899,-1.55,0.651
0.953,0.574,0.379
1.156,2.383,-1.228
0.214,1.053,-0.839
1.697,0.987,0.71
0.577,0.393,0.184
-1.789,-1.076,-0.713
-1.107,-0.87,-0.237
0.193,-0.508,0.701
-0.995,0.384,-1.379
-1.827,-1.035,-0.791
-0.727,0.991,-1.718
-0.695,-0.366,-0.329
2.006,-0.181,2.187
0.081,0.789,-0.708
-1.172,-0.774,-0.398
-3.374,-2.576,-0.798
0.173,0.212,-0.038
-0.516,-1.077,0.561
-2.038,-1.249,-0.789
3.034,-0.081,3.115
-0.97,1.104,-2.074
-0.428,-1.11,0.682
-0.171,-0.083,-0.088
-1.105,0.084,-1.189
1.355,-0.41,1.765
1.132,0.755,0.377
0.116,-1.077,1.193
0.061,1.709,-1.648
0.784,-0.306,1.091
-0.554,-0.801,0.247
-1.181,-1.373,0.192
-1.536,-1.817,0.281
2.197,1.017,1.18
0.592,-0.902,1.494
-0.772,-0.732,-0.04
-0.239,-0.228,-0.011
-0.631,-0.215,-0.416
-0.967,-0.155,-0.812
1.913,0.118,1.795
-1.481,0.749,-2.23
0.694,-0.208,0.902
-2.27,-1.319,-0.951
-1.499,-1.334,-0.165
2.155,0.495,1.66
0.666,-1.274,1.94
-0.938,-0.203,-0.735
3.238,2.479,0.759
-2.582,-2.882,0.3
1.279,1.289,-0.01
0.623,0.071,0.552
-1.958,-0.429,-1.529
1.5,0.793,0.707
-1.35,-0.578,-0.772
1.058,-0.238,1.295
-0.91,-0.139,-0.772
-0.802,-1.371,0.569
-0.805,-1.01,0.204
-0.078,0.01,-0.088
-3.174,-1.751,-1.423
1.865,0.626,1.238
-0.682,-0.722,0.04
-0.822,-0.683,-0.139
1.45,0.424,1.026
-1.712,-1.119,-0.594
1.073,0.814,0.259
-2.855,-0.669,-2.186
1.086,0.14,0.946
1.252,1.132,0.12
4.566,2.295,2.271
-0.084,0.056,-0.14
0.934,1.369,-0.435
-1.342,-1.075,-0.267
3.383,1.845,1.538
1.092,1.151,-0.059
0.517,-0.504,1.021
-0.4,-0.548,0.149
0.715,-0.062,0.777
-2.67,-0.946,-1.724
0.434,0.001,0.433
-0.225,0.796,-1.021
0.164,-0.052,0.216
-2.956,-1.761,-1.195
-0.791,0.241,-1.032
1.596,1.29,0.307
-1.03,-1.559,0.529
3.079,1.499,1.58
-2.873,-1.535,-1.339
-0.418,0.164,-0.582
-0.723,-0.699,-0.024
-1.256,-1.492,0.236
1.168,0.158,1.01
-1.2,-0.864,-0.337
0.27,0.803,-0.533
1.568,1.17,0.398
-0.602,-1.185,0.583
0.056,0.908,-0.852
-1.318,-0.199,-1.119
2.958,0.81,2.148
-2.18,-1.228,-0.953
1.914,1.115,0.799
0.579,0.489,0.09
0.714,1.316,-0.602
-0.571,1.008,-1.579
-1.697,-1.9,0.203
-1.737,-1.675,-0.063
1.389,1.64,-0.25
0.745,-0.587,1.332
-0.356,-0.065,-0.291
-0.031,0.904,-0.935
-2.172,-1.104,-1.068
-0.377,0.151,-0.527
2.055,1.892,0.163
1.982,-0.288,2.27
-0.474,-0.813,0.338
-0.261,0.181,-0.441
1.216,0.209,1.007
-1.353,-1.424,0.071
0.297,0.824,-0.526
-3.002,-1.087,-1.915
2.003,2.186,-0.183
2.896,0.914,1.982
-0.624,-0.807,0.183
0.447,1.132,-0.685
1.45,1.302,0.149
0.547,-0.713,1.26
-0.982,-1.047,0.066
-1.661,-0.587,-1.075
1.447,1.004,0.442
1.185,0.34,0.844
1.096,1.292,-0.196
-2.74,-1.562,-1.178
-0.963,-0.489,-0.474
-2.346,-1.615,-0.73
-0.279,-0.319,0.04
0.995,0.949,0.047
-0.71,-0.879,0.17
0.506,0.081,0.425
1.495,0.601,0.893
1.733,0.179,1.554
-0.969,-1.457,0.488
2.262,0.642,1.62
-2.582,-0.242,-2.34
0.391,0.387,0.004
-0.237,1.077,-1.314
-0.989,-0.429,-0.559
0.188,0.427,-0.239
0.007,-1.388,1.396
-0.284,0.541,-0.825
1.908,0.99,0.918
-1.673,-1.051,-0.622
-0.067,-0.916,0.849
0.337,0.547,-0.21
-0.687,-0.311,-0.376
-0.448,0.19,-0.637
-1.225,-0.215,-1.01
0.397,-0.348,0.745
-2.967,-0.886,-2.081
1.414,0.772,0.642
-0.223,-0.001,-0.223
0.09,0.516,-0.426
0.253,-0.002,0.255
1.001,0.696,0.305
0.162,-0.246,0.409
0.037,-0.399,0.437
1.241,-1.741,2.982
-0.972,0.601,-1.574
1.135,-0.006,1.141
0.877,-0.086,0.962
-0.348,-0.57,0.222
1.318,0.717,0.602
2.353,1.29,1.062
1.847,0.69,1.157
-0.328,-0.085,-0.243
0.316,0.825,-0.508
0.59,-0.038,0.628
0.121,-1.077,1.198
-0.617,-0.693,0.076
3.526,3.373,0.153
0.416,0.115,0.302
-0.751,0.298,-1.049
-0.916,0.611,-1.527
0.385,-0.385,0.77
-0.976,-0.119,-0.858
-3.004,-1.566,-1.438
1.744,0.044,1.7
-1.005,-0.088,-0.918
2.023,1.549,0.474
0.133,0.629,-0.497
-0.048,-0.206,0.158
0.538,1.268,-0.729
2.925,1.061,1.865
-1.637,-2.108,0.471
2.377,1.266,1.111
3.304,1.352,1.952
-3.044,-2.408,-0.636
2.022,0.811,1.211
0.227,0.002,0.225
-3.465,-1.261,-2.204
-0.804,-0.782,-0.021
-0.117,-0.245,0.128
1.192,1.161,0.031
-2.04,0.007,-2.047
2.191,0.237,1.954
1.527,0.853,0.674
-1.435,-1.568,0.133
-1.737,-0.985,-0.752
-1.742,-0.654,-1.088
-0.301,-0.152,-0.149
-0.38,-0.822,0.441
-0.135,1.587,-1.722
-1.476,-0.546,-0.93
-1.227,-0.665,-0.562
-2.065,-1.478,-0.586
-1.114,-0.228,-0.887
-0.767,-1.249,0.482
2.196,1.207,0.989
-1.119,-0.749,-0.37
-1.064,-1.2,0.135
-0.628,0.463,-1.09
-0.685,-0.056,-0.629
0.408,0.194,0.213
-0.509,0.423,-0.932
0.336,-0.217,0.552
-0.262,-0.273,0.011
-1.793,-0.527,-1.266
-1.574,-0.202,-1.373
1.827,0.472,1.354
-0.658,0.232,-0.89
1.187,0.641,0.546
0.303,0.284,0.02
-3.079,-1.724,-1.354
-3.362,-1.114,-2.248
-0.092,-0.211,0.118
-0.964,-1.034,0.069
-0.244,0.101,-0.345
0.749,0.618,0.131
2.578,0.574,2.004
0.442,1.086,-0.645
-0.725,0.001,-0.726
1.693,1.652,0.04
0.61,1.228,-0.618
-0.985,-0.162,-0.822
-2.303,-1.434,-0.869
0.938,0.253,0.685
1.577,0.633,0.944
0.796,1.705,-0.909
-1.208,-1.185,-0.023
1.337,-0.062,1.399
-1.968,-2.215,0.246
1.557,0.56,0.997
0.34,-0.04,0.38
0.267,-0.662,0.929
-0.067,0.167,-0.233
0.884,-0.874,1.757
1.019,0.461,0.557
-2.284,-1.154,-1.13
-0.359,0.185,-0.544
-0.666,0.177,-0.843
0.571,0.59,-0.019
-0.906,-0.911,0.006
-1.654,0.06,-1.714
1.298,1.387,-0.089
-0.026,0.393,-0.419
0.43,0.207,0.222
0.836,1.146,-0.31
-0.07,0.076,-0.146
0.714,0.375,0.339
0.683,1.097,-0.414
-0.829,-1.437,0.608
1.984,0.102,1.882
1.371,0.229,1.143
0.983,0.305,0.678
-1.749,-0.062,-1.687
2.908,0.072,2.835
0.827,0.272,0.555
1.75,2.119,-0.369
2.851,0.612,2.24
-1.565,-2.191,0.626
-1.377,-1.694,0.317
0.145,0.175,-0.031
-2.399,-0.837,-1.562
0.431,-0.146,0.578
0.701,2.514,-1.812
-0.178,0.357,-0.535
1.259,0.214,1.045
0.272,0.037,0.235
-1.213,-1.306,0.093
0.973,-1.203,2.175
-1.705,-0.026,-1.679
0.448,-0.052,0.5
0.316,-0.734,1.05
1.233,-0.059,1.291
-0.135,0.261,-0.396
1.053,0.709,0.344
-0.669,0.185,-0.853
1.938,1.171,0.766
0.764,1.111,-0.348
