,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glmboost, Tue Mar 20 15:41:31 2018, 0, 4thbookercenterbooks, c(10.6, 100, 44.9, 18.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
glmnet, Tue Mar 20 15:41:44 2018, 0, 4thbookercenterbooks, c(40.7, 0.3, 10.8, 64, 20.9, 0.5, 0.8, 49.6, 39, 31, 33.5, 100, 0.5, 27.2, 1.2, 0.3, 0.2, 0)
glmStepAIC, Tue Mar 20 15:46:53 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
icr, Tue Mar 20 15:47:31 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
kernelpls, Tue Mar 20 15:47:34 2018, 0, 4thbookercenterbooks, Failed
kknn, Tue Mar 20 15:48:09 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
knn, Tue Mar 20 15:48:13 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
krlsPoly, Tue Mar 20 15:48:26 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
krlsRadial, Tue Mar 20 15:49:19 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
lars, Tue Mar 20 15:49:23 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
lars2, Tue Mar 20 15:49:26 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
lasso, Tue Mar 20 15:49:29 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
leapBackward, Tue Mar 20 15:49:32 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
leapForward, Tue Mar 20 15:49:35 2018, 0.008, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
lm, Tue Mar 20 15:49:38 2018, 0, 4thbookercenterbooks, c(23.8, 2.7, 49.8, 100, 24.2, 16.4, 0, 83.9, 55.6, 33.7, 18.4, 94.4, 32.9, 40.4, 14.7)
lmStepAIC, Tue Mar 20 15:49:45 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
M5, Tue Mar 20 15:50:33 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
M5Rules, Tue Mar 20 15:50:51 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 100
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 81.3
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 55
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
msaenet, Tue Mar 20 15:52:15 2018, 0, 4thbookercenterbooks, 0
nnet, Tue Mar 20 15:52:50 2018, 0, 4thbookercenterbooks, c(100, 0, 75.6, 46.3, 57.1, 27.8, 44.5, 9.5, 50.2, 19.6, 65.9, 25.5, 39.2, 15.3, 64.9, 59.9, 65, 38.8)
nnls, Tue Mar 20 15:52:52 2018, 0, 4thbookercenterbooks, c(NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)
null, Tue Mar 20 15:52:54 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
parRF, Tue Mar 20 15:54:24 2018, 0, 4thbookercenterbooks, Failed
pcaNNet, Tue Mar 20 15:54:50 2018, 0.022, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
pcr, Tue Mar 20 15:54:54 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
plsRglm, Tue Mar 20 15:57:03 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
ppr, Tue Mar 20 15:57:25 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
qrf, Tue Mar 20 15:59:37 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
ranger, Tue Mar 20 16:00:24 2018, 0, 4thbookercenterbooks, Failed
Rborist, Tue Mar 20 16:22:56 2018, 0, 4thbookercenterbooks, c(11.1, 64.4, 31.1, 12.3, 54.7, 12.3, 0.4, 8.6, 36.9, 53.1, 15.4, 69.2, 0, 100, 0, 3.1, 0, 0)
relaxo, Tue Mar 20 16:23:07 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
rf, Tue Mar 20 16:24:33 2018, 0, 4thbookercenterbooks, Failed
ridge, Tue Mar 20 16:24:42 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
rpart, Tue Mar 20 16:24:53 2018, 0, 4thbookercenterbooks, c(46.9, 70.1, 88.8, 65.7, 67.5, 46.9, 46.9, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
rpart1SE, Tue Mar 20 16:24:55 2018, 0, 4thbookercenterbooks, c(14.6, 46.6, 65.6, 49.9, 50.3, 40.2, 100, 69.7, 21.4, 46, 70, 28, 30.4, 63, 0, 0, 0, 0)
rpart2, Tue Mar 20 16:24:59 2018, 0, 4thbookercenterbooks, c(46.9, 70.1, 88.8, 65.7, 67.5, 46.9, 46.9, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
rqlasso, Tue Mar 20 16:25:05 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
rqnc, Tue Mar 20 16:25:15 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
SBC, Tue Mar 20 16:34:00 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
simpls, Tue Mar 20 16:34:04 2018, 0, 4thbookercenterbooks, Failed
spls, Tue Mar 20 16:34:28 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
superpc, Tue Mar 20 16:34:34 2018, 0.037, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
svmLinear, Tue Mar 20 16:36:52 2018, NA, 4thbookercenterbooks, Failed
svmLinear2, Tue Mar 20 16:39:04 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
svmPoly, Tue Mar 20 16:40:05 2018, NA, 4thbookercenterbooks, Failed
svmRadial, Tue Mar 20 16:40:17 2018, NA, 4thbookercenterbooks, Failed
svmRadialCost, Tue Mar 20 16:40:30 2018, NA, 4thbookercenterbooks, Failed
svmRadialSigma, Tue Mar 20 16:40:41 2018, NA, 4thbookercenterbooks, Failed
treebag, Tue Mar 20 16:41:07 2018, 0, 4thbookercenterbooks, c(64.2, 61.1, 70.2, 49.4, 0, 89, 44.7, 0, 0, 0, 78.9, 58.2, 57.9, 59.7, 70.6, 54.3, 54.3, 100)
widekernelpls, Tue Mar 20 16:41:13 2018, 0, 4thbookercenterbooks, Failed
WM, Tue Mar 20 16:46:15 2018, 0, 4thbookercenterbooks, c(54.2, 100, 84.8, 72.8, 47.8, 44.8, 38.1, 98.5, 79.6, 62.8, 54.5, 42.1, 0, 94.7, 21.8, 0, 0, 0)
avNNet, Tue Mar 20 16:50:10 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
bagEarthGCV, Tue Mar 20 16:51:02 2018, 0, 4thbookercenterbooks, c(100, 83.8, 74.8, 68, 64.1, 56.3, 52.9, 45.6, 36.4, 21.7, 9.1, 4.9, 1.2, 0, 0, 0, 0, 0)
bartMachine, Tue Mar 20 17:06:39 2018, 0, 4thbookercenterbooks, Failed
bayesglm, Tue Mar 20 17:06:44 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
blasso, Tue Mar 20 17:07:23 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
blassoAveraged, Tue Mar 20 17:08:02 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
bridge, Tue Mar 20 17:08:37 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
BstLm, Tue Mar 20 17:16:44 2018, 0.015, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
cforest, Tue Mar 20 17:17:36 2018, 0.01, 4thbookercenterbooks, Failed
ctree, Tue Mar 20 17:17:51 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
ctree2, Tue Mar 20 17:18:07 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
cubist, Tue Mar 20 17:19:41 2018, 0, 4thbookercenterbooks, c(NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)
dnn, Tue Mar 20 17:19:55 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
earth, Tue Mar 20 17:20:10 2018, 0, 4thbookercenterbooks, c(100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
elm, Tue Mar 20 17:20:16 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
enet, Tue Mar 20 17:20:26 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
evtree, Tue Mar 20 17:27:08 2018, 0.003, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
extraTrees, Tue Mar 20 17:32:37 2018, 0.001, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
foba, Tue Mar 20 17:32:45 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
gamSpline, Tue Mar 20 17:36:42 2018, 0, 4thbookercenterbooks, Failed
gbm, Tue Mar 20 17:39:35 2018, 0, 4thbookercenterbooks, Failed
gcvEarth, Tue Mar 20 17:47:24 2018, 0, 4thbookercenterbooks, c(96.8, 100, 73.9, 73.9, 62, 63.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
glm, Tue Mar 20 17:47:27 2018, 0, 4thbookercenterbooks, c(71.9, 36.8, 3.5, 29.2, 30.7, 18, 0.2, 33, 7.6, 10.1, 19.8, 14.5, 68.9, 0, 100)
glmboost, Tue Mar 20 17:47:52 2018, 0.005, 4thbookercenterbooks, c(0, 0, 43.4, 0, 7.5, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
glmnet, Tue Mar 20 17:48:05 2018, 0, 4thbookercenterbooks, c(NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN)
glmStepAIC, Tue Mar 20 17:56:00 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
icr, Tue Mar 20 17:56:26 2018, 0.016, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
kernelpls, Tue Mar 20 17:56:29 2018, 0.046, 4thbookercenterbooks, Failed
kknn, Tue Mar 20 17:57:09 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
knn, Tue Mar 20 17:57:14 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
krlsPoly, Tue Mar 20 17:57:28 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
krlsRadial, Tue Mar 20 17:58:20 2018, 0.002, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
lars, Tue Mar 20 17:58:24 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
lars2, Tue Mar 20 17:58:28 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
lasso, Tue Mar 20 17:58:31 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
leapBackward, Tue Mar 20 17:58:37 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
leapForward, Tue Mar 20 17:58:44 2018, 0.029, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
lm, Tue Mar 20 17:58:46 2018, 0, 4thbookercenterbooks, c(71.9, 36.8, 3.5, 29.2, 30.7, 18, 0.2, 33, 7.6, 10.1, 19.8, 14.5, 68.9, 0, 100)
lmStepAIC, Tue Mar 20 17:58:56 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
M5, Tue Mar 20 17:59:39 2018, 0.021, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
M5Rules, Tue Mar 20 17:59:59 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
nnet, Tue Mar 20 18:03:25 2018, 0, 4thbookercenterbooks, c(39.6, 53.7, 100, 77, 69.6, 91.8, 67.9, 47, 92.9, 59.5, 53.5, 44.8, 86.7, 24.5, 96, 59.8, 0, 86.2)
nnls, Tue Mar 20 18:03:29 2018, 0.002, 4thbookercenterbooks, c(0, 100, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)
null, Tue Mar 20 18:03:31 2018, 0, 4thbookercenterbooks, c(47.9, 41.6, 10.3, 77.9, 30.2, 30, 49.1, 33.2, 21, 23.4, 37.2, 27.4, 0, 100, 75.2, 0, 0, 0)
parRF, Tue Mar 20 18:05:20 2018, 0, 4thbookercenterbooks, Failed
