pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,RMSEofMean,hpGen,randomseed,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTune,,,,,,,,,,,,
0.01,0.01,100,100,100,Wed Aug 02 16:37:25 2017,dummy,8,1,bac latent features,ignore,none,asis,1.127,random,333,53,adaptive_cv,16,5,2,2,19,0.0107744822639878,FALSE,,,,,,,,,,
-0.052,-0.016,-1,0.686,0.553,Wed Apr 11 19:25:24 2018,regr.earth,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,2,cv,20,20,NA,5
-0.03,-0.007,-1,0.68,0.541,Wed Apr 11 19:25:25 2018,regr.elmNN,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
0.004,0.036,-1,0.651,0.524,Wed Apr 11 19:25:28 2018,regr.evtree,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,2,cv,20,20,NA,5
0.085,0.067,0.94,0.63,0.481,Wed Apr 11 19:45:59 2018,regr.extraTrees,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,1231,cv,20,20,NA,5,14,2
0.111,0.101,-1,0.607,0.467,Wed Apr 11 19:46:12 2018,regr.FDboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,13,cv,20,20,NA,5
-0.031,-0.003,-1,0.677,0.542,Wed Apr 11 19:46:13 2018,regr.featureless,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
-0.099,-0.088,-1,0.735,0.578,Wed Apr 11 19:46:14 2018,regr.fnn,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
-0.309,-0.408,-1,0.95,0.688,Wed Apr 11 19:46:26 2018,regr.frbs,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,12,cv,20,20,NA,5
0.113,0.098,-1,0.609,0.466,Wed Apr 11 19:46:37 2018,regr.gamboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,8,cv,20,20,NA,5
0.027,0.024,-1,0.659,0.512,Wed Apr 11 19:46:39 2018,regr.gausspr,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
0.146,0.122,0.941,0.593,0.449,Wed Apr 11 19:48:08 2018,regr.gbm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,89,cv,20,20,NA,5,39,2,0.055386924552964,15
-5.199,-7.919,-1,6.02,3.26,Wed Apr 11 19:48:13 2018,regr.glm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,3,cv,20,20,NA,5
-0.029,0.001,0.965,0.674,0.541,Wed Apr 11 19:49:09 2018,regr.glmboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,53,cv,20,20,NA,5,4,0.0515432124957442
-0.031,-0.003,0.952,0.677,0.542,Wed Apr 11 19:49:30 2018,regr.glmnet,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,20,cv,20,20,NA,5,0.751413232879713,2.07674955506707
NA,NA,-1,NA,NA,Wed Apr 11 19:51:51 2018,regr.h2o.deeplearning,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,140,cv,20,20,NA,5
NA,NA,-1,NA,NA,Wed Apr 11 19:54:11 2018,regr.h2o.gbm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,140,cv,20,20,NA,5
NA,NA,-1,NA,NA,Wed Apr 11 19:56:33 2018,regr.h2o.glm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,141,cv,20,20,NA,5
NA,NA,-1,NA,NA,Wed Apr 11 19:58:54 2018,regr.h2o.randomForest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,140,cv,20,20,NA,5
-0.675,-0.601,-1,1.08,0.881,Wed Apr 11 19:58:55 2018,regr.IBk,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PackageFail,Wed Apr 11 19:59:04 2018,regr.kknn,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,8
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 19:59:09 2018,regr.km,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,6
-0.098,-0.05,0.9,0.709,0.577,Wed Apr 11 19:59:49 2018,regr.ksvm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,39,cv,20,20,NA,5,4.86238301761229,1.658439211282
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 19:59:49 2018,regr.laGP,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 19:59:49 2018,regr.LiblineaRL2L1SVR,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 19:59:50 2018,regr.LiblineaRL2L2SVR,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
-5.199,-7.919,-1,6.02,3.26,Wed Apr 11 19:59:53 2018,regr.lm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,2,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 19:59:53 2018,regr.mars,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
-5.199,-7.919,-1,6.02,3.26,Wed Apr 11 19:59:56 2018,regr.mob,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,2,cv,20,20,NA,5
0.035,0.03,0.939,0.655,0.507,Wed Apr 11 20:02:48 2018,regr.nnet,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,172,cv,20,20,NA,5,15,0.233538321903109
0.041,0.042,-1,0.646,0.504,Wed Apr 11 20:03:13 2018,regr.nodeHarvest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,25,cv,20,20,NA,5
-5.199,-7.919,-1,6.02,3.26,Wed Apr 11 20:03:15 2018,regr.pcr,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:03:15 2018,regr.penalized,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
-5.199,-7.919,-1,6.02,3.26,Wed Apr 11 20:03:17 2018,regr.plsr,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
0.072,0.092,0.934,0.613,0.488,Wed Apr 11 20:11:14 2018,regr.randomForest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,477,cv,20,20,NA,5,3,4
0.079,0.093,-1,0.612,0.484,Wed Apr 11 20:11:20 2018,regr.randomForestSRC,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,5,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:11:20 2018,regr.ranger,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
0.046,0.052,0.916,0.64,0.501,Wed Apr 11 20:11:42 2018,regr.rpart,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,21,cv,20,20,NA,5,0.0403587242525334,27,49,40
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:11:42 2018,regr.RRF,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
-5.199,-7.919,-1,6.02,3.26,Wed Apr 11 20:11:43 2018,regr.rsm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
-0.009,-0.021,-1,0.689,0.53,Wed Apr 11 20:11:45 2018,regr.rvm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,nohyperparam,273,1,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:11:45 2018,regr.slim,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
-0.082,-0.038,0.919,0.701,0.569,Wed Apr 11 20:12:15 2018,regr.svm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.6751,0.9319,random,273,29,cv,20,20,NA,5,127.611531930428,2.51083495789852
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:12:15 2018,regr.xgboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0
-0.006,0.031,-1,0.834,0.66,Wed Apr 11 20:15:27 2018,regr.bartMachine,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,1,0.8604,0.8962,nohyperparam,260,4,cv,20,20,NA,5
-0.008,0.037,-1,0.856,0.679,Wed Apr 11 20:15:46 2018,regr.bartMachine,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,4,cv,20,20,NA,5
-0.016,-0.004,-1,0.892,0.685,Wed Apr 11 20:15:49 2018,regr.bcart,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,2,cv,20,20,NA,5
0.001,0.018,-1,0.872,0.673,Wed Apr 11 20:16:18 2018,regr.blm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,28,cv,20,20,NA,5
0.1,0.064,-1,0.832,0.606,Wed Apr 11 20:16:20 2018,regr.brnn,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
-0.103,-0.051,-1,0.934,0.743,Wed Apr 11 20:16:23 2018,regr.bst,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
0.001,0.018,-1,0.872,0.673,Wed Apr 11 20:16:58 2018,regr.btlm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,34,cv,20,20,NA,5
0.035,0.052,-1,0.842,0.65,Wed Apr 11 20:17:00 2018,regr.cforest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,2,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PackageFail,Wed Apr 11 20:17:08 2018,regr.crs,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,8
-0.016,-0.004,-1,0.892,0.685,Wed Apr 11 20:17:10 2018,regr.ctree,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
-0.31,-0.375,-1,1.22,0.883,Wed Apr 11 20:17:12 2018,regr.cubist,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,2,cv,20,20,NA,5
-0.016,-0.004,-1,0.892,0.685,Wed Apr 11 20:17:17 2018,regr.cvglmnet,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,4,cv,20,20,NA,5
-0.255,-0.182,-1,1.05,0.845,Wed Apr 11 20:17:20 2018,regr.earth,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,3,cv,20,20,NA,5
-0.031,-0.013,-1,0.9,0.695,Wed Apr 11 20:17:22 2018,regr.elmNN,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
-0.145,-0.092,-1,0.971,0.771,Wed Apr 11 20:17:25 2018,regr.evtree,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,2,cv,20,20,NA,5
-0.023,0.036,0.872,0.856,0.689,Wed Apr 11 20:29:58 2018,regr.extraTrees,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,753,cv,20,20,NA,5,2,16
-0.114,-0.053,-1,0.936,0.75,Wed Apr 11 20:30:08 2018,regr.FDboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,10,cv,20,20,NA,5
-0.016,-0.004,-1,0.892,0.685,Wed Apr 11 20:30:14 2018,regr.featureless,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,5,cv,20,20,NA,5
0.045,0.092,-1,0.807,0.643,Wed Apr 11 20:30:15 2018,regr.fnn,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
-0.189,-0.349,-1,1.2,0.801,Wed Apr 11 20:30:27 2018,regr.frbs,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,11,cv,20,20,NA,5
-0.14,-0.086,-1,0.965,0.768,Wed Apr 11 20:30:36 2018,regr.gamboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,7,cv,20,20,NA,5
0.032,0.029,-1,0.863,0.652,Wed Apr 11 20:30:38 2018,regr.gausspr,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
0.032,0.048,0.869,0.846,0.652,Wed Apr 11 20:31:41 2018,regr.gbm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,62,cv,20,20,NA,5,11,7,0.118497838002164,15
-3.67,-4.832,-1,5.18,3.15,Wed Apr 11 20:31:46 2018,regr.glm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,3,cv,20,20,NA,5
-0.085,-0.063,0.846,0.945,0.731,Wed Apr 11 20:32:38 2018,regr.glmboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,49,cv,20,20,NA,5,17,0.48768557375297
-0.06,-0.017,0.866,0.904,0.714,Wed Apr 11 20:32:54 2018,regr.glmnet,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,16,cv,20,20,NA,5,0.144572018878534,0.530535299313577
NA,NA,-1,NA,NA,Wed Apr 11 20:35:17 2018,regr.h2o.deeplearning,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,142,cv,20,20,NA,5
NA,NA,-1,NA,NA,Wed Apr 11 20:37:40 2018,regr.h2o.gbm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,142,cv,20,20,NA,5
NA,NA,-1,NA,NA,Wed Apr 11 20:40:03 2018,regr.h2o.glm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,142,cv,20,20,NA,5
NA,NA,-1,NA,NA,Wed Apr 11 20:42:25 2018,regr.h2o.randomForest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,142,cv,20,20,NA,5
-0.152,-0.2,-1,1.07,0.776,Wed Apr 11 20:42:27 2018,regr.IBk,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PackageFail,Wed Apr 11 20:42:34 2018,regr.kknn,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,7
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:42:35 2018,regr.km,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-0.023,-0.006,0.906,0.893,0.689,Wed Apr 11 20:43:03 2018,regr.ksvm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,28,cv,20,20,NA,5,26.5445271882629,348.28101941866
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:43:04 2018,regr.laGP,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:43:04 2018,regr.LiblineaRL2L1SVR,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:43:05 2018,regr.LiblineaRL2L2SVR,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-3.67,-4.832,-1,5.18,3.15,Wed Apr 11 20:43:07 2018,regr.lm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,2,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:43:07 2018,regr.mars,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-3.67,-4.832,-1,5.18,3.15,Wed Apr 11 20:43:10 2018,regr.mob,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
-0.016,-0.004,0.893,0.892,0.684,Wed Apr 11 20:45:43 2018,regr.nnet,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,153,cv,20,20,NA,5,15,9.02616056589488
-0.014,-0.007,-1,0.895,0.683,Wed Apr 11 20:46:10 2018,regr.nodeHarvest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,26,cv,20,20,NA,5
-3.67,-4.832,-1,5.18,3.15,Wed Apr 11 20:46:12 2018,regr.pcr,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:46:12 2018,regr.penalized,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-3.67,-4.832,-1,5.18,3.15,Wed Apr 11 20:46:14 2018,regr.plsr,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
0.013,0.055,0.869,0.839,0.665,Wed Apr 11 20:52:33 2018,regr.randomForest,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,378,cv,20,20,NA,5,7,15
-0.002,0.045,-1,0.849,0.675,Wed Apr 11 20:52:38 2018,regr.randomForestSRC,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,4,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:52:39 2018,regr.ranger,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-0.022,0.019,0.865,0.872,0.688,Wed Apr 11 20:53:00 2018,regr.rpart,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,21,cv,20,20,NA,5,0.00341539770940777,8,50,36
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:53:00 2018,regr.RRF,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-3.67,-4.832,-1,5.18,3.15,Wed Apr 11 20:53:02 2018,regr.rsm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
-0.01,-0.001,-1,0.889,0.681,Wed Apr 11 20:53:04 2018,regr.rvm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,nohyperparam,260,1,cv,20,20,NA,5
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:53:04 2018,regr.slim,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
0.039,0.049,0.887,0.845,0.647,Wed Apr 11 20:53:36 2018,regr.svm,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0.8885,0.8896,random,260,31,cv,20,20,NA,5,4.67816072659307,0.000473324939676971
Fail,Fail,Fail,Fail,PrePackageFail,Wed Apr 11 20:53:36 2018,regr.xgboost,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,2,0
-0.01,-0.064,-1,0.927,0.661,Wed Apr 11 20:53:46 2018,regr.bartMachine,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,3,0.8718,0.894,nohyperparam,260,4,cv,20,20,NA,5
0,-0.002,-1,0.874,0.655,Wed Apr 11 20:53:49 2018,regr.bcart,1,2,4thbookrcentPCA,ignore,none,asis,ACEREBOUT,foldrecc20hp20cv,3,0.8718,0.894,nohyperparam,260,2,cv,20,20,NA,5
