,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avNNet, Wed Feb 14 15:27:00 2018, 0.109, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
bagEarth, Wed Feb 14 15:54:15 2018, 0.656, OpenML 2dplanes, c(100, 66.6, 57.5, 40.5, 32.7, 0, 0, 0, 0, 0)
bagEarthGCV, Wed Feb 14 15:55:48 2018, 0.468, OpenML 2dplanes, c(100, 59.3, 51.2, 42.7, 37.7, 17.6, 12.9, 0, 0, 0)
bam, Wed Feb 14 15:56:41 2018, 0.468, OpenML 2dplanes, c(NaN, NaN, NaN, 0, NaN, NaN, 0, 0, 0, 0)
bayesglm, Wed Feb 14 15:56:47 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
blasso, Wed Feb 14 15:59:31 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
blassoAveraged, Wed Feb 14 16:02:19 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
bridge, Wed Feb 14 16:05:03 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
BstLm, Wed Feb 14 16:08:22 2018, 0.467, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
cforest, Thu Feb 15 01:29:04 2018, 0.779, OpenML 2dplanes, c(100, 22.4, 10.1, 2.5, 22, 9.8, 2.5, 0, 0, 0)
ctree, Thu Feb 15 01:29:47 2018, 0.779, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
ctree2, Thu Feb 15 01:30:14 2018, 0.779, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
cubist, Thu Feb 15 02:09:02 2018, 0.779, OpenML 2dplanes, c(100, 50, 50, 50, 50, 50, 50, 0, 0, 0)
dnn, Thu Feb 15 02:11:11 2018, 0.635, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
earth, Thu Feb 15 02:12:06 2018, 0.584, OpenML 2dplanes, c(100, 66.6, 54.2, 39.1, 29.5, 0, 0, 0, 0, 0)
elm, Thu Feb 15 02:12:14 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
enet, Thu Feb 15 02:12:28 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.3, 2.3, 17.3, 7.4, 2.1, 0, 0, 0)
foba, Thu Feb 15 14:06:42 2018, 0.468, OpenML 2dplanes, c(100, 17.6, 7.9, 2.2, 16.8, 7.3, 2, 0, 0, 0)
gam, Thu Feb 15 14:06:53 2018, 0.468, OpenML 2dplanes, c(NaN, NaN, NaN, 0, NaN, NaN, 0, 0, 0, 0)
gamSpline, Thu Feb 15 14:07:38 2018, 0.468, OpenML 2dplanes, Failed
gcvEarth, Fri Feb 16 15:35:22 2018, 0.47, OpenML 2dplanes, c(100, 59.4, 51.4, 42.9, 38, 16.2, 12.6, 0, 0, 0)
glm, Fri Feb 16 15:35:24 2018, 0.47, OpenML 2dplanes, c(100, 42.3, 28.4, 14.1, 40.8, 28.1, 14.1, 0, 0, 0.9)
glmboost, Fri Feb 16 17:44:23 2018, 0.467, OpenML 2dplanes, c(100, 49.8, 32, 14.3, 47.7, 31.8, 14, 0, 0, 0)
glmnet, Fri Feb 16 17:44:36 2018, 0.47, OpenML 2dplanes, c(100, 52.1, 34.7, 17.3, 49.9, 34.3, 17.3, 0, 0, 1.1)
glmStepAIC, Fri Feb 16 17:49:40 2018, 0.47, OpenML 2dplanes, c(100, 17.6, 7.3, 2.5, 17.3, 7.8, 1.9, 0, 0, 0)
icr, Fri Feb 16 17:49:55 2018, 0.47, OpenML 2dplanes, c(100, 17.6, 7.3, 2.5, 17.3, 7.8, 1.9, 0, 0, 0)
kernelpls, Fri Feb 16 17:49:57 2018, 0.47, OpenML 2dplanes, c(100, 33.7, 21.7, 12, 33.7, 22.3, 10.6, 0, 0.4, 0.5)
avNNet, Sat Feb 17 13:32:56 2018, 0.302, basic sum C1 + C2, c(0, 100)
RRFglobal, Wed Feb 21 15:34:13 2018, 0.944, basic sum C1 + C2, Failed
simpls, Wed Feb 28 15:32:43 2018, 0.936, basic sum C1 + C2, c(0, 100)
spikeslab, Wed Feb 28 15:32:49 2018, 0.993, basic sum C1 + C2, c(0, 100)
spls, Wed Feb 28 15:32:51 2018, 0.993, basic sum C1 + C2, c(0, 100)
superpc, Wed Feb 28 15:32:54 2018, 0.982, basic sum C1 + C2, c(0, 100)
svmLinear, Wed Feb 28 15:33:00 2018, NA, basic sum C1 + C2, Failed
svmLinear2, Wed Feb 28 15:33:03 2018, 0.944, basic sum C1 + C2, c(0, 100)
svmLinear3, Wed Feb 28 15:33:06 2018, 0.953, basic sum C1 + C2, c(0, 100)
svmPoly, Wed Feb 28 15:33:09 2018, NA, basic sum C1 + C2, Failed
svmRadial, Wed Feb 28 15:33:12 2018, NA, basic sum C1 + C2, Failed
svmRadialCost, Wed Feb 28 15:33:15 2018, NA, basic sum C1 + C2, Failed
svmRadialSigma, Wed Feb 28 15:33:18 2018, NA, basic sum C1 + C2, Failed
treebag, Wed Feb 28 15:33:24 2018, 0.761, basic sum C1 + C2, c(100, 0)
widekernelpls, Wed Feb 28 15:33:31 2018, 0.936, basic sum C1 + C2, c(0, 100)
WM, Wed Feb 28 15:35:54 2018, 0.899, basic sum C1 + C2, c(0, 100)
xgbLinear, Wed Feb 28 15:36:06 2018, 0.923, basic sum C1 + C2, c(100, 0)
xgbTree, Wed Feb 28 15:36:31 2018, 0.906, basic sum C1 + C2, c(100, 0)
avNNet, Wed Feb 28 15:37:22 2018, 0.295, basic sum C1 + C2, c(0, 100)
bagEarth, Wed Feb 28 15:37:41 2018, 0.997, basic sum C1 + C2, c(100, 0)
bagEarthGCV, Wed Feb 28 15:37:47 2018, 0.998, basic sum C1 + C2, c(100, 0)
bam, Wed Feb 28 15:38:24 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
bayesglm, Wed Feb 28 15:38:29 2018, 0.995, basic sum C1 + C2, c(0, 100)
blasso, Wed Feb 28 15:38:33 2018, 0.995, basic sum C1 + C2, c(0, 100)
blassoAveraged, Wed Feb 28 15:38:36 2018, 0.995, basic sum C1 + C2, c(0, 100)
bridge, Wed Feb 28 15:38:38 2018, 0.994, basic sum C1 + C2, c(0, 100)
BstLm, Wed Feb 28 15:39:17 2018, 0.99, basic sum C1 + C2, c(0, 100)
cforest, Wed Feb 28 15:39:37 2018, 0.902, basic sum C1 + C2, c(0, 100)
ctree, Wed Feb 28 15:39:40 2018, 0.813, basic sum C1 + C2, c(0, 100)
ctree2, Wed Feb 28 15:39:43 2018, 0.813, basic sum C1 + C2, c(0, 100)
cubist, Wed Feb 28 15:40:22 2018, 0.998, basic sum C1 + C2, c(100, 0)
dnn, Wed Feb 28 15:40:28 2018, 0, basic sum C1 + C2, c(0, 100)
earth, Wed Feb 28 15:40:31 2018, 0.997, basic sum C1 + C2, c(100, 0)
elm, Wed Feb 28 15:40:33 2018, 0.995, basic sum C1 + C2, c(0, 100)
enet, Wed Feb 28 15:40:36 2018, 0.965, basic sum C1 + C2, c(0, 100)
foba, Wed Feb 28 15:40:40 2018, 0.995, basic sum C1 + C2, c(0, 100)
gam, Wed Feb 28 15:40:44 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
gamSpline, Wed Feb 28 15:40:49 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
gcvEarth, Wed Feb 28 15:45:51 2018, 0.997, basic sum C1 + C2, c(100, 0)
glm, Wed Feb 28 15:45:53 2018, 0.995, basic sum C1 + C2, c(0, 100)
glmboost, Wed Feb 28 15:46:04 2018, 0.995, basic sum C1 + C2, c(0, 100)
glmnet, Wed Feb 28 15:46:08 2018, 0.971, basic sum C1 + C2, c(0, 100)
glmStepAIC, Wed Feb 28 15:47:34 2018, 0.995, basic sum C1 + C2, c(0, 100)
icr, Wed Feb 28 15:47:36 2018, 0.995, basic sum C1 + C2, c(0, 100)
kernelpls, Wed Feb 28 15:47:38 2018, 0.995, basic sum C1 + C2, c(0, 100)
knn, Wed Feb 28 15:47:42 2018, 0.907, basic sum C1 + C2, c(0, 100)
krlsPoly, Wed Feb 28 15:48:48 2018, 0.064, basic sum C1 + C2, c(0, 100)
krlsRadial, Fri Mar 02 15:35:37 2018, 0.998, basic sum C1 + C2, c(0, 100)
lars, Fri Mar 02 15:35:43 2018, 0.964, basic sum C1 + C2, c(0, 100)
lars2, Fri Mar 02 15:35:45 2018, 0.013, basic sum C1 + C2, c(0, 100)
lasso, Fri Mar 02 15:35:48 2018, 0.964, basic sum C1 + C2, c(0, 100)
leapBackward, Fri Mar 02 15:35:51 2018, 0.995, basic sum C1 + C2, c(0, 100)
leapForward, Fri Mar 02 15:35:54 2018, 0.995, basic sum C1 + C2, c(0, 100)
leapSeq, Fri Mar 02 15:35:56 2018, 0.995, basic sum C1 + C2, c(0, 100)
lm, Fri Mar 02 15:35:59 2018, 0.995, basic sum C1 + C2, c(0, 100)
lmStepAIC, Fri Mar 02 15:36:01 2018, 0.995, basic sum C1 + C2, c(0, 100)
msaenet, Fri Mar 02 15:36:28 2018, 0.995, basic sum C1 + C2, 0
msaenet, Fri Mar 02 15:36:28 2018, 0.995, basic sum C1 + C2, 100
nnet, Fri Mar 02 15:36:36 2018, 0.312, basic sum C1 + C2, c(0, 100)
parRF, Fri Mar 02 15:36:54 2018, 0.943, basic sum C1 + C2, Failed
pcaNNet, Fri Mar 02 15:37:03 2018, 0.313, basic sum C1 + C2, c(0, 100)
pcr, Fri Mar 02 15:37:06 2018, 0.72, basic sum C1 + C2, c(0, 100)
plsRglm, Sat Mar 03 15:33:52 2018, 0.994, basic sum C1 + C2, c(0, 100)
ppr, Sat Mar 03 15:33:57 2018, 0.996, basic sum C1 + C2, c(0, 100)
qrf, Sat Mar 03 15:34:14 2018, 0.775, basic sum C1 + C2, c(0, 100)
ranger, Sat Mar 03 15:34:19 2018, 0.938, basic sum C1 + C2, Failed
Rborist, Sat Mar 03 15:34:42 2018, 0.93, basic sum C1 + C2, c(100, 0)
relaxo, Sat Mar 03 15:34:46 2018, 0.305, basic sum C1 + C2, c(0, 100)
rf, Sat Mar 03 15:34:53 2018, 0.938, basic sum C1 + C2, Failed
ridge, Sat Mar 03 15:34:57 2018, 0.994, basic sum C1 + C2, c(0, 100)
rlm, Sat Mar 03 15:35:01 2018, 0.994, basic sum C1 + C2, c(0, 100)
rpart, Sat Mar 03 15:35:04 2018, 0.772, basic sum C1 + C2, c(100, 0)
rpart1SE, Sat Mar 03 15:35:07 2018, 0.602, basic sum C1 + C2, c(100, 0)
rpart2, Sat Mar 03 15:35:10 2018, 0.602, basic sum C1 + C2, c(100, 0)
rqlasso, Sat Mar 03 15:35:14 2018, 0.995, basic sum C1 + C2, c(0, 100)
rqnc, Sat Mar 03 15:35:17 2018, 0.995, basic sum C1 + C2, c(0, 100)
RRF, Sat Mar 03 15:36:43 2018, 0.939, basic sum C1 + C2, Failed
RRFglobal, Sat Mar 03 15:37:25 2018, 0.938, basic sum C1 + C2, Failed
simpls, Sat Mar 03 15:40:12 2018, 0.971, basic sum C1 + C2, c(0, 100)
spikeslab, Sat Mar 03 15:40:18 2018, 0.994, basic sum C1 + C2, c(0, 100)
spls, Sat Mar 03 15:40:21 2018, 0.994, basic sum C1 + C2, c(0, 100)
superpc, Sat Mar 03 15:40:25 2018, 0.986, basic sum C1 + C2, c(0, 100)
svmLinear, Sat Mar 03 15:40:35 2018, NA, basic sum C1 + C2, Failed
svmLinear2, Sat Mar 03 15:40:38 2018, 0.963, basic sum C1 + C2, c(0, 100)
svmLinear3, Sat Mar 03 15:40:42 2018, 0.97, basic sum C1 + C2, c(0, 100)
svmPoly, Sat Mar 03 15:40:46 2018, NA, basic sum C1 + C2, Failed
svmRadial, Sat Mar 03 15:40:51 2018, NA, basic sum C1 + C2, Failed
svmRadialCost, Sat Mar 03 15:40:55 2018, NA, basic sum C1 + C2, Failed
svmRadialSigma, Sat Mar 03 15:40:59 2018, NA, basic sum C1 + C2, Failed
treebag, Sat Mar 03 15:41:07 2018, 0.75, basic sum C1 + C2, c(0, 100)
widekernelpls, Sat Mar 03 15:41:14 2018, 0.971, basic sum C1 + C2, c(0, 100)
xgbLinear, Wed Mar 07 15:35:19 2018, 0.937, basic sum C1 + C2, c(100, 0)
xgbTree, Thu Mar 08 15:34:57 2018, 0.861, basic sum C1 + C2, c(100, 0)
avNNet, Thu Mar 08 15:35:42 2018, 0.262, basic sum C1 + C2, c(0, 100)
bagEarth, Thu Mar 08 15:35:59 2018, 0.998, basic sum C1 + C2, c(100, 0)
bagEarthGCV, Thu Mar 08 15:36:04 2018, 0.998, basic sum C1 + C2, c(100, 0)
bam, Thu Mar 08 15:36:34 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
bayesglm, Thu Mar 08 15:36:38 2018, 0.998, basic sum C1 + C2, c(0, 100)
blasso, Thu Mar 08 15:36:41 2018, 0.998, basic sum C1 + C2, c(0, 100)
blassoAveraged, Thu Mar 08 15:36:43 2018, 0.997, basic sum C1 + C2, c(0, 100)
bridge, Thu Mar 08 15:36:44 2018, 0.998, basic sum C1 + C2, c(0, 100)
BstLm, Thu Mar 08 15:37:18 2018, 0.991, basic sum C1 + C2, c(0, 100)
cforest, Thu Mar 08 15:37:37 2018, 0.908, basic sum C1 + C2, c(0, 100)
ctree, Thu Mar 08 15:37:39 2018, 0.816, basic sum C1 + C2, c(0, 100)
ctree2, Thu Mar 08 15:37:41 2018, 0.816, basic sum C1 + C2, c(0, 100)
cubist, Thu Mar 08 15:37:53 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
dnn, Thu Mar 08 15:37:58 2018, 0.001, basic sum C1 + C2, c(0, 100)
earth, Thu Mar 08 15:38:00 2018, 0.998, basic sum C1 + C2, c(100, 0)
elm, Thu Mar 08 15:38:02 2018, 0.998, basic sum C1 + C2, c(0, 100)
enet, Thu Mar 08 15:38:04 2018, 0.97, basic sum C1 + C2, c(0, 100)
foba, Thu Mar 08 15:38:07 2018, 0.998, basic sum C1 + C2, c(0, 100)
gam, Thu Mar 08 15:38:10 2018, 0.998, basic sum C1 + C2, c(NaN, NaN)
gamSpline, Thu Mar 08 15:38:14 2018, 0.998, basic sum C1 + C2, c(100, 0)
gcvEarth, Sun Mar 11 15:35:43 2018, 0.998, basic sum C1 + C2, c(100, 0)
glm, Sun Mar 11 15:35:45 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmboost, Sun Mar 11 15:35:56 2018, 0.998, basic sum C1 + C2, c(0, 100)
glmnet, Sun Mar 11 15:35:59 2018, 0.971, basic sum C1 + C2, c(0, 100)
glmStepAIC, Sun Mar 11 15:37:04 2018, 0.998, basic sum C1 + C2, c(0, 100)
icr, Sun Mar 11 15:37:06 2018, 0.998, basic sum C1 + C2, c(0, 100)
kernelpls, Sun Mar 11 15:37:08 2018, 0.998, basic sum C1 + C2, c(0, 100)
knn, Sun Mar 11 15:37:11 2018, 0.919, basic sum C1 + C2, c(0, 100)
krlsPoly, Sun Mar 11 15:38:11 2018, 0.127, basic sum C1 + C2, c(0, 100)
krlsRadial, Sun Mar 11 15:39:54 2018, 0.998, basic sum C1 + C2, c(0, 100)
lars, Sun Mar 11 15:39:56 2018, 0.908, basic sum C1 + C2, c(0, 100)
lars2, Sun Mar 11 15:39:58 2018, 0.019, basic sum C1 + C2, c(0, 100)
lasso, Sun Mar 11 15:40:00 2018, 0.908, basic sum C1 + C2, c(0, 100)
leapBackward, Sun Mar 11 15:40:02 2018, 0.998, basic sum C1 + C2, c(0, 100)
